Trial_ID,variable_name,variable_type,brief_explanation
102,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
102,X_crp_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: crp 0d
102,X_pain_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: pain 0d
102,X_sex,Baseline covariate,Baseline covariate or pre-treatment measurement: sex
102,YP_improved_day5,Primary outcome,Primary outcome: improved day5
102,YS_diarrhoea_day5,Secondary outcome,Secondary outcome: diarrhoea day5
102,YS_pain_day5,Secondary outcome,Secondary outcome: pain day5
103,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
103,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
103,X_eq5d_pain_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: eq5d pain 0m
103,X_gender,Baseline covariate,Baseline covariate or pre-treatment measurement: gender
103,X_npi_depression_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: npi depression 0m
103,YP_eq5d_pain_3m,Primary outcome,Primary outcome: eq5d pain 3m
103,YS_mmse_3m,Secondary outcome,Secondary outcome: mmse 3m
103,YS_status_3m,Secondary outcome,Secondary outcome: status 3m
104,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
104,X_cam_medications,Baseline covariate,Baseline covariate or pre-treatment measurement: cam medications
104,X_otc_medications,Baseline covariate,Baseline covariate or pre-treatment measurement: otc medications
104,X_prn_medications,Baseline covariate,Baseline covariate or pre-treatment measurement: prn medications
104,YP_total_medications,Primary outcome,Primary outcome: total medications
104,YS_new_medications,Secondary outcome,Secondary outcome: new medications
104,YS_regular_medications,Secondary outcome,Secondary outcome: regular medications
105,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
105,X_bmi_14w,Baseline covariate,Baseline covariate or pre-treatment measurement: bmi 14w
105,X_counts_per_day_14w,Baseline covariate,Baseline covariate or pre-treatment measurement: counts per day 14w
105,X_maternal_age,Baseline covariate,Baseline covariate or pre-treatment measurement: maternal age
105,X_weight_14w,Baseline covariate,Baseline covariate or pre-treatment measurement: weight 14w
105,YP_counts_per_day_28w,Primary outcome,Primary outcome: counts per day 28w
105,YS_counts_per_day_36w,Secondary outcome,Secondary outcome: counts per day 36w
105,YS_weight_28w,Secondary outcome,Secondary outcome: weight 28w
106,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
106,X_bdi_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: bdi 0w
106,X_hdrs_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: hdrs 0w
106,X_personality_type,Baseline covariate,Baseline covariate or pre-treatment measurement: personality type
106,X_who5_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: who5 0w
106,YP_hdrs_18w,Primary outcome,Primary outcome: hdrs 18w
106,YS_bdi_18w,Secondary outcome,Secondary outcome: bdi 18w
106,YS_who5_18w,Secondary outcome,Secondary outcome: who5 18w
107,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
107,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
107,X_fracture,Baseline covariate,Baseline covariate or pre-treatment measurement: fracture
107,X_function_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: function 0w
107,X_sex,Baseline covariate,Baseline covariate or pre-treatment measurement: sex
107,YP_function_8w,Primary outcome,Primary outcome: function 8w
108,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
108,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
108,X_baseline_creatinine,Baseline covariate,Baseline covariate or pre-treatment measurement: baseline creatinine
108,X_hospital,Baseline covariate,Baseline covariate or pre-treatment measurement: hospital
108,X_initial_egfr,Baseline covariate,Baseline covariate or pre-treatment measurement: initial egfr
108,X_sex,Baseline covariate,Baseline covariate or pre-treatment measurement: sex
108,X_sofa_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: sofa 0d
108,YP_composite_14d,Primary outcome,Primary outcome: composite 14d
108,YS_aki_progression_14d,Secondary outcome,Secondary outcome: aki progression 14d
108,YS_death_14d,Secondary outcome,Secondary outcome: death 14d
108,YS_dialysis_14d,Secondary outcome,Secondary outcome: dialysis 14d
109,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
109,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
109,X_ca_ph_product_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: ca ph product 0m
109,X_duration_dialysis_years,Baseline covariate,Baseline covariate or pre-treatment measurement: duration dialysis years
109,X_gender,Baseline covariate,Baseline covariate or pre-treatment measurement: gender
109,X_mgp_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: mgp 0m
109,X_pth_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: pth 0m
109,YP_mgp_post,Primary outcome,Primary outcome: mgp post
109,YS_ca_ph_product_post,Secondary outcome,Secondary outcome: ca ph product post
110,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
110,X_ferritin_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: ferritin 0w
110,X_hgb_screening,Baseline covariate,Baseline covariate or pre-treatment measurement: hgb screening
110,X_parity,Baseline covariate,Baseline covariate or pre-treatment measurement: parity
110,X_tsat_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: tsat 0w
110,YP_hgb_4w,Primary outcome,Primary outcome: hgb 4w
110,YS_hgb_8w,Secondary outcome,Secondary outcome: hgb 8w
110,YS_hgb_admission,Secondary outcome,Secondary outcome: hgb admission
111,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
111,X_cogevo_total_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: cogevo total 0w
111,X_decade,Baseline covariate,Baseline covariate or pre-treatment measurement: decade
111,X_depression,Baseline covariate,Baseline covariate or pre-treatment measurement: depression
111,X_moca_total_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: moca total 0w
111,X_sex,Baseline covariate,Baseline covariate or pre-treatment measurement: sex
111,YP_moca_total_post,Primary outcome,Primary outcome: moca total post
111,YS_cogevo_total_post,Secondary outcome,Secondary outcome: cogevo total post
112,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
112,X_birth_weight_g,Baseline covariate,Baseline covariate or pre-treatment measurement: birth weight g
112,X_gender,Baseline covariate,Baseline covariate or pre-treatment measurement: gender
112,X_gestational_age_weeks,Baseline covariate,Baseline covariate or pre-treatment measurement: gestational age weeks
112,X_subgroup,Baseline covariate,Baseline covariate or pre-treatment measurement: subgroup
112,YP_time_to_full_oral_feeds_days,Primary outcome,Primary outcome: time to full oral feeds days
112,YS_length_of_stay_days,Secondary outcome,Secondary outcome: length of stay days
112,YS_reached_full_oral_feeds,Secondary outcome,Secondary outcome: reached full oral feeds
113,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
113,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
113,X_cigarettes_per_day_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: cigarettes per day 0w
113,X_gender,Baseline covariate,Baseline covariate or pre-treatment measurement: gender
113,X_hads_anxiety_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: hads anxiety 0w
113,X_hads_depression_0w,Baseline covariate,Baseline covariate or pre-treatment measurement: hads depression 0w
113,YP_smoking_abstinence_26w,Primary outcome,Primary outcome: smoking abstinence 26w
113,YS_co_ppm_26w,Secondary outcome,Secondary outcome: co ppm 26w
113,YS_smoking_abstinence_7d,Secondary outcome,Secondary outcome: smoking abstinence 7d
114,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
114,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
114,X_gender,Baseline covariate,Baseline covariate or pre-treatment measurement: gender
114,X_nihss_admission,Baseline covariate,Baseline covariate or pre-treatment measurement: nihss admission
114,X_rankin_preadmission,Baseline covariate,Baseline covariate or pre-treatment measurement: rankin preadmission
114,YP_rankin_3m,Primary outcome,Primary outcome: rankin 3m
114,YS_barthel_3m,Secondary outcome,Secondary outcome: barthel 3m
114,YS_nihss_day7,Secondary outcome,Secondary outcome: nihss day7
115,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
115,X_education,Baseline covariate,Baseline covariate or pre-treatment measurement: education
115,X_ever_used_fp,Baseline covariate,Baseline covariate or pre-treatment measurement: ever used fp
115,X_hospital,Baseline covariate,Baseline covariate or pre-treatment measurement: hospital
115,X_marital_status,Baseline covariate,Baseline covariate or pre-treatment measurement: marital status
115,X_number_pregnancies,Baseline covariate,Baseline covariate or pre-treatment measurement: number pregnancies
115,YP_family_planning_uptake,Primary outcome,Primary outcome: family planning uptake
115,YS_chose_longacting_fp,Secondary outcome,Secondary outcome: chose longacting fp
115,YS_sought_treatment_postpartum,Secondary outcome,Secondary outcome: sought treatment postpartum
116,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
116,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
116,X_cancer_diagnosis_code,Baseline covariate,Baseline covariate or pre-treatment measurement: cancer diagnosis code
116,X_cancer_stage_code,Baseline covariate,Baseline covariate or pre-treatment measurement: cancer stage code
116,X_chemotherapy_time,Baseline covariate,Baseline covariate or pre-treatment measurement: chemotherapy time
116,X_dass_total_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: dass total 0m
116,X_education_code,Baseline covariate,Baseline covariate or pre-treatment measurement: education code
116,X_factg_total_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: factg total 0m
116,X_income_code,Baseline covariate,Baseline covariate or pre-treatment measurement: income code
116,X_job_code,Baseline covariate,Baseline covariate or pre-treatment measurement: job code
116,X_marital_status_code,Baseline covariate,Baseline covariate or pre-treatment measurement: marital status code
116,X_regimen_number,Baseline covariate,Baseline covariate or pre-treatment measurement: regimen number
116,X_religion_code,Baseline covariate,Baseline covariate or pre-treatment measurement: religion code
116,X_residence_place_code,Baseline covariate,Baseline covariate or pre-treatment measurement: residence place code
116,X_source_id,Baseline covariate,Baseline covariate or pre-treatment measurement: source id
116,X_treatment_type_code,Baseline covariate,Baseline covariate or pre-treatment measurement: treatment type code
116,YP_dass_total_t2,Primary outcome,Primary outcome: dass total t2
116,YP_delta_dass_total_t2,Primary outcome,Primary outcome: delta dass total t2
116,YP_delta_factg_total_t2,Primary outcome,Primary outcome: delta factg total t2
116,YP_factg_total_t2,Primary outcome,Primary outcome: factg total t2
116,YS_dass_anxiety_t2,Secondary outcome,Secondary outcome: dass anxiety t2
116,YS_dass_depression_t2,Secondary outcome,Secondary outcome: dass depression t2
116,YS_dass_stress_t2,Secondary outcome,Secondary outcome: dass stress t2
116,YS_dass_total_t1,Secondary outcome,Secondary outcome: dass total t1
116,YS_delta_dass_total_t1,Secondary outcome,Secondary outcome: delta dass total t1
117,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
117,X_mrr_pre,Baseline covariate,Baseline covariate or pre-treatment measurement: mrr pre
117,X_repeated_rows_aggregated,Baseline covariate,Baseline covariate or pre-treatment measurement: repeated rows aggregated
117,X_source_patient_id,Baseline covariate,Baseline covariate or pre-treatment measurement: source patient id
117,X_vrr_pre,Baseline covariate,Baseline covariate or pre-treatment measurement: vrr pre
117,X_vtv_pre,Baseline covariate,Baseline covariate or pre-treatment measurement: vtv pre
117,YP_delta_mrr_post_pre,Primary outcome,Primary outcome: delta mrr post pre
117,YP_mrr_post,Primary outcome,Primary outcome: mrr post
117,YS_delta_vrr_post_pre,Secondary outcome,Secondary outcome: delta vrr post pre
117,YS_delta_vtv_post_pre,Secondary outcome,Secondary outcome: delta vtv post pre
117,YS_vrr_post,Secondary outcome,Secondary outcome: vrr post
117,YS_vtv_post,Secondary outcome,Secondary outcome: vtv post
118,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
118,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
118,X_digit_backward_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: digit backward 0m
118,X_digit_forward_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: digit forward 0m
118,X_hamilton_anxiety_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: hamilton anxiety 0m
118,X_moca_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: moca 0m
118,X_psi_digit_symbol_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: psi digit symbol 0m
118,X_psi_symbol_search_correct_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: psi symbol search correct 0m
118,X_psi_symbol_search_incorrect_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: psi symbol search incorrect 0m
118,X_sex_code,Baseline covariate,Baseline covariate or pre-treatment measurement: sex code
118,X_subject_id,Baseline covariate,Baseline covariate or pre-treatment measurement: subject id
118,X_tmt1_time_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: tmt1 time 0m
118,X_tmt2_time_0m,Baseline covariate,Baseline covariate or pre-treatment measurement: tmt2 time 0m
118,YP_cognitive_composite_180_bd_full_adj,Primary outcome,Primary outcome: cognitive composite 180 bd full adj
118,YP_cognitive_composite_180_crude_full_adj,Primary outcome,Primary outcome: cognitive composite 180 crude full adj
118,YP_delta_moca_visit3,Primary outcome,Primary outcome: delta moca visit3
118,YP_moca_visit3,Primary outcome,Primary outcome: moca visit3
118,YS_digit_backward_visit3,Secondary outcome,Secondary outcome: digit backward visit3
118,YS_digit_forward_visit3,Secondary outcome,Secondary outcome: digit forward visit3
118,YS_hamilton_anxiety_visit3,Secondary outcome,Secondary outcome: hamilton anxiety visit3
118,YS_tmt1_time_visit3,Secondary outcome,Secondary outcome: tmt1 time visit3
118,YS_tmt2_time_visit3,Secondary outcome,Secondary outcome: tmt2 time visit3
119,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
119,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
119,X_bmi,Baseline covariate,Baseline covariate or pre-treatment measurement: bmi
119,X_chronic_pain,Baseline covariate,Baseline covariate or pre-treatment measurement: chronic pain
119,X_contraception_code,Baseline covariate,Baseline covariate or pre-treatment measurement: contraception code
119,X_education_code,Baseline covariate,Baseline covariate or pre-treatment measurement: education code
119,X_gynecologic_pain,Baseline covariate,Baseline covariate or pre-treatment measurement: gynecologic pain
119,X_height_cm,Baseline covariate,Baseline covariate or pre-treatment measurement: height cm
119,X_infertility,Baseline covariate,Baseline covariate or pre-treatment measurement: infertility
119,X_marital_status_code,Baseline covariate,Baseline covariate or pre-treatment measurement: marital status code
119,X_prior_csection,Baseline covariate,Baseline covariate or pre-treatment measurement: prior csection
119,X_prior_hysteroscopy,Baseline covariate,Baseline covariate or pre-treatment measurement: prior hysteroscopy
119,X_sexual_partner,Baseline covariate,Baseline covariate or pre-treatment measurement: sexual partner
119,X_smoking,Baseline covariate,Baseline covariate or pre-treatment measurement: smoking
119,X_source_record_id,Baseline covariate,Baseline covariate or pre-treatment measurement: source record id
119,X_weight_kg,Baseline covariate,Baseline covariate or pre-treatment measurement: weight kg
119,YP_pain_score,Primary outcome,Primary outcome: pain score
119,YS_conversion,Secondary outcome,Secondary outcome: conversion
119,YS_fentanyl_total,Secondary outcome,Secondary outcome: fentanyl total
119,YS_glycine_or_ns_deficit,Secondary outcome,Secondary outcome: glycine or ns deficit
119,YS_postoperative_bleeding,Secondary outcome,Secondary outcome: postoperative bleeding
119,YS_postoperative_complication,Secondary outcome,Secondary outcome: postoperative complication
119,YS_postoperative_symptoms,Secondary outcome,Secondary outcome: postoperative symptoms
119,YS_procedure_duration_min,Secondary outcome,Secondary outcome: procedure duration min
119,YS_versed_total,Secondary outcome,Secondary outcome: versed total
120,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
120,X_melanoma_stage,Baseline covariate,Baseline covariate or pre-treatment measurement: melanoma stage
120,X_source_subject_id,Baseline covariate,Baseline covariate or pre-treatment measurement: source subject id
120,YP_pfs_event,Primary outcome,Primary outcome: pfs event
120,YP_progression_free_survival_months,Primary outcome,Primary outcome: progression free survival months
120,YS_overall_survival_event,Secondary outcome,Secondary outcome: overall survival event
120,YS_overall_survival_months,Secondary outcome,Secondary outcome: overall survival months
121,Treatment,Treatment assignment,Randomized treatment assignment; control/reference arm is first when identifiable.
121,X_age_years,Baseline covariate,Baseline covariate or pre-treatment measurement: age years
121,X_bmi,Baseline covariate,Baseline covariate or pre-treatment measurement: bmi
121,X_cortisol_log_prestress_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: cortisol log prestress 0d
121,X_days_intervention_end_to_post,Baseline covariate,Baseline covariate or pre-treatment measurement: days intervention end to post
121,X_dbp_prestress_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: dbp prestress 0d
121,X_education_code,Baseline covariate,Baseline covariate or pre-treatment measurement: education code
121,X_ethnicity_code,Baseline covariate,Baseline covariate or pre-treatment measurement: ethnicity code
121,X_follicular_phase_post,Baseline covariate,Baseline covariate or pre-treatment measurement: follicular phase post
121,X_lessons_completed,Baseline covariate,Baseline covariate or pre-treatment measurement: lessons completed
121,X_race,Baseline covariate,Baseline covariate or pre-treatment measurement: race
121,X_sbp_prestress_0d,Baseline covariate,Baseline covariate or pre-treatment measurement: sbp prestress 0d
121,X_sex,Baseline covariate,Baseline covariate or pre-treatment measurement: sex
121,X_source_subject_id,Baseline covariate,Baseline covariate or pre-treatment measurement: source subject id
121,YP_subjective_stress_overall,Primary outcome,Primary outcome: subjective stress overall
121,YS_cortisol_auc_i_log_em,Secondary outcome,Secondary outcome: cortisol auc i log em
121,YS_cortisol_log_25min_post_tsst,Secondary outcome,Secondary outcome: cortisol log 25min post tsst
121,YS_cortisol_log_35min_post_tsst,Secondary outcome,Secondary outcome: cortisol log 35min post tsst
121,YS_dbp_tsst_performance,Secondary outcome,Secondary outcome: dbp tsst performance
121,YS_sbp_tsst_performance,Secondary outcome,Secondary outcome: sbp tsst performance
