district	village	villno	strno	group	hhid	codigo	b01	b02	b03	b04	b05	b06	b07	b08	b09
2	1	201.0	2.0	3.0	20120	103	0	5	5						2
2	1	201.0	2.0	3.0	20120	104	0	5	5						2
2	1	201.0	2.0	3.0	20120	105	1			13	3	1	1	4	2
2	1	201.0	2.0	3.0	20120	106	1			14	3	2	1	3	2
2	1	201.0	2.0	3.0	20120	107	1			14	3	2	1	3	2
2	2	202.0	2.0	3.0	20201	101	1			51	1	1	0		2
2	2	202.0	2.0	3.0	20201	102	1			44	2	2	0		2
2	2	202.0	2.0	3.0	20201	105	1			18	3	1	1	5	2
2	2	202.0	2.0	3.0	20201	106	1			17	3	2	1	3	2
2	2	202.0	2.0	3.0	20201	107	1			15	3	2	1	1	2
2	2	202.0	2.0	3.0	20201	108	1			13	3	1	1	1	2
2	2	202.0	2.0	3.0	20201	109	1			11	3	1	0		2
2	2	202.0	2.0	3.0	20202	101	1			53	1	1		5	2
2	2	202.0	2.0	3.0	20202	102	1			50	2	2		3	2
2	2	202.0	2.0	3.0	20202	103	1			18	3	1	1	4	2
2	2	202.0	2.0	3.0	20202	104	1			15	3	2	1	4	2
2	2	202.0	2.0	3.0	20202	105	1			13	3	1	1	2	2
2	2	202.0	2.0	3.0	20203	101	1			46	1	1		7	2
2	2	202.0	2.0	3.0	20203	102	1			42	2	2		2	2
2	2	202.0	2.0	3.0	20203	104	1			19	3	1	1	4	2
2	2	202.0	2.0	3.0	20203	105	1			11	3	2	1	1	2
2	2	202.0	2.0	3.0	20204	101	1			39	1	1		4	2
2	2	202.0	2.0	3.0	20204	102	1			37	2	2		5	2
2	2	202.0	2.0	3.0	20204	103	0			13	3	1	1	3	2
2	2	202.0	2.0	3.0	20204	111	1			10	3	1	1	2	2
2	2	202.0	2.0	3.0	20205	101	0	3	5						4
2	2	202.0	2.0	3.0	20205	102	0	7							4
2	2	202.0	2.0	3.0	20205	103	0	9							4
2	2	202.0	2.0	3.0	20205	104	1			19	3	1	0	5	4
2	2	202.0	2.0	3.0	20205	105	1			19	3	1	0	7	4
2	2	202.0	2.0	3.0	20205	106	1			15	3	2	1	3	4
2	2	202.0	2.0	3.0	20205	107	1			13	3	2	0	0	4
2	2	202.0	2.0	3.0	20205	108	1			10	3	2	1	1	4
2	2	202.0	2.0	3.0	20206	101	1			36	1	1		3	2
2	2	202.0	2.0	3.0	20206	102	1			32	2	2		1	2
2	2	202.0	2.0	3.0	20206	103	1			21	3	1	1	5	2
2	2	202.0	2.0	3.0	20207	101	0	6	7						2
2	2	202.0	2.0	3.0	20207	102	1			33	2	2		2	2
2	2	202.0	2.0	3.0	20207	103	1			12	3	2	1	2	2
2	2	202.0	2.0	3.0	20208	101	1			61	1	1		3	2
2	2	202.0	2.0	3.0	20208	102	1			50	2	2		4	2
2	2	202.0	2.0	3.0	20208	103	1			39	3	2		4	2
2	2	202.0	2.0	3.0	20208	106	1			20	3	1	1	6	2
2	2	202.0	2.0	3.0	20208	107	1			17	3	2	1	5	2
2	2	202.0	2.0	3.0	20208	108	1			18	5	1	1	5	2
2	2	202.0	2.0	3.0	20208	109	1			15	5	2	1	5	2
2	2	202.0	2.0	3.0	20208	110	1			13	5	1	1	4	2
2	2	202.0	2.0	3.0	20208	111	1			44	14	1	1	11	2
2	2	202.0	2.0	3.0	20209	102	1			45	1	2		0	2
2	2	202.0	2.0	3.0	20209	103	1			10	3	2	1	3	2
2	2	202.0	2.0	3.0	20209	104	1			15	5	2	1	1	2
2	2	202.0	2.0	3.0	20210	101	1			36	1	1		2	2
2	2	202.0	2.0	3.0	20210	102	1			42	2	2		3	2
2	2	202.0	2.0	3.0	20210	103	1			19	3	2	1	4	2
2	2	202.0	2.0	3.0	20210	104	1			14	3	2	1	4	2
2	2	202.0	2.0	3.0	20211	101	1			29	2	2	0	0	2
2	2	202.0	2.0	3.0	20211	102	1			11	3	2	1	0	2
2	2	202.0	2.0	3.0	20211	105	0	9	7						2
2	2	202.0	2.0	3.0	20211	106	0	9	7						2
2	2	202.0	2.0	3.0	20211	111	1			34	1	1	0	0	2
2	2	202.0	2.0	3.0	20212	101	1			999	1	1		2	2
2	2	202.0	2.0	3.0	20212	102	1			28	2	2	1	3	2
2	2	202.0	2.0	3.0	20212	103	1			10	3	2	1	2	2
2	2	202.0	2.0	3.0	20213	101	1			20	2	2	0	4	2
2	2	202.0	2.0	3.0	20214	101	1			49	1	2		2	2
2	2	202.0	2.0	3.0	20214	102	0	1	7						2
2	2	202.0	2.0	3.0	20214	103	1			15	3	2	1	3	2
2	2	202.0	2.0	3.0	20215	101	1			29	1	1	0	5	2
2	2	202.0	2.0	3.0	20215	102	1			28	2	2	0	1	2
2	2	202.0	2.0	3.0	20216	101	1			35	1	1		2	2
2	2	202.0	2.0	3.0	20216	102	1			33	2	2		0	2
2	2	202.0	2.0	3.0	20216	103	1			11	3	2	1	3	2
2	2	202.0	2.0	3.0	20216	104	1			10	3	2	1	3	2
2	2	202.0	2.0	3.0	20217	101	1			53	1	1		3	2
2	2	202.0	2.0	3.0	20217	102	1			48	2	2		0	2
2	2	202.0	2.0	3.0	20217	103	1			21	3	1	1	4	2
2	2	202.0	2.0	3.0	20217	104	1			17	3	2	0	0	2
2	2	202.0	2.0	3.0	20217	105	1			15	3	1	1	3	2
2	2	202.0	2.0	3.0	20217	106	1			13	3	2	1	2	2
2	2	202.0	2.0	3.0	20217	107	1			10	3	1	1	0	2
2	2	202.0	2.0	3.0	20218	101	1			29	1	1	0	0	2
2	2	202.0	2.0	3.0	20218	102	1			23	2	2	0	0	2
2	2	202.0	2.0	3.0	20219	101	1			42	1	1		0	2
2	2	202.0	2.0	3.0	20219	102	1			30	2	2		4	2
2	2	202.0	2.0	3.0	20219	103	1			15	3	1	1	5	2
2	2	202.0	2.0	3.0	20219	104	1			12	3	1	1	4	2
2	2	202.0	2.0	3.0	20220	101	1			26	1	1	1	2	2
2	2	202.0	2.0	3.0	20220	102	1			24	2	2	1	2	2
2	3	203.0	2.0	2.0	20301	101	1			42	1	1		8	2
2	3	203.0	2.0	2.0	20301	102	1			39	2	2		2	2
2	3	203.0	2.0	2.0	20301	105	1			15	3	1	1	2	2
2	3	203.0	2.0	2.0	20301	106	1			12	3	2	1	1	2
2	3	203.0	2.0	2.0	20302	101	1			41	1	1	0	4	2
2	3	203.0	2.0	2.0	20302	102	1			37	2	2	0	5	2
2	3	203.0	2.0	2.0	20302	103	1			18	3	1	1	5	2
2	3	203.0	2.0	2.0	20302	104	1			14	3	2	1	3	2
2	3	203.0	2.0	2.0	20302	105	1			12	3	1	1	2	2
2	3	203.0	2.0	2.0	20302	106	1			10	1	1	1	1	2
2	3	203.0	2.0	2.0	20303	101	1			36	1	1	0	5	2
2	3	203.0	2.0	2.0	20303	102	1			35	2	2	0	5	2
2	3	203.0	2.0	2.0	20303	103	1			16	3	2	1	4	2
2	3	203.0	2.0	2.0	20303	104	1			13	3	1	1	1	2
2	3	203.0	2.0	2.0	20303	105	1			11	3	1	1	1	2
2	3	203.0	2.0	2.0	20304	101	1			28	1	1	0	0	2
2	3	203.0	2.0	2.0	20304	102	1			25	2	2	0	0	2
2	3	203.0	2.0	2.0	20305	101	1			39	1	1	0	4	2
2	3	203.0	2.0	2.0	20305	102	1			35	2	2	0	1	2
2	3	203.0	2.0	2.0	20305	103	1			16	3	2	0	2	2
2	3	203.0	2.0	2.0	20305	104	1			14	3	1	0	2	2
2	3	203.0	2.0	2.0	20306	101	1			46	1	1	0	5	2
2	3	203.0	2.0	2.0	20306	102	1			43	2	2	0	1	2
2	3	203.0	2.0	2.0	20306	103	1			21	3	1	1	4	2
2	3	203.0	2.0	2.0	20306	104	1			18	3	2	1	4	2
2	3	203.0	2.0	2.0	20306	105	1			15	3	1	1	2	2
2	3	203.0	2.0	2.0	20306	106	1			12	3	2	1	1	2
2	3	203.0	2.0	2.0	20306	111	1			17	9	2	1	1	2
2	3	203.0	2.0	2.0	20307	101	1			24	1	2	1	3	2
2	3	203.0	2.0	2.0	20308	101	1			47	1	1	0	10	4
2	3	203.0	2.0	2.0	20308	102	1			35	2	2	0	3	4
2	3	203.0	2.0	2.0	20308	103	1			14	3	2	1	6	4
2	3	203.0	2.0	2.0	20308	104	1			12	3	1	1	4	4
2	3	203.0	2.0	2.0	20308	105	1			10	3	1	1	1	4
2	3	203.0	2.0	2.0	20308	106	1			8	3	2	1	2	4
2	3	203.0	2.0	2.0	20309	101	1			47	1	1	0	3	2
2	3	203.0	2.0	2.0	20309	102	1			44	2	2	0	3	2
2	3	203.0	2.0	2.0	20309	103	1			17	3	1	1	3	2
2	3	203.0	2.0	2.0	20309	104	1			11	3	2	1	2	2
2	3	203.0	2.0	2.0	20309	105	1			9	3	2	1	1	2
2	3	203.0	2.0	2.0	20310	101	1			46	1	1	0	2	2
2	3	203.0	2.0	2.0	20310	102	1			41	2	2	0	0	2
2	3	203.0	2.0	2.0	20310	103	1			21	3	1	0	3	2
2	3	203.0	2.0	2.0	20310	104	1			19	3	1	0	2	2
2	3	203.0	2.0	2.0	20310	105	1			11	3	2	1	2	2
2	3	203.0	2.0	2.0	20311	101	1			39	1	1	0	6	2
2	3	203.0	2.0	2.0	20311	102	1			40	2	2	0	4	2
2	3	203.0	2.0	2.0	20312	101	1			39	1	1	0	5	2
2	3	203.0	2.0	2.0	20312	102	1			34	2	2	0	2	2
2	3	203.0	2.0	2.0	20313	101	1			40	1	1	0	3	2
2	3	203.0	2.0	2.0	20313	102	1			32	2	2	0	4	2
2	3	203.0	2.0	2.0	20313	103	0	1	8						2
2	3	203.0	2.0	2.0	20313	104	1			17	3	2	1	4	2
2	3	203.0	2.0	2.0	20313	105	1			15	3	2	1	4	2
2	3	203.0	2.0	2.0	20313	106	1			13	3	1	1	2	2
2	3	203.0	2.0	2.0	20314	101	1			34	1	1	0	3	2
2	3	203.0	2.0	2.0	20314	102	1			34	2	2	0	1	2
2	3	203.0	2.0	2.0	20314	103	1			13	3	1	1	0	2
2	3	203.0	2.0	2.0	20314	104	1			11	3	1	1	0	2
2	3	203.0	2.0	2.0	20315	101	1			69	1	1	0	2	2
2	3	203.0	2.0	2.0	20315	102	1			42	2	2	0	0	2
2	3	203.0	2.0	2.0	20315	103	1			10	3	1	1	2	2
2	3	203.0	2.0	2.0	20316	101	1			32	1	1	0	5	2
2	3	203.0	2.0	2.0	20316	102	1			28	2	2	1	4	2
2	3	203.0	2.0	2.0	20316	103	1			14	3	1	1	2	2
2	3	203.0	2.0	2.0	20316	104	1			11	3	2	1	2	2
2	3	203.0	2.0	2.0	20317	101	1			37	1	1	0	5	2
2	3	203.0	2.0	2.0	20317	102	1			31	2	2	0	3	2
2	3	203.0	2.0	2.0	20317	103	1			14	3	2	1	4	2
2	3	203.0	2.0	2.0	20317	104	1			11	3	2	1	2	2
2	3	203.0	2.0	2.0	20317	111	1			8	3	2	0	0	2
2	3	203.0	2.0	2.0	20318	101	1			32	1	1	0	0	2
2	3	203.0	2.0	2.0	20318	102	1			999	2	2	0	0	2
2	3	203.0	2.0	2.0	20319	101	1			45	1	1	0	0	2
2	3	203.0	2.0	2.0	20319	102	1			42	2	2	0	0	2
2	3	203.0	2.0	2.0	20319	103	1			17	3	1	1	3	2
2	3	203.0	2.0	2.0	20319	104	1			14	3	2	1	2	2
2	3	203.0	2.0	2.0	20320	101	0	3	7						2
2	3	203.0	2.0	2.0	20320	102	1			41	2	2	0	2	2
2	3	203.0	2.0	2.0	20320	103	1			18	3	1	0	7	2
2	3	203.0	2.0	2.0	20320	104	1			14	3	1	1	3	2
2	3	203.0	2.0	2.0	20320	105	1			10	3	1	1	0	2
2	4	204.0	2.0	2.0	20401	101	1			88	1	1	1	4	3
2	4	204.0	2.0	2.0	20401	102	1			39	2	2	1	3	3
2	4	204.0	2.0	2.0	20401	103	1			14	3	2	1	3	3
2	4	204.0	2.0	2.0	20401	104	1			12	3	2	1	2	3
2	4	204.0	2.0	2.0	20402	101	1			40	1	1	0	3	2
2	4	204.0	2.0	2.0	20402	102	1			40	2	2	0	1	2
2	4	204.0	2.0	2.0	20402	103	1			13	3	1	1	4	2
2	4	204.0	2.0	2.0	20403	101	1			36	1	1	0	5	2
2	4	204.0	2.0	2.0	20403	102	1			33	2	2	0	0	2
2	4	204.0	2.0	2.0	20403	103	1			15	3	2	0	2	2
2	4	204.0	2.0	2.0	20403	104	1			13	3	2	1	1	2
2	4	204.0	2.0	2.0	20403	105	1			11	3	1	1	1	2
2	4	204.0	2.0	2.0	20404	101	1			27	1	1	0	1	2
2	4	204.0	2.0	2.0	20404	102	1			26	2	2	0	0	2
2	4	204.0	2.0	2.0	20405	101	0	1	7						2
2	4	204.0	2.0	2.0	20405	102	1			999	2	2		0	2
2	4	204.0	2.0	2.0	20407	101	1			27	1	1	0	4	2
2	4	204.0	2.0	2.0	20407	102	1			25	2	2	0	3	2
2	4	204.0	2.0	2.0	20407	103	0	1	8						2
2	4	204.0	2.0	2.0	20407	104	0	5	7						2
2	4	204.0	2.0	2.0	20407	105	0	1	7						2
2	4	204.0	2.0	2.0	20408	101	1			32	1	1		0	2
2	4	204.0	2.0	2.0	20408	102	1			32	2	2		0	2
2	4	204.0	2.0	2.0	20409	101	1			25	1	1	0	6	2
2	4	204.0	2.0	2.0	20409	102	1			24	2	2	0	0	2
2	4	204.0	2.0	2.0	20410	101	1			30	1	1	0	3	2
2	4	204.0	2.0	2.0	20410	102	1			28	2	2	0	1	2
2	4	204.0	2.0	2.0	20410	103	1			12	12	1	1	0	2
2	4	204.0	2.0	2.0	20411	101	1			45	1	2		1	2
2	4	204.0	2.0	2.0	20411	102	1			18	3	2	1	5	2
2	4	204.0	2.0	2.0	20411	103	1			11	3	2	1	2	2
2	4	204.0	2.0	2.0	20411	111	0	1	7	23	14	1			2
2	4	204.0	2.0	2.0	20411	112	0	1	7						2
2	4	204.0	2.0	2.0	20412	101	1			68	1	1	0	0	2
2	4	204.0	2.0	2.0	20412	102	1			48	2	2	0	0	2
2	4	204.0	2.0	2.0	20412	103	1			23	3	1	0	2	2
2	4	204.0	2.0	2.0	20412	104	1			17	3	2	1	4	2
2	4	204.0	2.0	2.0	20412	105	1			15	3	2	1	3	2
2	4	204.0	2.0	2.0	20412	106	1			10	3	2	1	0	2
2	4	204.0	2.0	2.0	20413	101	1			47	1	1	0	0	2
2	4	204.0	2.0	2.0	20413	102	1			40	2	2	0	0	2
2	4	204.0	2.0	2.0	20413	103	1			21	3	1	1	5	2
2	4	204.0	2.0	2.0	20414	101	1			47	1	1	0	0	2
2	4	204.0	2.0	2.0	20414	102	1			35	2	2	0	2	2
2	4	204.0	2.0	2.0	20414	103	1			15	3	2	1	4	2
2	4	204.0	2.0	2.0	20414	104	1			13	3	2	1	3	2
2	4	204.0	2.0	2.0	20415	101	1			25	1	1	0	1	2
2	4	204.0	2.0	2.0	20415	102	1			24	2	2	0	0	2
2	4	204.0	2.0	2.0	20416	101	1			38	1	1	0	1	2
2	4	204.0	2.0	2.0	20416	102	1			32	2	2	0	4	2
2	4	204.0	2.0	2.0	20416	103	1			16	3	1	1	4	2
2	4	204.0	2.0	2.0	20416	104	1			15	3	2	1	3	2
2	4	204.0	2.0	2.0	20416	105	1			10	3	1	1	2	2
2	4	204.0	2.0	2.0	20417	101	0	6	7	32					2
2	4	204.0	2.0	2.0	20417	102	1			28	2	2	0	1	2
2	4	204.0	2.0	2.0	20417	103	1			10	3	1	1	1	2
2	4	204.0	2.0	2.0	20418	101	1			37	1	1	0	5	2
2	4	204.0	2.0	2.0	20418	102	1			41	2	2	0	1	2
2	4	204.0	2.0	2.0	20418	103	1			11	3	1	1	2	2
2	4	204.0	2.0	2.0	20419	101	1			29	1	1	0	4	2
2	4	204.0	2.0	2.0	20419	102	1			25	2	2	0	3	2
2	4	204.0	2.0	2.0	20419	201	1			5	3	2	1	1	2
2	4	204.0	2.0	2.0	20419	202	1			2	3	2	0	0	2
2	5	205.0	2.0	1.0	20501	101	1			49	1	1		2	2
2	5	205.0	2.0	1.0	20501	102	1			45	2	2		0	2
2	5	205.0	2.0	1.0	20501	105	1			14	3	2	1	1	2
2	5	205.0	2.0	1.0	20501	106	1			11	3	2	1	1	2
2	5	205.0	2.0	1.0	20501	107	1			9	3	1	1	0	2
2	5	205.0	2.0	1.0	20502	101	1			60	1	1		2	2
2	5	205.0	2.0	1.0	20502	104	1			24	2	2	0	5	2
2	5	205.0	2.0	1.0	20503	101	1			41	1	1		3	2
2	5	205.0	2.0	1.0	20503	102	1			31	2	2		3	2
2	5	205.0	2.0	1.0	20503	103	1			18	3	1	1	5	2
2	5	205.0	2.0	1.0	20503	104	1			16	3	2	1	4	2
2	5	205.0	2.0	1.0	20503	105	1			13	3	1	1	3	2
2	5	205.0	2.0	1.0	20503	106	0	5	7						2
2	5	205.0	2.0	1.0	20503	107	0	5	7						2
2	5	205.0	2.0	1.0	20504	101	1			36	1	1		3	2
2	5	205.0	2.0	1.0	20504	102	1			34	2	2		0	2
2	5	205.0	2.0	1.0	20504	103	1			13	3	2	1	2	2
2	5	205.0	2.0	1.0	20504	104	1			11	3	2	1	1	2
2	5	205.0	2.0	1.0	20505	101	1			41	1	1	0	7	2
2	5	205.0	2.0	1.0	20505	102	1			40	2	2	0	4	2
2	5	205.0	2.0	1.0	20505	103	1			22	3	1	1	7	2
2	5	205.0	2.0	1.0	20505	104	1			15	3	1	1	5	2
2	5	205.0	2.0	1.0	20505	105	1			11	3	2	1	2	2
2	5	205.0	2.0	1.0	20506	101	1			35	1	1		4	2
2	5	205.0	2.0	1.0	20506	102	1			30	2	2		1	2
2	5	205.0	2.0	1.0	20506	103	1			14	3	1	1	2	2
2	5	205.0	2.0	1.0	20507	101	1			38	1	1		8	2
2	5	205.0	2.0	1.0	20507	102	1			34	2	2		5	2
2	5	205.0	2.0	1.0	20507	103	1			12	3	1	1	2	2
2	5	205.0	2.0	1.0	20509	101	1			27	1	2	1	1	2
2	5	205.0	2.0	1.0	20509	102	1			12	3	1	1	2	2
2	5	205.0	2.0	1.0	20510	101	1			36	1	1		6	2
2	5	205.0	2.0	1.0	20510	102	1			32	2	2		3	2
2	5	205.0	2.0	1.0	20510	103	1			13	3	2	1	3	2
2	5	205.0	2.0	1.0	20511	101	1			43	1	1	0	4	2
2	5	205.0	2.0	1.0	20511	102	1			34	2	2	0	4	2
2	5	205.0	2.0	1.0	20511	103	1			17	3	2	1	3	2
2	5	205.0	2.0	1.0	20511	104	1			11	3	2	1	0	2
2	5	205.0	2.0	1.0	20512	102	1			43	1	2		0	2
2	5	205.0	2.0	1.0	20512	104	1			13	3	2	0	0	2
2	5	205.0	2.0	1.0	20515	104	1			28	2	2	1	2	2
2	5	205.0	2.0	1.0	20515	107	1			9	3	2	1	2	2
2	5	205.0	2.0	1.0	20515	111	1			31	1	1		2	2
2	5	205.0	2.0	1.0	20516	101	1			48	1	1		3	2
2	5	205.0	2.0	1.0	20516	102	1			34	2	2	0	0	2
2	5	205.0	2.0	1.0	20516	103	1			13	3	1	1	2	2
2	5	205.0	2.0	1.0	20516	104	1			11	3	1	1	0	2
2	5	205.0	2.0	1.0	20517	101	1			47	1	1		6	2
2	5	205.0	2.0	1.0	20517	102	1			38	2	2		1	2
2	5	205.0	2.0	1.0	20517	103	1			18	3	2	1	6	2
2	5	205.0	2.0	1.0	20517	104	1			17	3	1	1	5	2
2	5	205.0	2.0	1.0	20517	105	1			12	3	1	1	3	2
2	5	205.0	2.0	1.0	20517	106	1			11	3	2	1	1	2
2	5	205.0	2.0	1.0	20518	101	1			35	1	1		10	2
2	5	205.0	2.0	1.0	20518	102	1			31	2	2		4	2
2	5	205.0	2.0	1.0	20519	101	1			61	1	1		1	2
2	5	205.0	2.0	1.0	20519	102	1			50	2	2		1	2
2	5	205.0	2.0	1.0	20519	103	1			20	3	1	0	2	2
2	5	205.0	2.0	1.0	20519	104	1			19	3	2	0	2	2
2	5	205.0	2.0	1.0	20519	105	1			14	3	2	1	1	2
2	5	205.0	2.0	1.0	20520	102	1			31	1	2		3	2
2	5	205.0	2.0	1.0	20520	103	1			13	3	1	1	3	2
2	5	205.0	2.0	1.0	20520	104	1			11	3	2	1	2	2
2	6	206.0	2.0	1.0	20601	101	1			22	1	1	0	0	2
2	6	206.0	2.0	1.0	20601	102	1			999	2	2	0	0	2
2	6	206.0	2.0	1.0	20601	103	1			10	3	1	0	0	2
2	6	206.0	2.0	1.0	20601	104	1			8	3	2	0	0	2
2	6	206.0	2.0	1.0	20602	101	1			31	1	1	0	0	2
2	6	206.0	2.0	1.0	20602	102	1			39	2	2	0	0	2
2	6	206.0	2.0	1.0	20602	103	1			14	3	2	1	3	2
2	6	206.0	2.0	1.0	20603	101	1			34	2	2	0	0	2
2	6	206.0	2.0	1.0	20603	102	1			999	14	1	1	4	2
2	6	206.0	2.0	1.0	20603	103	1			14	3	1	1	2	2
2	6	206.0	2.0	1.0	20603	104	1			10	3	2	1	1	2
2	6	206.0	2.0	1.0	20603	111	0	7							2
2	6	206.0	2.0	1.0	20603	112	1			30	1	1	0	4	2
2	6	206.0	2.0	1.0	20604	101	1			31	1	1	0	1	2
2	6	206.0	2.0	1.0	20604	102	1			35	2	2		0	2
2	6	206.0	2.0	1.0	20604	103	1			9	3	1	1	1	2
2	6	206.0	2.0	1.0	20604	104	1			8	3	2	1	1	2
2	6	206.0	2.0	1.0	20607	101	1			56	1	1		4	2
2	6	206.0	2.0	1.0	20607	102	1			52	2	2		3	2
2	6	206.0	2.0	1.0	20607	103	1			14	3	1	1	4	2
2	6	206.0	2.0	1.0	20607	104	1			11	3	2	1	0	2
2	6	206.0	2.0	1.0	20609	101	1			37	1	1		8	2
2	6	206.0	2.0	1.0	20609	102	1			35	2	2		2	2
2	6	206.0	2.0	1.0	20609	103	0	5	5						2
2	6	206.0	2.0	1.0	20609	104	1			13	3	1	1	4	2
2	6	206.0	2.0	1.0	20609	105	1			9	3	1	1	1	2
2	6	206.0	2.0	1.0	20610	101	1			37	1	1		0	2
2	6	206.0	2.0	1.0	20610	102	1			39	2	2		0	2
2	6	206.0	2.0	1.0	20610	103	1			7	3	2	1	1	2
2	6	206.0	2.0	1.0	20611	102	1			29	2	2	0	0	2
2	6	206.0	2.0	1.0	20611	103	1			10	3	1	1	3	2
2	6	206.0	2.0	1.0	20612	101	1			42	1	1		0	2
2	6	206.0	2.0	1.0	20612	102	1			32	2	2		0	2
2	6	206.0	2.0	1.0	20612	103	1			16	3	1	1	4	2
2	6	206.0	2.0	1.0	20612	104	1			13	3	2	1	0	2
2	6	206.0	2.0	1.0	20615	101	0	7							2
2	6	206.0	2.0	1.0	20615	102	1			22	2	2	0	0	2
2	6	206.0	2.0	1.0	20615	103	1			9	3	2	1	1	2
2	6	206.0	2.0	1.0	20615	104	0	5							2
2	6	206.0	2.0	1.0	20615	105	1			999	10	2	1	3	2
2	6	206.0	2.0	1.0	20616	101	1			45	1	1		4	2
2	6	206.0	2.0	1.0	20616	102	1			49	2	2		3	2
2	6	206.0	2.0	1.0	20616	105	1			13	3	1	1	0	2
2	6	206.0	2.0	1.0	20616	106	1			11	3	2	1	0	2
2	6	206.0	2.0	1.0	20617	101	1			54	1	1		4	2
2	6	206.0	2.0	1.0	20617	102	1			39	2	2		3	2
2	6	206.0	2.0	1.0	20617	106	1			13	3	1	1	5	2
2	6	206.0	2.0	1.0	20618	101	0	6	7						2
2	6	206.0	2.0	1.0	20618	102	1			25	2	2	0	5	2
2	6	206.0	2.0	1.0	20619	101	1			35	1	1		0	2
2	6	206.0	2.0	1.0	20619	102	1			33	2	2		0	2
2	6	206.0	2.0	1.0	20619	103	1			19	3	1	0	3	2
2	6	206.0	2.0	1.0	20619	104	1			15	3	2	1	2	2
2	6	206.0	2.0	1.0	20620	101	1			32	1	1		1	2
2	6	206.0	2.0	1.0	20620	102	1			32	2	2		0	2
2	6	206.0	2.0	1.0	20620	103	1			13	3	1	1	2	2
2	6	206.0	2.0	1.0	20620	104	1			11	3	2	1	0	2
2	7	207.0	2.0	2.0	20701	101	1			34	1	1	0	6	2
2	7	207.0	2.0	2.0	20701	102	1			27	2	2	0	2	2
2	7	207.0	2.0	2.0	20701	103	1			16	13	2	0	3	2
2	7	207.0	2.0	2.0	20701	104	1			15	3	1	0	2	2
2	7	207.0	2.0	2.0	20701	105	1			8	3	2	1	1	2
2	7	207.0	2.0	2.0	20702	101	1			27	1	1	0	3	2
2	7	207.0	2.0	2.0	20702	102	1			23	2	2	0	2	2
2	7	207.0	2.0	2.0	20702	103	1			8	12	2	0	0	2
2	7	207.0	2.0	2.0	20703	101	1			47	1	1		6	2
2	7	207.0	2.0	2.0	20703	102	1			40	2	2		0	2
2	7	207.0	2.0	2.0	20703	103	1			15	3	2	0	4	2
2	7	207.0	2.0	2.0	20704	101	1			34	1	1		4	2
2	7	207.0	2.0	2.0	20704	102	1			30	2	2	0	4	2
2	7	207.0	2.0	2.0	20704	103	1			12	3	1	1	4	2
2	7	207.0	2.0	2.0	20704	104	1			10	3	1	1	2	2
2	7	207.0	2.0	2.0	20704	105	1			7	3	1	1	1	2
2	7	207.0	2.0	2.0	20705	101	1			43	1	1		4	2
2	7	207.0	2.0	2.0	20705	102	1			36	2	2		5	2
2	7	207.0	2.0	2.0	20705	103	1			8	3	1	1	2	2
2	7	207.0	2.0	2.0	20705	104	1			28	10	2	0	0	2
2	7	207.0	2.0	2.0	20706	101	1			26	1	1	1	1	2
2	7	207.0	2.0	2.0	20706	102	1			28	2	2	0	2	2
2	7	207.0	2.0	2.0	20706	103	1			12	3	2	1	2	2
2	7	207.0	2.0	2.0	20706	104	1			8	3	1	1	1	2
2	7	207.0	2.0	2.0	20706	105	1			8	3	1	1	1	2
2	7	207.0	2.0	2.0	20707	102	1			35	1	2		2	2
2	7	207.0	2.0	2.0	20707	103	1			15	3	1	0	6	2
2	7	207.0	2.0	2.0	20707	104	1			12	3	2	1	2	2
2	7	207.0	2.0	2.0	20707	105	1			10	3	2	1	2	2
2	7	207.0	2.0	2.0	20708	102	1			32	1	2		6	2
2	7	207.0	2.0	2.0	20708	103	1			12	3	1	1	5	2
2	7	207.0	2.0	2.0	20708	104	1			10	3	2	1	2	2
2	7	207.0	2.0	2.0	20708	105	1			8	3	2	1	2	2
2	7	207.0	2.0	2.0	20709	101	1			999	1	1	1	6	2
2	7	207.0	2.0	2.0	20709	102	1			26	2	2	0	0	2
2	7	207.0	2.0	2.0	20709	103	1			8	3	1	1	1	2
2	7	207.0	2.0	2.0	20710	101	1			41	1	1		5	2
2	7	207.0	2.0	2.0	20710	102	1			25	2	2	0	0	2
2	7	207.0	2.0	2.0	20710	104	1			17	3	2	1	5	2
2	7	207.0	2.0	2.0	20710	105	1			13	3	2	1	2	2
2	7	207.0	2.0	2.0	20710	106	1			9	3	1	1	2	2
2	7	207.0	2.0	2.0	20711	101	1			34	1	1		5	2
2	7	207.0	2.0	2.0	20711	102	1			26	2	2	0	3	2
2	7	207.0	2.0	2.0	20711	103	1			8	3	1	1	0	2
2	7	207.0	2.0	2.0	20712	101	1			40	1	1		3	2
2	7	207.0	2.0	2.0	20712	102	1			24	2	2	1	1	2
2	7	207.0	2.0	2.0	20712	103	1			11	3	2	1	1	2
2	7	207.0	2.0	2.0	20713	101	1			33	1	1		2	4
2	7	207.0	2.0	2.0	20713	102	1			26	2	2	0	3	4
2	7	207.0	2.0	2.0	20714	101	0	3	8						2
2	7	207.0	2.0	2.0	20714	102	1			30	2	2	0	5	2
2	7	207.0	2.0	2.0	20714	103	1			11	3	1	1	3	2
2	7	207.0	2.0	2.0	20714	104	1			8	3	2	1	2	2
2	7	207.0	2.0	2.0	20715	101	1			45	1	1		3	4
2	7	207.0	2.0	2.0	20715	102	1			36	2	2		2	4
