hhid	line	district	village	villno	strno	group	k01	k02	k03	k03u	k04	k05	k05u
20813	19	2	8	208.0	2.0	1.0	19	0			0		
20813	10	2	8	208.0	2.0	1.0	10	1	1.5	1	0		
20813	5	2	8	208.0	2.0	1.0	5	0			0		
20813	15	2	8	208.0	2.0	1.0	15	0			0		
20813	13	2	8	208.0	2.0	1.0	13	0			0		
20813	12	2	8	208.0	2.0	1.0	12	0			0		
20813	8	2	8	208.0	2.0	1.0	8	1	48	1	0		
20813	9	2	8	208.0	2.0	1.0	9	0			0		
20813	17	2	8	208.0	2.0	1.0	17	0			0		
20813	3	2	8	208.0	2.0	1.0	3	0			0		
20813	16	2	8	208.0	2.0	1.0	16	0			0		
20813	18	2	8	208.0	2.0	1.0	18	0			0		
20813	22	2	8	208.0	2.0	1.0	22	0			0		
20813	2	2	8	208.0	2.0	1.0	2	0			0		
20813	6	2	8	208.0	2.0	1.0	6	1	10	1	0		
20813	14	2	8	208.0	2.0	1.0	14	0			0		
20813	25	2	8	208.0	2.0	1.0	25	0			0		
20813	23	2	8	208.0	2.0	1.0	23	1	30	1	0		
20813	7	2	8	208.0	2.0	1.0	7	0			0		
20813	11	2	8	208.0	2.0	1.0	11	0			0		
20813	1	2	8	208.0	2.0	1.0	1	0			0		
20813	26	2	8	208.0	2.0	1.0	26	0			0		
20813	21	2	8	208.0	2.0	1.0	21	0			0		
20813	4	2	8	208.0	2.0	1.0	4	1	30	1	0		
20813	24	2	8	208.0	2.0	1.0	24	0			0		
20814	19	2	8	208.0	2.0	1.0	19	0			0		
20814	25	2	8	208.0	2.0	1.0	25	0			0		
20814	18	2	8	208.0	2.0	1.0	18	1	155	1	0		
20814	10	2	8	208.0	2.0	1.0	10	1	5	1	0		
20814	14	2	8	208.0	2.0	1.0	14	0			0		
20814	5	2	8	208.0	2.0	1.0	5	1	5	1	0		
20814	9	2	8	208.0	2.0	1.0	9	1	30	1	0		
20814	11	2	8	208.0	2.0	1.0	11	0			0		
20814	12	2	8	208.0	2.0	1.0	12	0			0		
20814	7	2	8	208.0	2.0	1.0	7	0			0		
20814	6	2	8	208.0	2.0	1.0	6	0			0		
20814	21	2	8	208.0	2.0	1.0	21	0			0		
20814	23	2	8	208.0	2.0	1.0	23	0			0		
20814	20	2	8	208.0	2.0	1.0	20	0			0		
20814	4	2	8	208.0	2.0	1.0	4	1	15	1	0		
20814	13	2	8	208.0	2.0	1.0	13	0			0		
20814	22	2	8	208.0	2.0	1.0	22	1	40	1	0		
20814	16	2	8	208.0	2.0	1.0	16	0			0		
20814	24	2	8	208.0	2.0	1.0	24	0			0		
20814	8	2	8	208.0	2.0	1.0	8	1	51	1	0		
20814	15	2	8	208.0	2.0	1.0	15	0			0		
20814	1	2	8	208.0	2.0	1.0	1	0			0		
20814	3	2	8	208.0	2.0	1.0	3	0			0		
20814	2	2	8	208.0	2.0	1.0	2	0			0		
20814	17	2	8	208.0	2.0	1.0	17	0			0		
20814	26	2	8	208.0	2.0	1.0	26	0			0		
20815	21	2	8	208.0	2.0	1.0	21	0			0		
20815	2	2	8	208.0	2.0	1.0	2	0			0		
20815	3	2	8	208.0	2.0	1.0	3	0			0		
20815	18	2	8	208.0	2.0	1.0	18	0			0		
20815	11	2	8	208.0	2.0	1.0	11	0			0		
20815	15	2	8	208.0	2.0	1.0	15	0			0		
20815	4	2	8	208.0	2.0	1.0	4	1	10	1	0		
20815	1	2	8	208.0	2.0	1.0	1	1	50	1	0		
20815	8	2	8	208.0	2.0	1.0	8	1	10	1	0		
20815	25	2	8	208.0	2.0	1.0	25	0			0		
20815	24	2	8	208.0	2.0	1.0	24	0			0		
20815	20	2	8	208.0	2.0	1.0	20	1	6	1	0		
20815	22	2	8	208.0	2.0	1.0	22	1	20	1	0		
20815	17	2	8	208.0	2.0	1.0	17	1	200	1	0		
20815	19	2	8	208.0	2.0	1.0	19	1	100	1	0		
20815	13	2	8	208.0	2.0	1.0	13	0			0		
20815	16	2	8	208.0	2.0	1.0	16	0			0		
20815	5	2	8	208.0	2.0	1.0	5	1	15	1	0		
20815	7	2	8	208.0	2.0	1.0	7	0			0		
20815	14	2	8	208.0	2.0	1.0	14	0			0		
20815	6	2	8	208.0	2.0	1.0	6	1	5	1	0		
20815	12	2	8	208.0	2.0	1.0	12	0			0		
20815	23	2	8	208.0	2.0	1.0	23	0			0		
20815	9	2	8	208.0	2.0	1.0	9	0			0		
20815	26	2	8	208.0	2.0	1.0	26	0			0		
20815	10	2	8	208.0	2.0	1.0	10	1	15	1	0		
20816	6	2	8	208.0	2.0	1.0	6	0			0		
20816	14	2	8	208.0	2.0	1.0	14	0			0		
20816	23	2	8	208.0	2.0	1.0	23	0			0		
20816	15	2	8	208.0	2.0	1.0	15	0			0		
20816	17	2	8	208.0	2.0	1.0	17	0			0		
20816	18	2	8	208.0	2.0	1.0	18	1	5	1	0		
20816	5	2	8	208.0	2.0	1.0	5	0			0		
20816	10	2	8	208.0	2.0	1.0	10	1	1	1	0		
20816	1	2	8	208.0	2.0	1.0	1	1	350	1	0		
20816	2	2	8	208.0	2.0	1.0	2	1	180	1	0		
20816	12	2	8	208.0	2.0	1.0	12	0			0		
20816	13	2	8	208.0	2.0	1.0	13	0			0		
20816	3	2	8	208.0	2.0	1.0	3	0			0		
20816	4	2	8	208.0	2.0	1.0	4	1	10	1	0		
20816	25	2	8	208.0	2.0	1.0	25	0			0		
20816	8	2	8	208.0	2.0	1.0	8	0			0		
20816	9	2	8	208.0	2.0	1.0	9	0			0		
20816	19	2	8	208.0	2.0	1.0	19	0			0		
20816	16	2	8	208.0	2.0	1.0	16	0			0		
20816	20	2	8	208.0	2.0	1.0	20	0			0		
20816	22	2	8	208.0	2.0	1.0	22	0			0		
20816	24	2	8	208.0	2.0	1.0	24	0			0		
20816	7	2	8	208.0	2.0	1.0	7	0			0		
20816	11	2	8	208.0	2.0	1.0	11	0			0		
20816	21	2	8	208.0	2.0	1.0	21	0			0		
20816	26	2	8	208.0	2.0	1.0	26	0			0		
20817	5	2	8	208.0	2.0	1.0	5	1	10	1	0		
20817	7	2	8	208.0	2.0	1.0	7	0			0		
20817	14	2	8	208.0	2.0	1.0	14	0			0		
20817	15	2	8	208.0	2.0	1.0	15	1	200	1	0		
20817	6	2	8	208.0	2.0	1.0	6	0			0		
20817	13	2	8	208.0	2.0	1.0	13	1	60	1	0		
20817	3	2	8	208.0	2.0	1.0	3	1	70	1	0		
20817	1	2	8	208.0	2.0	1.0	1	1	200	1	0		
20817	2	2	8	208.0	2.0	1.0	2	1	35	1	0		
20817	4	2	8	208.0	2.0	1.0	4	1	10	1	0		
20817	23	2	8	208.0	2.0	1.0	23	1	30	1	0		
20817	12	2	8	208.0	2.0	1.0	12	0			0		
20817	25	2	8	208.0	2.0	1.0	25	0			0		
20817	10	2	8	208.0	2.0	1.0	10	1	2	1	0		
20817	9	2	8	208.0	2.0	1.0	9	0			0		
20817	19	2	8	208.0	2.0	1.0	19	0			0		
20817	21	2	8	208.0	2.0	1.0	21	0			0		
20817	22	2	8	208.0	2.0	1.0	22	0			0		
20817	26	2	8	208.0	2.0	1.0	26	0			0		
20817	18	2	8	208.0	2.0	1.0	18	0			0		
20817	24	2	8	208.0	2.0	1.0	24	0			0		
20817	11	2	8	208.0	2.0	1.0	11	0			0		
20817	20	2	8	208.0	2.0	1.0	20	0			0		
20817	17	2	8	208.0	2.0	1.0	17	0			0		
20817	8	2	8	208.0	2.0	1.0	8	1	17	1	0		
20817	16	2	8	208.0	2.0	1.0	16	0			0		
20818	22	2	8	208.0	2.0	1.0	22	1	10	1	0		
20818	3	2	8	208.0	2.0	1.0	3	0			0		
20818	24	2	8	208.0	2.0	1.0	24	0			0		
20818	8	2	8	208.0	2.0	1.0	8	1	24	1	0		
20818	16	2	8	208.0	2.0	1.0	16	0			0		
20818	6	2	8	208.0	2.0	1.0	6	0			0		
20818	4	2	8	208.0	2.0	1.0	4	1	10	1	0		
20818	2	2	8	208.0	2.0	1.0	2	0			0		
20818	13	2	8	208.0	2.0	1.0	13	0			0		
20818	15	2	8	208.0	2.0	1.0	15	0			0		
20818	26	2	8	208.0	2.0	1.0	26	0			0		
20818	9	2	8	208.0	2.0	1.0	9	1	5	1	0		
20818	18	2	8	208.0	2.0	1.0	18	1	735	1	0		
20818	14	2	8	208.0	2.0	1.0	14	0			0		
20818	1	2	8	208.0	2.0	1.0	1	0			0		
20818	10	2	8	208.0	2.0	1.0	10	0			0		
20818	25	2	8	208.0	2.0	1.0	25	0			0		
20818	7	2	8	208.0	2.0	1.0	7	0			0		
20818	23	2	8	208.0	2.0	1.0	23	0			0		
20818	17	2	8	208.0	2.0	1.0	17	0			0		
20818	19	2	8	208.0	2.0	1.0	19	0			0		
20818	21	2	8	208.0	2.0	1.0	21	0			0		
20818	11	2	8	208.0	2.0	1.0	11	0			0		
20818	20	2	8	208.0	2.0	1.0	20	0			0		
20818	12	2	8	208.0	2.0	1.0	12	0			0		
20818	5	2	8	208.0	2.0	1.0	5	0			0		
20819	8	2	8	208.0	2.0	1.0	8	0			0		
20819	14	2	8	208.0	2.0	1.0	14	0			0		
20819	11	2	8	208.0	2.0	1.0	11	0			0		
20819	1	2	8	208.0	2.0	1.0	1	0			0	0	
20819	17	2	8	208.0	2.0	1.0	17	0			0		
20819	6	2	8	208.0	2.0	1.0	6	0			0		
20819	12	2	8	208.0	2.0	1.0	12	0			0		
20819	20	2	8	208.0	2.0	1.0	20	0			0		
20819	10	2	8	208.0	2.0	1.0	10	1	10	1	0		
20819	23	2	8	208.0	2.0	1.0	23	0			0		
20819	16	2	8	208.0	2.0	1.0	16	0			0		
20819	19	2	8	208.0	2.0	1.0	19	0			0		
20819	13	2	8	208.0	2.0	1.0	13	0			0		
20819	15	2	8	208.0	2.0	1.0	15	0			0		
20819	18	2	8	208.0	2.0	1.0	18	0			0		
20819	4	2	8	208.0	2.0	1.0	4	1	10	1	0		
20819	25	2	8	208.0	2.0	1.0	25	1	25	1	0		
20819	26	2	8	208.0	2.0	1.0	26	0			0		
20819	9	2	8	208.0	2.0	1.0	9	0			0		
20819	5	2	8	208.0	2.0	1.0	5	0			0		
20819	3	2	8	208.0	2.0	1.0	3	0			0		
20819	21	2	8	208.0	2.0	1.0	21	0			0		
20819	22	2	8	208.0	2.0	1.0	22	0			0		
20819	2	2	8	208.0	2.0	1.0	2	1	35	1	0		
20819	7	2	8	208.0	2.0	1.0	7	0			0		
20819	24	2	8	208.0	2.0	1.0	24	0			0		
20820	12	2	8	208.0	2.0	1.0	12	0			0		
20820	16	2	8	208.0	2.0	1.0	16	0			0		
20820	1	2	8	208.0	2.0	1.0	1	0			0		
20820	3	2	8	208.0	2.0	1.0	3	0			0		
20820	25	2	8	208.0	2.0	1.0	25	0			0		
20820	10	2	8	208.0	2.0	1.0	10	0			0		
20820	13	2	8	208.0	2.0	1.0	13	0			0		
20820	15	2	8	208.0	2.0	1.0	15	0			0		
20820	7	2	8	208.0	2.0	1.0	7	0			0		
20820	23	2	8	208.0	2.0	1.0	23	0			0		
20820	18	2	8	208.0	2.0	1.0	18	0			0		
20820	4	2	8	208.0	2.0	1.0	4	1	12	1	0		
20820	20	2	8	208.0	2.0	1.0	20	0			0		
20820	22	2	8	208.0	2.0	1.0	22	0			0		
20820	5	2	8	208.0	2.0	1.0	5	1	5	1	0		
20820	19	2	8	208.0	2.0	1.0	19	0			0		
20820	21	2	8	208.0	2.0	1.0	21	0			0		
20820	14	2	8	208.0	2.0	1.0	14	0			0		
20820	6	2	8	208.0	2.0	1.0	6	0			0		
20820	2	2	8	208.0	2.0	1.0	2	0			0		
20820	24	2	8	208.0	2.0	1.0	24	0			0		
20820	9	2	8	208.0	2.0	1.0	9	1	2	1	1	5	1
20820	26	2	8	208.0	2.0	1.0	26	0			0		
20820	17	2	8	208.0	2.0	1.0	17	0			0		
20820	8	2	8	208.0	2.0	1.0	8	0			0		
20820	11	2	8	208.0	2.0	1.0	11	0			0		
20902	13	2	9	209.0	2.0	3.0	13	0			0		
20902	5	2	9	209.0	2.0	3.0	5	1	5	1	0		
20902	14	2	9	209.0	2.0	3.0	14	0			0		
20902	6	2	9	209.0	2.0	3.0	6	0			0		
20902	2	2	9	209.0	2.0	3.0	2	1	75	1	0		
20902	16	2	9	209.0	2.0	3.0	16	0			0		
20902	7	2	9	209.0	2.0	3.0	7	0			0		
20902	18	2	9	209.0	2.0	3.0	18	0			0		
20902	11	2	9	209.0	2.0	3.0	11	0			0		
20902	1	2	9	209.0	2.0	3.0	1	0			0		
20902	9	2	9	209.0	2.0	3.0	9	0			0		
20902	3	2	9	209.0	2.0	3.0	3	1	25	1	0		
20902	10	2	9	209.0	2.0	3.0	10	0			0		
20902	15	2	9	209.0	2.0	3.0	15	1	200	1	0		
20902	23	2	9	209.0	2.0	3.0	23	0			0		
20902	19	2	9	209.0	2.0	3.0	19	0			0		
20902	21	2	9	209.0	2.0	3.0	21	0			0		
20902	26	2	9	209.0	2.0	3.0	26	0			0		
20902	20	2	9	209.0	2.0	3.0	20	0			0		
20902	17	2	9	209.0	2.0	3.0	17	0			0		
20902	12	2	9	209.0	2.0	3.0	12	0			0		
20902	4	2	9	209.0	2.0	3.0	4	1	10	1	0		
20902	8	2	9	209.0	2.0	3.0	8	0			0		
20902	25	2	9	209.0	2.0	3.0	25	0			0		
20902	22	2	9	209.0	2.0	3.0	22	0			0		
20902	24	2	9	209.0	2.0	3.0	24	0			0		
20903	20	2	9	209.0	2.0	3.0	20	0			0		
20903	9	2	9	209.0	2.0	3.0	9	0			0		
20903	19	2	9	209.0	2.0	3.0	19	1	150	1	0		
20903	15	2	9	209.0	2.0	3.0	15	0			0		
20903	1	2	9	209.0	2.0	3.0	1	1	100	1	0		
20903	4	2	9	209.0	2.0	3.0	4	1	20	1	0		
20903	11	2	9	209.0	2.0	3.0	11	0			0		
20903	7	2	9	209.0	2.0	3.0	7	0			0		
20903	5	2	9	209.0	2.0	3.0	5	0			0		
20903	23	2	9	209.0	2.0	3.0	23	0			0		
20903	3	2	9	209.0	2.0	3.0	3	0			0		
20903	2	2	9	209.0	2.0	3.0	2	0			0		
20903	25	2	9	209.0	2.0	3.0	25	0			0		
20903	12	2	9	209.0	2.0	3.0	12	0			0		
20903	26	2	9	209.0	2.0	3.0	26	0			0		
20903	16	2	9	209.0	2.0	3.0	16	0			0		
20903	22	2	9	209.0	2.0	3.0	22	1	50	1	0		
20903	6	2	9	209.0	2.0	3.0	6	0			0		
20903	10	2	9	209.0	2.0	3.0	10	0			0		
20903	14	2	9	209.0	2.0	3.0	14	0			0		
20903	21	2	9	209.0	2.0	3.0	21	0			0		
20903	18	2	9	209.0	2.0	3.0	18	0			0		
20903	17	2	9	209.0	2.0	3.0	17	0			0		
20903	13	2	9	209.0	2.0	3.0	13	0			0		
20903	8	2	9	209.0	2.0	3.0	8	0			0		
20903	24	2	9	209.0	2.0	3.0	24	0			0		
20904	7	2	9	209.0	2.0	3.0	7	0			0		
20904	6	2	9	209.0	2.0	3.0	6	0			0		
20904	13	2	9	209.0	2.0	3.0	13	0			0		
20904	5	2	9	209.0	2.0	3.0	5	1	35	1	0		
20904	10	2	9	209.0	2.0	3.0	10	1	1.5	1	0		
20904	26	2	9	209.0	2.0	3.0	26	0			0		
20904	17	2	9	209.0	2.0	3.0	17	0			0		
20904	20	2	9	209.0	2.0	3.0	20	0			0		
20904	16	2	9	209.0	2.0	3.0	16	0			0		
20904	2	2	9	209.0	2.0	3.0	2	1	150	1	0		
20904	15	2	9	209.0	2.0	3.0	15	1	500	1	0		
20904	23	2	9	209.0	2.0	3.0	23	0			0		
20904	25	2	9	209.0	2.0	3.0	25	0			0		
20904	18	2	9	209.0	2.0	3.0	18	0			0		
20904	24	2	9	209.0	2.0	3.0	24	0			0		
20904	21	2	9	209.0	2.0	3.0	21	0			0		
20904	1	2	9	209.0	2.0	3.0	1	1	200	1	0		
20904	9	2	9	209.0	2.0	3.0	9	0			0		
20904	11	2	9	209.0	2.0	3.0	11	0			0		
20904	19	2	9	209.0	2.0	3.0	19	0			0		
20904	4	2	9	209.0	2.0	3.0	4	1	50	1	0		
20904	8	2	9	209.0	2.0	3.0	8	0			0		
20904	12	2	9	209.0	2.0	3.0	12	0			0		
20904	22	2	9	209.0	2.0	3.0	22	0			0		
20904	14	2	9	209.0	2.0	3.0	14	0			0		
20904	3	2	9	209.0	2.0	3.0	3	1	100	1	0		
20905	15	2	9	209.0	2.0	3.0	15	1	200	1	0		
20905	8	2	9	209.0	2.0	3.0	8	1	30	1	0		
20905	26	2	9	209.0	2.0	3.0	26	0			0		
20905	24	2	9	209.0	2.0	3.0	24	0			0		
20905	13	2	9	209.0	2.0	3.0	13	0			0		
20905	22	2	9	209.0	2.0	3.0	22	1	8	1	0		
20905	2	2	9	209.0	2.0	3.0	2	1	90	1	0		
20905	25	2	9	209.0	2.0	3.0	25	0			0		
20905	12	2	9	209.0	2.0	3.0	12	0			0		
20905	14	2	9	209.0	2.0	3.0	14	0			0		
20905	17	2	9	209.0	2.0	3.0	17	0			0		
20905	7	2	9	209.0	2.0	3.0	7	0			0		
20905	1	2	9	209.0	2.0	3.0	1	1	35	1	0		
20905	6	2	9	209.0	2.0	3.0	6	0			0		
20905	4	2	9	209.0	2.0	3.0	4	0			0		
20905	20	2	9	209.0	2.0	3.0	20	0			0		
20905	10	2	9	209.0	2.0	3.0	10	0			0		
20905	3	2	9	209.0	2.0	3.0	3	0			0		
20905	19	2	9	209.0	2.0	3.0	19	0			0		
20905	18	2	9	209.0	2.0	3.0	18	0			0		
20905	21	2	9	209.0	2.0	3.0	21	0			0		
20905	23	2	9	209.0	2.0	3.0	23	0			0		
20905	11	2	9	209.0	2.0	3.0	11	0			0		
20905	5	2	9	209.0	2.0	3.0	5	0			0		
20905	16	2	9	209.0	2.0	3.0	16	0			0		
20905	9	2	9	209.0	2.0	3.0	9	0			0		
20907	9	2	9	209.0	2.0	3.0	9	0			0		
20907	20	2	9	209.0	2.0	3.0	20	0			0		
20907	21	2	9	209.0	2.0	3.0	21	0			0		
20907	26	2	9	209.0	2.0	3.0	26	0			0		
20907	2	2	9	209.0	2.0	3.0	2	0			0		
20907	16	2	9	209.0	2.0	3.0	16	0			0		
20907	12	2	9	209.0	2.0	3.0	12	0			0		
20907	8	2	9	209.0	2.0	3.0	8	0			0		
20907	7	2	9	209.0	2.0	3.0	7	0			0		
20907	14	2	9	209.0	2.0	3.0	14	0			0		
20907	3	2	9	209.0	2.0	3.0	3	0			0		
20907	22	2	9	209.0	2.0	3.0	22	0			0		
20907	15	2	9	209.0	2.0	3.0	15	0			0		
20907	5	2	9	209.0	2.0	3.0	5	1	5	1	0		
20907	25	2	9	209.0	2.0	3.0	25	0			0		
20907	17	2	9	209.0	2.0	3.0	17	0			0		
20907	4	2	9	209.0	2.0	3.0	4	1	30	1	0		
20907	13	2	9	209.0	2.0	3.0	13	0			0		
20907	11	2	9	209.0	2.0	3.0	11	0			0		
20907	10	2	9	209.0	2.0	3.0	10	0			0		
20907	1	2	9	209.0	2.0	3.0	1	0			0		
20907	18	2	9	209.0	2.0	3.0	18	0			0		
20907	24	2	9	209.0	2.0	3.0	24	0			0		
20907	23	2	9	209.0	2.0	3.0	23	0			0		
20907	19	2	9	209.0	2.0	3.0	19	0			0		
20907	6	2	9	209.0	2.0	3.0	6	0			0		
20908	7	2	9	209.0	2.0	3.0	7	0			0		
20908	15	2	9	209.0	2.0	3.0	15	1	80	1	0		
20908	13	2	9	209.0	2.0	3.0	13	0			0		
20908	2	2	9	209.0	2.0	3.0	2	0			0		
20908	9	2	9	209.0	2.0	3.0	9	1	8	1	0		
20908	8	2	9	209.0	2.0	3.0	8	0			0		
20908	12	2	9	209.0	2.0	3.0	12	0			0		
20908	16	2	9	209.0	2.0	3.0	16	0			0		
20908	4	2	9	209.0	2.0	3.0	4	0			1	10	1
20908	11	2	9	209.0	2.0	3.0	11	0			0		
20908	23	2	9	209.0	2.0	3.0	23	0			0		
20908	17	2	9	209.0	2.0	3.0	17	0			0		
20908	5	2	9	209.0	2.0	3.0	5	0			0		
20908	21	2	9	209.0	2.0	3.0	21	0			0		
20908	26	2	9	209.0	2.0	3.0	26	0			0		
20908	20	2	9	209.0	2.0	3.0	20	0			0		
20908	18	2	9	209.0	2.0	3.0	18	0			0		
20908	24	2	9	209.0	2.0	3.0	24	0			0		
20908	22	2	9	209.0	2.0	3.0	22	1	20	1	0		
20908	1	2	9	209.0	2.0	3.0	1	1	30	1	0		
20908	25	2	9	209.0	2.0	3.0	25	0			0		
20908	19	2	9	209.0	2.0	3.0	19	0			0		
20908	14	2	9	209.0	2.0	3.0	14	0			0		
20908	3	2	9	209.0	2.0	3.0	3	0			0		
20908	10	2	9	209.0	2.0	3.0	10	1	1	1	0		
20908	6	2	9	209.0	2.0	3.0	6	0			0		
20909	15	2	9	209.0	2.0	3.0	15	0			0		
20909	17	2	9	209.0	2.0	3.0	17	0			0		
20909	24	2	9	209.0	2.0	3.0	24	0			0		
20909	6	2	9	209.0	2.0	3.0	6	0			0		
20909	23	2	9	209.0	2.0	3.0	23	0			0		
20909	22	2	9	209.0	2.0	3.0	22	0			0		
20909	26	2	9	209.0	2.0	3.0	26	0			0		
20909	19	2	9	209.0	2.0	3.0	19	0			0		
20909	21	2	9	209.0	2.0	3.0	21	0			0		
20909	12	2	9	209.0	2.0	3.0	12	0			0		
20909	3	2	9	209.0	2.0	3.0	3	0			0		
20909	13	2	9	209.0	2.0	3.0	13	1	50	1	0		
20909	2	2	9	209.0	2.0	3.0	2	0			0		
20909	9	2	9	209.0	2.0	3.0	9	0			0		
20909	25	2	9	209.0	2.0	3.0	25	0			0		
20909	16	2	9	209.0	2.0	3.0	16	0			0		
20909	14	2	9	209.0	2.0	3.0	14	0			0		
20909	7	2	9	209.0	2.0	3.0	7	0			0		
20909	20	2	9	209.0	2.0	3.0	20	0			0		
20909	5	2	9	209.0	2.0	3.0	5	0			0		
20909	4	2	9	209.0	2.0	3.0	4	1	10	1	0		
20909	18	2	9	209.0	2.0	3.0	18	1	1	1	0		
20909	10	2	9	209.0	2.0	3.0	10	1	2	1	0		
20909	1	2	9	209.0	2.0	3.0	1	1	55	1	0		
20909	8	2	9	209.0	2.0	3.0	8	0			0		
20909	11	2	9	209.0	2.0	3.0	11	0			0		
20910	11	2	9	209.0	2.0	3.0	11	0			0		
20910	26	2	9	209.0	2.0	3.0	26	0			0		
20910	19	2	9	209.0	2.0	3.0	19	0			0		
20910	18	2	9	209.0	2.0	3.0	18	1	10	1	0		
20910	13	2	9	209.0	2.0	3.0	13	0			0		
20910	7	2	9	209.0	2.0	3.0	7	0			0		
20910	23	2	9	209.0	2.0	3.0	23	0			0		
20910	4	2	9	209.0	2.0	3.0	4	1	30	1	0		
20910	1	2	9	209.0	2.0	3.0	1	1	70	1	0		
20910	15	2	9	209.0	2.0	3.0	15	0			0		
20910	12	2	9	209.0	2.0	3.0	12	0			0		
20910	20	2	9	209.0	2.0	3.0	20	0			0		
20910	8	2	9	209.0	2.0	3.0	8	0			0		
20910	6	2	9	209.0	2.0	3.0	6	0			0		
20910	9	2	9	209.0	2.0	3.0	9	0			0		
20910	2	2	9	209.0	2.0	3.0	2	0			0		
20910	3	2	9	209.0	2.0	3.0	3	0			0		
20910	25	2	9	209.0	2.0	3.0	25	0			0		
20910	5	2	9	209.0	2.0	3.0	5	1	5	1	0		
20910	10	2	9	209.0	2.0	3.0	10	0			0		
20910	24	2	9	209.0	2.0	3.0	24	0			0		
20910	17	2	9	209.0	2.0	3.0	17	0			0		
20910	16	2	9	209.0	2.0	3.0	16	0			0		
20910	21	2	9	209.0	2.0	3.0	21	0			0		
20910	22	2	9	209.0	2.0	3.0	22	1	2	1	0		
20910	14	2	9	209.0	2.0	3.0	14	0			0		
20914	5	2	9	209.0	2.0	3.0	5	0			0		
20914	7	2	9	209.0	2.0	3.0	7	0			0		
20914	22	2	9	209.0	2.0	3.0	22	0			0		
20914	20	2	9	209.0	2.0	3.0	20	0			0		
20914	15	2	9	209.0	2.0	3.0	15	0			0		
20914	25	2	9	209.0	2.0	3.0	25	0			0		
20914	1	2	9	209.0	2.0	3.0	1	1	30	1	0		
20914	19	2	9	209.0	2.0	3.0	19	0			0		
20914	12	2	9	209.0	2.0	3.0	12	0			0		
20914	13	2	9	209.0	2.0	3.0	13	0			0		
20914	24	2	9	209.0	2.0	3.0	24	0			0		
20914	21	2	9	209.0	2.0	3.0	21	0			0		
20914	6	2	9	209.0	2.0	3.0	6	0			0		
20914	10	2	9	209.0	2.0	3.0	10	1	2	1	0		
20914	16	2	9	209.0	2.0	3.0	16	0			0		
20914	4	2	9	209.0	2.0	3.0	4	1	10	1	0		
20914	23	2	9	209.0	2.0	3.0	23	0			0		
20914	14	2	9	209.0	2.0	3.0	14	0			0		
20914	11	2	9	209.0	2.0	3.0	11	0			0		
20914	26	2	9	209.0	2.0	3.0	26	0			0		
20914	3	2	9	209.0	2.0	3.0	3	0			0		
20914	2	2	9	209.0	2.0	3.0	2	0			0		
20914	8	2	9	209.0	2.0	3.0	8	0			0		
20914	9	2	9	209.0	2.0	3.0	9	0			0		
20914	17	2	9	209.0	2.0	3.0	17	0			0		
20914	18	2	9	209.0	2.0	3.0	18	0			0		
20915	9	2	9	209.0	2.0	3.0	9	0			0		
20915	13	2	9	209.0	2.0	3.0	13	0			0		
20915	4	2	9	209.0	2.0	3.0	4	1	40	1	0		
20915	24	2	9	209.0	2.0	3.0	24	0			0		
20915	7	2	9	209.0	2.0	3.0	7	0			0		
20915	5	2	9	209.0	2.0	3.0	5	1	5	1	0		
20915	8	2	9	209.0	2.0	3.0	8	0			0		
20915	15	2	9	209.0	2.0	3.0	15	0			0		
20915	25	2	9	209.0	2.0	3.0	25	0			0		
20915	26	2	9	209.0	2.0	3.0	26	0			0		
20915	16	2	9	209.0	2.0	3.0	16	0			0		
20915	6	2	9	209.0	2.0	3.0	6	1	5	1	0		
20915	20	2	9	209.0	2.0	3.0	20	0			0		
20915	10	2	9	209.0	2.0	3.0	10	1	3	1	0		
20915	2	2	9	209.0	2.0	3.0	2	1	70	1	0		
20915	21	2	9	209.0	2.0	3.0	21	1	50	1	0		
20915	11	2	9	209.0	2.0	3.0	11	0			0		
20915	23	2	9	209.0	2.0	3.0	23	0			0		
20915	3	2	9	209.0	2.0	3.0	3	0			0		
20915	1	2	9	209.0	2.0	3.0	1	1	300	1	0		
20915	14	2	9	209.0	2.0	3.0	14	0			0		
20915	18	2	9	209.0	2.0	3.0	18	0			0		
20915	17	2	9	209.0	2.0	3.0	17	0			0		
20915	22	2	9	209.0	2.0	3.0	22	1	100	1	0		
20915	19	2	9	209.0	2.0	3.0	19	0			0		
20915	12	2	9	209.0	2.0	3.0	12	0			0		
20916	20	2	9	209.0	2.0	3.0	20	0			0		
20916	13	2	9	209.0	2.0	3.0	13	0			0		
20916	22	2	9	209.0	2.0	3.0	22	1	3	1	0		
20916	17	2	9	209.0	2.0	3.0	17	0			0		
20916	11	2	9	209.0	2.0	3.0	11	1	150	1	0		
20916	24	2	9	209.0	2.0	3.0	24	0			0		
20916	25	2	9	209.0	2.0	3.0	25	0			0		
20916	21	2	9	209.0	2.0	3.0	21	0			0		
20916	7	2	9	209.0	2.0	3.0	7	0			0		
20916	2	2	9	209.0	2.0	3.0	2	0			0		
20916	5	2	9	209.0	2.0	3.0	5	0			0		
20916	9	2	9	209.0	2.0	3.0	9	0			0		
20916	19	2	9	209.0	2.0	3.0	19	0			0		
20916	10	2	9	209.0	2.0	3.0	10	0			0		
20916	18	2	9	209.0	2.0	3.0	18	0			0		
20916	15	2	9	209.0	2.0	3.0	15	0			0		
