hhid	strno	villno	group	district	size	line	village	j01	j02	j03	j04	j04u	j05	j06	j06u	j07	j07u
30318	3.0	303.0	1.0	3.0	2	54	3	54	1	1	2.0	3	0				
30318	3.0	303.0	1.0	3.0	2	20	3	20	0								
30318	3.0	303.0	1.0	3.0	2	49	3	49	0								
30318	3.0	303.0	1.0	3.0	2	68	3	68	0								
30318	3.0	303.0	1.0	3.0	2	55	3	55	1	1	1.0	3	0				
30318	3.0	303.0	1.0	3.0	2	29	3	29	0								
30318	3.0	303.0	1.0	3.0	2	59	3	59	0								
30318	3.0	303.0	1.0	3.0	2	31	3	31	0								
30318	3.0	303.0	1.0	3.0	2	71	3	71	0								
30318	3.0	303.0	1.0	3.0	2	34	3	34	0								
30318	3.0	303.0	1.0	3.0	2	15	3	15	1	1	1.0	27	1	1.0	27	5	1
30318	3.0	303.0	1.0	3.0	2	48	3	48	0								
30318	3.0	303.0	1.0	3.0	2	6	3	6	0								
30318	3.0	303.0	1.0	3.0	2	57	3	57	0								
30318	3.0	303.0	1.0	3.0	2	42	3	42	0								
30318	3.0	303.0	1.0	3.0	2	70	3	70	0								
30318	3.0	303.0	1.0	3.0	2	37	3	37	0								
30318	3.0	303.0	1.0	3.0	2	10	3	10	1	1	2.0	27	0				
30318	3.0	303.0	1.0	3.0	2	50	3	50	0								
30318	3.0	303.0	1.0	3.0	2	47	3	47	0								
30318	3.0	303.0	1.0	3.0	2	56	3	56	0								
30318	3.0	303.0	1.0	3.0	2	60	3	60	0								
30318	3.0	303.0	1.0	3.0	2	14	3	14	0								
30318	3.0	303.0	1.0	3.0	2	43	3	43	1	1	1.0	5	0				
30318	3.0	303.0	1.0	3.0	2	41	3	41	0								
30318	3.0	303.0	1.0	3.0	2	62	3	62	0								
30318	3.0	303.0	1.0	3.0	2	26	3	26	0								
30318	3.0	303.0	1.0	3.0	2	25	3	25	1	2	1.0	3	0				
30318	3.0	303.0	1.0	3.0	2	11	3	11	1	3	5.0	3	0				
30318	3.0	303.0	1.0	3.0	2	22	3	22	0								
30318	3.0	303.0	1.0	3.0	2	35	3	35	0								
30318	3.0	303.0	1.0	3.0	2	28	3	28	0								
30318	3.0	303.0	1.0	3.0	2	65	3	65	0								
30318	3.0	303.0	1.0	3.0	2	5	3	5	0								
30318	3.0	303.0	1.0	3.0	2	36	3	36	0								
30318	3.0	303.0	1.0	3.0	2	45	3	45	0								
30318	3.0	303.0	1.0	3.0	2	30	3	30	0								
30318	3.0	303.0	1.0	3.0	2	58	3	58	0								
30318	3.0	303.0	1.0	3.0	2	33	3	33	0								
30318	3.0	303.0	1.0	3.0	2	13	3	13	0								
30318	3.0	303.0	1.0	3.0	2	18	3	18	0								
30318	3.0	303.0	1.0	3.0	2	38	3	38	0								
30318	3.0	303.0	1.0	3.0	2	63	3	63	0								
30318	3.0	303.0	1.0	3.0	2	69	3	69	0								
30318	3.0	303.0	1.0	3.0	2	67	3	67	1	1	1.0	27	0				
30318	3.0	303.0	1.0	3.0	2	44	3	44	1	2	1.0	5	0				
30318	3.0	303.0	1.0	3.0	2	40	3	40	0								
30318	3.0	303.0	1.0	3.0	2	51	3	51	1	5	1.0	3	1	5.0	3	5	1
30318	3.0	303.0	1.0	3.0	2	72	3	72	0								
30319	3.0	303.0	1.0	3.0	4	12	3	12	1	6	8.0	3	0				
30319	3.0	303.0	1.0	3.0	4	65	3	65	0								
30319	3.0	303.0	1.0	3.0	4	26	3	26	0								
30319	3.0	303.0	1.0	3.0	4	3	3	3	1	7	7.0	3	0				
30319	3.0	303.0	1.0	3.0	4	13	3	13	0								
30319	3.0	303.0	1.0	3.0	4	25	3	25	1	1	1.0	3	0				
30319	3.0	303.0	1.0	3.0	4	18	3	18	0								
30319	3.0	303.0	1.0	3.0	4	21	3	21	0								
30319	3.0	303.0	1.0	3.0	4	69	3	69	0								
30319	3.0	303.0	1.0	3.0	4	61	3	61	0								
30319	3.0	303.0	1.0	3.0	4	8	3	8	1	4	6.0	3	0				
30319	3.0	303.0	1.0	3.0	4	9	3	9	0								
30319	3.0	303.0	1.0	3.0	4	7	3	7	0								
30319	3.0	303.0	1.0	3.0	4	39	3	39	0		1.0						
30319	3.0	303.0	1.0	3.0	4	41	3	41	0								
30319	3.0	303.0	1.0	3.0	4	54	3	54	1	1	3.0	3	0				
30319	3.0	303.0	1.0	3.0	4	59	3	59	0								
30319	3.0	303.0	1.0	3.0	4	29	3	29	0								
30319	3.0	303.0	1.0	3.0	4	33	3	33	0								
30319	3.0	303.0	1.0	3.0	4	55	3	55	1	2	1.0	3	0				
30319	3.0	303.0	1.0	3.0	4	23	3	23	1	1	2.0	3	0				
30319	3.0	303.0	1.0	3.0	4	17	3	17	1	1	2.0	27	0				
30319	3.0	303.0	1.0	3.0	4	48	3	48	0								
30319	3.0	303.0	1.0	3.0	4	30	3	30	0								
30319	3.0	303.0	1.0	3.0	4	51	3	51	0								
30319	3.0	303.0	1.0	3.0	4	64	3	64	0								
30319	3.0	303.0	1.0	3.0	4	5	3	5	0								
30319	3.0	303.0	1.0	3.0	4	32	3	32	0								
30319	3.0	303.0	1.0	3.0	4	62	3	62	0								
30319	3.0	303.0	1.0	3.0	4	24	3	24	0								
30319	3.0	303.0	1.0	3.0	4	1	3	1	0								
30319	3.0	303.0	1.0	3.0	4	14	3	14	0								
30319	3.0	303.0	1.0	3.0	4	4	3	4	1	7	3.0	27	0				
30319	3.0	303.0	1.0	3.0	4	6	3	6	0								
30319	3.0	303.0	1.0	3.0	4	67	3	67	0								
30319	3.0	303.0	1.0	3.0	4	63	3	63	0								
30319	3.0	303.0	1.0	3.0	4	50	3	50	0								
30319	3.0	303.0	1.0	3.0	4	31	3	31	0								
30319	3.0	303.0	1.0	3.0	4	10	3	10	1	3	3.0	27	0				
30319	3.0	303.0	1.0	3.0	4	27	3	27	1	1	1.0	27	1	1.0	27	5	1
30319	3.0	303.0	1.0	3.0	4	43	3	43	1	1	2.0	5	0				
30319	3.0	303.0	1.0	3.0	4	57	3	57	0								
30319	3.0	303.0	1.0	3.0	4	44	3	44	1	3	1.0	5	0				
30319	3.0	303.0	1.0	3.0	4	71	3	71	0								
30319	3.0	303.0	1.0	3.0	4	22	3	22	0								
30319	3.0	303.0	1.0	3.0	4	56	3	56	0								
30319	3.0	303.0	1.0	3.0	4	70	3	70	0								
30319	3.0	303.0	1.0	3.0	4	36	3	36	0								
30319	3.0	303.0	1.0	3.0	4	45	3	45	1	6	1.0	3	0				
30319	3.0	303.0	1.0	3.0	4	68	3	68	0								
30319	3.0	303.0	1.0	3.0	4	47	3	47	0								
30319	3.0	303.0	1.0	3.0	4	35	3	35	0								
30319	3.0	303.0	1.0	3.0	4	38	3	38	0								
30319	3.0	303.0	1.0	3.0	4	46	3	46	0								
30319	3.0	303.0	1.0	3.0	4	49	3	49	0								
30319	3.0	303.0	1.0	3.0	4	37	3	37	0								
30319	3.0	303.0	1.0	3.0	4	2	3	2	1	7	3.0	27	0				
30319	3.0	303.0	1.0	3.0	4	28	3	28	0								
30319	3.0	303.0	1.0	3.0	4	52	3	52	1	7	6.0	3	0				
30319	3.0	303.0	1.0	3.0	4	72	3	72	0								
30319	3.0	303.0	1.0	3.0	4	34	3	34	0								
30319	3.0	303.0	1.0	3.0	4	66	3	66	0								
30319	3.0	303.0	1.0	3.0	4	53	3	53	0								
30319	3.0	303.0	1.0	3.0	4	42	3	42	0								
30319	3.0	303.0	1.0	3.0	4	11	3	11	0								
30319	3.0	303.0	1.0	3.0	4	20	3	20	0								
30319	3.0	303.0	1.0	3.0	4	58	3	58	0								
30319	3.0	303.0	1.0	3.0	4	15	3	15	0								
30319	3.0	303.0	1.0	3.0	4	60	3	60	0								
30319	3.0	303.0	1.0	3.0	4	40	3	40	0								
30319	3.0	303.0	1.0	3.0	4	19	3	19	1	1	1.0	28	1	1.0	28	2	1
30401	3.0	304.0	3.0	3.0	8	70	4	70	0								
30401	3.0	304.0	3.0	3.0	8	25	4	25	0								
30401	3.0	304.0	3.0	3.0	8	64	4	64	0								
30401	3.0	304.0	3.0	3.0	8	1	4	1	0								
30401	3.0	304.0	3.0	3.0	8	26	4	26	0								
30401	3.0	304.0	3.0	3.0	8	51	4	51	1	7	1.0	3	1	14.0	3	14	1
30401	3.0	304.0	3.0	3.0	8	19	4	19	1	4	1.0	28	1	4.0	28	10	1
30401	3.0	304.0	3.0	3.0	8	54	4	54	0								
30401	3.0	304.0	3.0	3.0	8	65	4	65	0								
30401	3.0	304.0	3.0	3.0	8	46	4	46	1	1	4.0	5	0				
30401	3.0	304.0	3.0	3.0	8	50	4	50	0								
30401	3.0	304.0	3.0	3.0	8	67	4	67	0								
30401	3.0	304.0	3.0	3.0	8	7	4	7	0								
30401	3.0	304.0	3.0	3.0	8	18	4	18	0								
30401	3.0	304.0	3.0	3.0	8	32	4	32	0								
30401	3.0	304.0	3.0	3.0	8	20	4	20	0								
30401	3.0	304.0	3.0	3.0	8	5	4	5	0								
30401	3.0	304.0	3.0	3.0	8	52	4	52	1	7	1.0	5	1	14.0	5	14	1
30401	3.0	304.0	3.0	3.0	8	68	4	68	0								
30401	3.0	304.0	3.0	3.0	8	58	4	58	0								
30401	3.0	304.0	3.0	3.0	8	71	4	71	0								
30401	3.0	304.0	3.0	3.0	8	9	4	9	1	3	5.0	3	0				
30401	3.0	304.0	3.0	3.0	8	45	4	45	0								
30401	3.0	304.0	3.0	3.0	8	36	4	36	0								
30401	3.0	304.0	3.0	3.0	8	55	4	55	1	2	2.0	3	0				
30401	3.0	304.0	3.0	3.0	8	35	4	35	0								
30401	3.0	304.0	3.0	3.0	8	30	4	30	0								
30401	3.0	304.0	3.0	3.0	8	22	4	22	0								
30401	3.0	304.0	3.0	3.0	8	48	4	48	0								
30401	3.0	304.0	3.0	3.0	8	4	4	4	1	7	6.0	27	0				
30401	3.0	304.0	3.0	3.0	8	15	4	15	0								
30401	3.0	304.0	3.0	3.0	8	37	4	37	0								
30401	3.0	304.0	3.0	3.0	8	57	4	57	0								
30401	3.0	304.0	3.0	3.0	8	42	4	42	0								
30401	3.0	304.0	3.0	3.0	8	29	4	29	1	5	3.0	5	1	15.0	5	30	1
30401	3.0	304.0	3.0	3.0	8	28	4	28	1	1	2.0	5	1	2.0	5	10	1
30401	3.0	304.0	3.0	3.0	8	12	4	12	0								
30401	3.0	304.0	3.0	3.0	8	11	4	11	1	3	1.0	24	0				
30401	3.0	304.0	3.0	3.0	8	66	4	66	0								
30401	3.0	304.0	3.0	3.0	8	69	4	69	0								
30401	3.0	304.0	3.0	3.0	8	44	4	44	0								
30401	3.0	304.0	3.0	3.0	8	21	4	21	0								
30401	3.0	304.0	3.0	3.0	8	27	4	27	1	1	3.0	27	1	3.0	27	6	1
30401	3.0	304.0	3.0	3.0	8	14	4	14	0								
30401	3.0	304.0	3.0	3.0	8	60	4	60	0								
30401	3.0	304.0	3.0	3.0	8	31	4	31	0								
30401	3.0	304.0	3.0	3.0	8	61	4	61	0								
30401	3.0	304.0	3.0	3.0	8	6	4	6	0								
30401	3.0	304.0	3.0	3.0	8	17	4	17	1	2	4.0	27	0				
30401	3.0	304.0	3.0	3.0	8	47	4	47	0								
30401	3.0	304.0	3.0	3.0	8	8	4	8	1	1	1.0	24	0				
30401	3.0	304.0	3.0	3.0	8	41	4	41	0								
30401	3.0	304.0	3.0	3.0	8	39	4	39	0		1.0						
30401	3.0	304.0	3.0	3.0	8	63	4	63	0								
30401	3.0	304.0	3.0	3.0	8	13	4	13	0								
30401	3.0	304.0	3.0	3.0	8	3	4	3	0								
30401	3.0	304.0	3.0	3.0	8	62	4	62	0								
30401	3.0	304.0	3.0	3.0	8	33	4	33	0								
30401	3.0	304.0	3.0	3.0	8	53	4	53	0								
30401	3.0	304.0	3.0	3.0	8	56	4	56	0								
30401	3.0	304.0	3.0	3.0	8	24	4	24	0								
30401	3.0	304.0	3.0	3.0	8	49	4	49	0								
30401	3.0	304.0	3.0	3.0	8	10	4	10	1	7	6.0	27	0				
30401	3.0	304.0	3.0	3.0	8	59	4	59	0								
30401	3.0	304.0	3.0	3.0	8	43	4	43	0								
30401	3.0	304.0	3.0	3.0	8	2	4	2	1	1	5.0	27	0				
30401	3.0	304.0	3.0	3.0	8	34	4	34	0								
30401	3.0	304.0	3.0	3.0	8	38	4	38	0								
30401	3.0	304.0	3.0	3.0	8	72	4	72	0								
30401	3.0	304.0	3.0	3.0	8	23	4	23	0								
30401	3.0	304.0	3.0	3.0	8	40	4	40	0								
30402	3.0	304.0	3.0	3.0	6	65	4	65	0								
30402	3.0	304.0	3.0	3.0	6	58	4	58	0								
30402	3.0	304.0	3.0	3.0	6	8	4	8	0								
30402	3.0	304.0	3.0	3.0	6	62	4	62	0								
30402	3.0	304.0	3.0	3.0	6	70	4	70	0								
30402	3.0	304.0	3.0	3.0	6	18	4	18	0								
30402	3.0	304.0	3.0	3.0	6	61	4	61	0								
30402	3.0	304.0	3.0	3.0	6	37	4	37	0								
30402	3.0	304.0	3.0	3.0	6	31	4	31	0								
30402	3.0	304.0	3.0	3.0	6	64	4	64	1	1	1.0	3	1	1.0	3	2.5	1
30402	3.0	304.0	3.0	3.0	6	60	4	60	0								
30402	3.0	304.0	3.0	3.0	6	23	4	23	0								
30402	3.0	304.0	3.0	3.0	6	28	4	28	0								
30402	3.0	304.0	3.0	3.0	6	12	4	12	0								
30402	3.0	304.0	3.0	3.0	6	25	4	25	0								
30402	3.0	304.0	3.0	3.0	6	66	4	66	0								
30402	3.0	304.0	3.0	3.0	6	56	4	56	0								
30402	3.0	304.0	3.0	3.0	6	15	4	15	0								
30402	3.0	304.0	3.0	3.0	6	29	4	29	1	5	1.0	3	1	4.0	5	20	1
30402	3.0	304.0	3.0	3.0	6	68	4	68	0								
30402	3.0	304.0	3.0	3.0	6	46	4	46	0								
30402	3.0	304.0	3.0	3.0	6	40	4	40	0								
30402	3.0	304.0	3.0	3.0	6	26	4	26	0								
30402	3.0	304.0	3.0	3.0	6	1	4	1	0								
30402	3.0	304.0	3.0	3.0	6	67	4	67	0								
30402	3.0	304.0	3.0	3.0	6	69	4	69	0								
30402	3.0	304.0	3.0	3.0	6	47	4	47	0								
30402	3.0	304.0	3.0	3.0	6	57	4	57	0								
30402	3.0	304.0	3.0	3.0	6	20	4	20	0								
30402	3.0	304.0	3.0	3.0	6	71	4	71	0								
30402	3.0	304.0	3.0	3.0	6	9	4	9	0								
30402	3.0	304.0	3.0	3.0	6	32	4	32	0								
30402	3.0	304.0	3.0	3.0	6	59	4	59	0								
30402	3.0	304.0	3.0	3.0	6	50	4	50	0								
30402	3.0	304.0	3.0	3.0	6	39	4	39	0		1.0						
30402	3.0	304.0	3.0	3.0	6	51	4	51	1	6	0.5	3	1	3.0	3	1	1
30402	3.0	304.0	3.0	3.0	6	49	4	49	0								
30402	3.0	304.0	3.0	3.0	6	55	4	55	1	1	1.0	3	0				
30402	3.0	304.0	3.0	3.0	6	44	4	44	0								
30402	3.0	304.0	3.0	3.0	6	14	4	14	0								
30402	3.0	304.0	3.0	3.0	6	72	4	72	0								
30402	3.0	304.0	3.0	3.0	6	11	4	11	1	7	15.0	3	0				
30402	3.0	304.0	3.0	3.0	6	13	4	13	0								
30402	3.0	304.0	3.0	3.0	6	42	4	42	0								
30402	3.0	304.0	3.0	3.0	6	19	4	19	1	7	1.0	28	1	12.0	28	24	1
30402	3.0	304.0	3.0	3.0	6	24	4	24	0								
30402	3.0	304.0	3.0	3.0	6	22	4	22	0								
30402	3.0	304.0	3.0	3.0	6	6	4	6	0								
30402	3.0	304.0	3.0	3.0	6	41	4	41	0								
30402	3.0	304.0	3.0	3.0	6	45	4	45	1	2	0.5	3	1	1.0	3	10	1
30402	3.0	304.0	3.0	3.0	6	5	4	5	0								
30402	3.0	304.0	3.0	3.0	6	52	4	52	1	7	0.5	5	1	6.0	5	7	1
30402	3.0	304.0	3.0	3.0	6	63	4	63	0								
30402	3.0	304.0	3.0	3.0	6	35	4	35	0								
30402	3.0	304.0	3.0	3.0	6	36	4	36	0								
30402	3.0	304.0	3.0	3.0	6	27	4	27	0								
30402	3.0	304.0	3.0	3.0	6	48	4	48	0								
30402	3.0	304.0	3.0	3.0	6	38	4	38	1	5	5.0	3	0				
30402	3.0	304.0	3.0	3.0	6	43	4	43	0								
30402	3.0	304.0	3.0	3.0	6	30	4	30	0								
30402	3.0	304.0	3.0	3.0	6	2	4	2	0								
30402	3.0	304.0	3.0	3.0	6	21	4	21	0								
30402	3.0	304.0	3.0	3.0	6	54	4	54	0								
30402	3.0	304.0	3.0	3.0	6	53	4	53	0								
30402	3.0	304.0	3.0	3.0	6	34	4	34	0								
30402	3.0	304.0	3.0	3.0	6	7	4	7	0								
30402	3.0	304.0	3.0	3.0	6	4	4	4	1	7	3.0	27	0				
30402	3.0	304.0	3.0	3.0	6	10	4	10	1	7	5.0	27	0				
30402	3.0	304.0	3.0	3.0	6	17	4	17	0								
30402	3.0	304.0	3.0	3.0	6	3	4	3	0								
30402	3.0	304.0	3.0	3.0	6	33	4	33	0								
30403	3.0	304.0	3.0	3.0	3	5	4	5	0								
30403	3.0	304.0	3.0	3.0	3	14	4	14	0								
30403	3.0	304.0	3.0	3.0	3	40	4	40	0								
30403	3.0	304.0	3.0	3.0	3	30	4	30	0								
30403	3.0	304.0	3.0	3.0	3	27	4	27	0								
30403	3.0	304.0	3.0	3.0	3	19	4	19	0								
30403	3.0	304.0	3.0	3.0	3	26	4	26	0								
30403	3.0	304.0	3.0	3.0	3	42	4	42	0								
30403	3.0	304.0	3.0	3.0	3	1	4	1	0								
30403	3.0	304.0	3.0	3.0	3	52	4	52	1	4	5.0	3	0				
30403	3.0	304.0	3.0	3.0	3	66	4	66	0								
30403	3.0	304.0	3.0	3.0	3	43	4	43	0								
30403	3.0	304.0	3.0	3.0	3	49	4	49	0								
30403	3.0	304.0	3.0	3.0	3	45	4	45	0								
30403	3.0	304.0	3.0	3.0	3	71	4	71	0								
30403	3.0	304.0	3.0	3.0	3	13	4	13	0								
30403	3.0	304.0	3.0	3.0	3	25	4	25	0								
30403	3.0	304.0	3.0	3.0	3	12	4	12	0								
30403	3.0	304.0	3.0	3.0	3	67	4	67	0								
30403	3.0	304.0	3.0	3.0	3	62	4	62	0								
30403	3.0	304.0	3.0	3.0	3	63	4	63	0								
30403	3.0	304.0	3.0	3.0	3	46	4	46	1	2	1.0	5	0				
30403	3.0	304.0	3.0	3.0	3	61	4	61	0								
30403	3.0	304.0	3.0	3.0	3	37	4	37	0								
30403	3.0	304.0	3.0	3.0	3	10	4	10	1	7	6.0	27	0				
30403	3.0	304.0	3.0	3.0	3	23	4	23	0								
30403	3.0	304.0	3.0	3.0	3	8	4	8	0								
30403	3.0	304.0	3.0	3.0	3	72	4	72	0								
30403	3.0	304.0	3.0	3.0	3	35	4	35	0								
30403	3.0	304.0	3.0	3.0	3	3	4	3	1	2	3.0	3	0				
30403	3.0	304.0	3.0	3.0	3	56	4	56	0								
30403	3.0	304.0	3.0	3.0	3	41	4	41	0								
30403	3.0	304.0	3.0	3.0	3	44	4	44	0								
30403	3.0	304.0	3.0	3.0	3	15	4	15	1	4	1.0	27	1	4.0	27	20	1
30403	3.0	304.0	3.0	3.0	3	21	4	21	0								
30403	3.0	304.0	3.0	3.0	3	6	4	6	0								
30403	3.0	304.0	3.0	3.0	3	48	4	48	0								
30403	3.0	304.0	3.0	3.0	3	60	4	60	0								
30403	3.0	304.0	3.0	3.0	3	50	4	50	0								
30403	3.0	304.0	3.0	3.0	3	33	4	33	0								
30403	3.0	304.0	3.0	3.0	3	24	4	24	0								
30403	3.0	304.0	3.0	3.0	3	55	4	55	1	2	1.0	3	0				
30403	3.0	304.0	3.0	3.0	3	57	4	57	0								
30403	3.0	304.0	3.0	3.0	3	39	4	39	0		1.0						
30403	3.0	304.0	3.0	3.0	3	4	4	4	1	3	3.0	27	0				
30403	3.0	304.0	3.0	3.0	3	22	4	22	0								
30403	3.0	304.0	3.0	3.0	3	28	4	28	0								
30403	3.0	304.0	3.0	3.0	3	18	4	18	0								
30403	3.0	304.0	3.0	3.0	3	69	4	69	0								
30403	3.0	304.0	3.0	3.0	3	2	4	2	1	2	4.0	27	0				
30403	3.0	304.0	3.0	3.0	3	20	4	20	0								
30403	3.0	304.0	3.0	3.0	3	17	4	17	0								
30403	3.0	304.0	3.0	3.0	3	36	4	36	0								
30403	3.0	304.0	3.0	3.0	3	54	4	54	1	1	7.0	3	0				
30403	3.0	304.0	3.0	3.0	3	59	4	59	0								
30403	3.0	304.0	3.0	3.0	3	51	4	51	0								
30403	3.0	304.0	3.0	3.0	3	38	4	38	1	4	7.0	3	0				
30403	3.0	304.0	3.0	3.0	3	65	4	65	0								
30403	3.0	304.0	3.0	3.0	3	9	4	9	0								
30403	3.0	304.0	3.0	3.0	3	68	4	68	0								
30403	3.0	304.0	3.0	3.0	3	64	4	64	0								
30403	3.0	304.0	3.0	3.0	3	53	4	53	0								
30403	3.0	304.0	3.0	3.0	3	47	4	47	0								
30403	3.0	304.0	3.0	3.0	3	58	4	58	0								
30403	3.0	304.0	3.0	3.0	3	29	4	29	1	3	1.0	5	1	3.0	5	3	1
30403	3.0	304.0	3.0	3.0	3	70	4	70	0								
30403	3.0	304.0	3.0	3.0	3	7	4	7	0								
30403	3.0	304.0	3.0	3.0	3	34	4	34	0								
30403	3.0	304.0	3.0	3.0	3	31	4	31	0								
30403	3.0	304.0	3.0	3.0	3	32	4	32	0								
30403	3.0	304.0	3.0	3.0	3	11	4	11	1	7	6.0	3	0				
30404	3.0	304.0	3.0	3.0	5	35	4	35	0								
30404	3.0	304.0	3.0	3.0	5	3	4	3	0								
30404	3.0	304.0	3.0	3.0	5	71	4	71	0								
30404	3.0	304.0	3.0	3.0	5	11	4	11	1	7	10.0	3	0				
30404	3.0	304.0	3.0	3.0	5	29	4	29	0								
30404	3.0	304.0	3.0	3.0	5	8	4	8	1	4	5.0	3	0				
30404	3.0	304.0	3.0	3.0	5	54	4	54	1	2	5.0	3	0				
30404	3.0	304.0	3.0	3.0	5	7	4	7	0								
30404	3.0	304.0	3.0	3.0	5	42	4	42	0								
30404	3.0	304.0	3.0	3.0	5	51	4	51	1	4	0.5	3	1	2.0	1	20	1
30404	3.0	304.0	3.0	3.0	5	66	4	66	1	2	3.0	3	0				
30404	3.0	304.0	3.0	3.0	5	31	4	31	0								
30404	3.0	304.0	3.0	3.0	5	72	4	72	0								
30404	3.0	304.0	3.0	3.0	5	19	4	19	0								
30404	3.0	304.0	3.0	3.0	5	38	4	38	1	7	3.0	3	0				
30404	3.0	304.0	3.0	3.0	5	15	4	15	1	2	1.0	27	0				
30404	3.0	304.0	3.0	3.0	5	59	4	59	0								
30404	3.0	304.0	3.0	3.0	5	2	4	2	0								
30404	3.0	304.0	3.0	3.0	5	25	4	25	0								
30404	3.0	304.0	3.0	3.0	5	40	4	40	0								
30404	3.0	304.0	3.0	3.0	5	55	4	55	1	2	1.0	3	0				
30404	3.0	304.0	3.0	3.0	5	57	4	57	0								
30404	3.0	304.0	3.0	3.0	5	30	4	30	0								
30404	3.0	304.0	3.0	3.0	5	52	4	52	1	7	5.0	3	0				
30404	3.0	304.0	3.0	3.0	5	22	4	22	0								
30404	3.0	304.0	3.0	3.0	5	60	4	60	0								
30404	3.0	304.0	3.0	3.0	5	23	4	23	0								
30404	3.0	304.0	3.0	3.0	5	28	4	28	0								
30404	3.0	304.0	3.0	3.0	5	62	4	62	0								
30404	3.0	304.0	3.0	3.0	5	4	4	4	0								
30404	3.0	304.0	3.0	3.0	5	65	4	65	0								
30404	3.0	304.0	3.0	3.0	5	64	4	64	0								
30404	3.0	304.0	3.0	3.0	5	18	4	18	0								
30404	3.0	304.0	3.0	3.0	5	36	4	36	0								
30404	3.0	304.0	3.0	3.0	5	33	4	33	0								
30404	3.0	304.0	3.0	3.0	5	39	4	39	0		1.0						
30404	3.0	304.0	3.0	3.0	5	58	4	58	0								
30404	3.0	304.0	3.0	3.0	5	6	4	6	0								
30404	3.0	304.0	3.0	3.0	5	70	4	70	0								
30404	3.0	304.0	3.0	3.0	5	44	4	44	0								
30404	3.0	304.0	3.0	3.0	5	12	4	12	0								
30404	3.0	304.0	3.0	3.0	5	1	4	1	0								
30404	3.0	304.0	3.0	3.0	5	34	4	34	0								
30404	3.0	304.0	3.0	3.0	5	49	4	49	0								
30404	3.0	304.0	3.0	3.0	5	20	4	20	0								
30404	3.0	304.0	3.0	3.0	5	17	4	17	0								
30404	3.0	304.0	3.0	3.0	5	10	4	10	1	7	7.0	27	0				
30404	3.0	304.0	3.0	3.0	5	47	4	47	0								
30404	3.0	304.0	3.0	3.0	5	41	4	41	0								
30404	3.0	304.0	3.0	3.0	5	68	4	68	1	7	1.0	27	0				
30404	3.0	304.0	3.0	3.0	5	61	4	61	0								
30404	3.0	304.0	3.0	3.0	5	63	4	63	0								
30404	3.0	304.0	3.0	3.0	5	69	4	69	0								
30404	3.0	304.0	3.0	3.0	5	21	4	21	0								
30404	3.0	304.0	3.0	3.0	5	48	4	48	0								
30404	3.0	304.0	3.0	3.0	5	14	4	14	0								
30404	3.0	304.0	3.0	3.0	5	24	4	24	0								
30404	3.0	304.0	3.0	3.0	5	53	4	53	0								
30404	3.0	304.0	3.0	3.0	5	45	4	45	0								
30404	3.0	304.0	3.0	3.0	5	46	4	46	1	7	1.0	5	0				
30404	3.0	304.0	3.0	3.0	5	50	4	50	0								
30404	3.0	304.0	3.0	3.0	5	37	4	37	0								
30404	3.0	304.0	3.0	3.0	5	26	4	26	0								
30404	3.0	304.0	3.0	3.0	5	67	4	67	0								
30404	3.0	304.0	3.0	3.0	5	27	4	27	0								
30404	3.0	304.0	3.0	3.0	5	9	4	9	0								
30404	3.0	304.0	3.0	3.0	5	43	4	43	0								
30404	3.0	304.0	3.0	3.0	5	5	4	5	0								
30404	3.0	304.0	3.0	3.0	5	32	4	32	0								
30404	3.0	304.0	3.0	3.0	5	13	4	13	1	3	10.0	3	0				
30404	3.0	304.0	3.0	3.0	5	56	4	56	0								
30405	3.0	304.0	3.0	3.0	5	25	4	25	0								
30405	3.0	304.0	3.0	3.0	5	38	4	38	0								
30405	3.0	304.0	3.0	3.0	5	62	4	62	0								
30405	3.0	304.0	3.0	3.0	5	39	4	39	0		1.0						
30405	3.0	304.0	3.0	3.0	5	10	4	10	1	2	4.0	27	0				
30405	3.0	304.0	3.0	3.0	5	15	4	15	1	3	1.0	27	1	3.0	27	18	1
30405	3.0	304.0	3.0	3.0	5	18	4	18	1	1	1.0	27	0				
30405	3.0	304.0	3.0	3.0	5	42	4	42	0								
30405	3.0	304.0	3.0	3.0	5	26	4	26	0								
30405	3.0	304.0	3.0	3.0	5	32	4	32	0								
30405	3.0	304.0	3.0	3.0	5	47	4	47	0								
30405	3.0	304.0	3.0	3.0	5	63	4	63	0								
30405	3.0	304.0	3.0	3.0	5	21	4	21	1	1	1.0	27	0				
30405	3.0	304.0	3.0	3.0	5	50	4	50	0								
30405	3.0	304.0	3.0	3.0	5	17	4	17	1	2	1.0	27	0				
30405	3.0	304.0	3.0	3.0	5	30	4	30	0								
30405	3.0	304.0	3.0	3.0	5	70	4	70	0								
30405	3.0	304.0	3.0	3.0	5	71	4	71	0								
30405	3.0	304.0	3.0	3.0	5	45	4	45	0								
30405	3.0	304.0	3.0	3.0	5	4	4	4	1	1	3.0	27	0				
30405	3.0	304.0	3.0	3.0	5	67	4	67	0								
30405	3.0	304.0	3.0	3.0	5	59	4	59	0								
30405	3.0	304.0	3.0	3.0	5	66	4	66	0								
30405	3.0	304.0	3.0	3.0	5	40	4	40	0								
30405	3.0	304.0	3.0	3.0	5	48	4	48	0								
