hhid	district	village	villno	strno	group	g50	g51	g52a	g52b	g52c	g52d	g52e	g52f	g52g	g52h	g52i	g52j	g52k	g52l	g53	g53u	g54	g54u	g55	g55u	g56	g56u	g57	g57u	g58	g59	g60	g60u	g61	g62	g62u	g63	g64	g65	g66a	g66u
30116	3	1	301.0	3.0	2.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	1	2	1.0	22					100	2	0	1	1.0	22		50	1	2	1	1	1.0	23
30117	3	1	301.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	0	0	0	0									200	2	0	0								0		
30117	3	1	301.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	0	1	1	0					2	2	1.0	24	50	2	1	0								0		
30118	3	1	301.0	3.0	2.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	6	3	1.0	22					600	2	1	0								1	2.0	24
30119	3	1	301.0	3.0	2.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1.0	21					250	2	0	0								1	2.0	21
30120	3	1	301.0	3.0	2.0	13	1	0	0	0	0	0	2	0	0	0	0	0	0	1	2	1.0	23					150	2	0	0								0		
30201	3	2	302.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1.0	23	1	1	1.0	23	300	2	0	1	1.0	23		30	1	2	2	1	1.0	24
30202	3	2	302.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	0	2	1	0	2	2	1.0	23	1	2	1.0	24	200	2	1	0								0		
30202	3	2	302.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	2	1	0	0	3	2	1.0	23	1	2	1.0	24	100	2	1	0								0		
30203	3	2	302.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	1	2	1.0	23	1	3	1.0	23	250	2	0	0								1	1.0	24
30204	3	2	302.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1.0	23	2	2	0.5	24	100	2	1	0								1	1.0	23
30205	3	2	302.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	1	2	2	0	2	2	1.0	15	3	2	1.0	24	3000	2	1	1	10.0	15	100		1	1	3	1	4.0	21
30205	3	2	302.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	1	2	1.0	15	2	2	1.0	24	200	2	1	1	5.0	15	70		1	1	3	1	2.0	21
30206	3	2	302.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	2	2	1	0	10	3	1.0	17	12	3	1.0	24	500	2	0	0								1	2.0	25
30207	3	2	302.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	0	1	2	0	4	3	1.0	22	2	2	0.5	24	150	2	0	1	2.0	22	70		1	1	3	1	1.0	24
30207	3	2	302.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	1	2	2	0	2	2	1.0	23	1	2	0.5	24	250	2	1	1	1.0	15	70		1	1	3	1	1.0	23
30208	3	2	302.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	1	2	1.0	23	2	2	0.5	24	600	2	1	0								1	1.0	23
30208	3	2	302.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	0	0	0	0									50	2	1	0								0		
30209	3	2	302.0	3.0	2.0	13	3	0	0	0	0	0	0	0	1	2	2	1	0	4	3	1.0	22	16	3	1.0	24	350	2	1	0								1	1.0	24
30209	3	2	302.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	5	3	1.0	17	8	3	1.0	25	250	2	1	0								0		
30210	3	2	302.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	0	0									150	2	1	0								0		
30212	3	2	302.0	3.0	2.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	1	2	1.0	23	1	3	1.0	23	350	2	0	1	1.0	23		10	1	1	3	1	1.0	24
30213	3	2	302.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	9	3	1.0	24	14	3	2.0	25	300	2	1	0								0		
30213	3	2	302.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	8	3	1.0	24	18	3	1.0	25	200	2	1	0								0		
30214	3	2	302.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	0	2	1	0	2	2	1.0	23	2	2	1.0	24	300	2	1	1	1.0	15	150		1	2	2	0		
30214	3	2	302.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	0	2	1	0	2	2	1.0	24	2	2	1.0	24	200	2	1	1	1.0	15	125		1	2	2	1	1.0	24
30216	3	2	302.0	3.0	2.0	13	3	0	0	0	0	0	0	0	1	2	0	0	0	4	3	1.0	21	2	3	1.0	24	300	2	1	0								1	1.0	17
30217	3	2	302.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	0	0									300	2	1	0								0		
30218	3	2	302.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	0	0									30	2	0	0								0		
30218	3	2	302.0	3.0	2.0	14	2	0	0	0	0	0	0	0	0	0	0	0	0									370	2	0	0								0		
30219	3	2	302.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	0	0									80	2	0	0								0		
30219	3	2	302.0	3.0	2.0	14	2	0	0	0	0	0	0	0	0	0	0	0	0									300	2	0	0								0		
30220	3	2	302.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	1	3	1.0	22	1	3	1.0	23	350	2	0	0								0		
30301	3	3	303.0	3.0	1.0	13	3	0	0	0	0	0	0	2	2	1	0	0	0	4	2	2.0	15	1	2	1.0	21	1000	2	1	1	6.0	15	200		1	1	3	1	2.0	21
30302	3	3	303.0	3.0	1.0	13	2	0	0	0	0	0	0	0	1	2	1	0	0	1	1	1.0	23	3	2	1.0	23	300	2	0	1	1.0	15		100	1	2	4	1	0.5	15
30303	3	3	303.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	0	1	2	0	3	2	1.0	21	3	2	1.0	24	400	2	1	1	3.0	15	100		1	1	3	1	1.0	21
30303	3	3	303.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	2	2	0	3	2	1.0	22					100	2	1	1	2.0	15	75		1	1	3	1	2.0	21
30304	3	3	303.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	1	2	1.0	23	1	3	1.0	23	300	2	0	1	1.0	23	25		1	1	2	1	1.0	24
30305	3	3	303.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	2	1	1	0	1	2	1.0	23	1	3	1.0	24	1000	2	0	1	1.0	23		25	1	1	2	1	1.0	24
30306	3	3	303.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	0	1	0					2	2	1.0	24	400	2	1	0								1	3.0	24
30307	3	3	303.0	3.0	1.0	13	2	0	0	0	0	0	0	0	0	1	2	1	0	3	2	2.0	21	1	2	1.0	21	300	2	1	1	3.0	21		50	1	1	3	1	1.0	21
30307	3	3	303.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	4	2	2.0	23	1	2	1.0	24	200	2	1	1	5.0	21		40	1	1	3	1	2.0	21
30308	3	3	303.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	1	1	2.0	17	1	2	1.0	23	450	2	1	1	4.5	15	100		1	2	4	1	1.0	23
30308	3	3	303.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	2	2	1.0	23	2	2	1.0	24	350	2	1	1	2.0	15	100		1	2	4	0		
30309	3	3	303.0	3.0	1.0	13	2	0	0	0	0	0	0	0	0	1	2	1	0	3	2	1.5	24	2	2	1.0	24	50	2	0	0								1	1.0	24
30309	3	3	303.0	3.0	1.0	14	2	0	0	0	0	0	0	0	0	1	2	1	0	2	2	1.0	24	1	2	1.0	24	80	2	0	0								0		
30310	3	3	303.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	0	0	0	0									80	2	0	0								0		
30310	3	3	303.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	0	0	0									1500	2	1	0								0		
30311	3	3	303.0	3.0	1.0	13	3	0	0	0	0	0	0	1	2	2	0	0	0	6	3	1.0	16	10	3	1.0	23	550	2	1	0								1	1.0	23
30311	3	3	303.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	1	2	0	0	8	3	1.0	22	9	3	1.0	24	450	2	1	0								0		
30312	3	3	303.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	5	3	1.0	23	10	3	1.0	24	225	2	0	0								1	1.0	24
30313	3	3	303.0	3.0	1.0	13	3	0	0	0	0	0	0	0	1	2	1	0	0	2	2	1.0	15	3	2	1.0	24	400	2	1	1	3.0	15	300		1	2	3	1	3.0	21
30313	3	3	303.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	1	2	1.0	23	1	2	1.0	24	100	2	1	0								1	2.0	21
30315	3	3	303.0	3.0	1.0	13	2	0	0	0	0	0	0	0	2	0	0	0	0	1	3	1.0	21					300	2	0	0								0		
30316	3	3	303.0	3.0	1.0	14	2	0	0	0	0	0	0	0	0	0	0	0	0									400	2	1	0								0		
30317	3	3	303.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	2	1	1	0	3	2	1.0	21	1	2	1.0	23	500	2	0	1	2.0	15	110		1	2	2	1	1.0	23
30317	3	3	303.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	2	0	1	0	1	2	1.0	22	1	3	1.0	22	400	2	0	1	1.0	22		30	1	2	2	1	1.0	24
30318	3	3	303.0	3.0	1.0	13	2	0	0	0	0	0	0	0	0	2	1	0	0	3	2	1.0	22	1	2	1.0	24	100	2	0	1	3.0	22	25		1	2	3	1	1.0	24
30319	3	3	303.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	2	2	1.0	21	1	3	1.0	23	400	2	0	0								0		
30401	3	4	304.0	3.0	3.0	13	2	0	0	0	0	0	0	0	0	0	0	0	0									80	2	0	0								0		
30401	3	4	304.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	2	0	0	12	3	1.0	24					1600	2	0	0								0		
30402	3	4	304.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	1	2	2	0	10	3	1.0	23	13	3	1.0	24	450	2	0	1	2.0	22		60	1	1	3	1	1.0	23
30403	3	4	304.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	0	1	0					1	2	1.0	24	25	2	1	0								1	0.5	24
30404	3	4	304.0	3.0	3.0	13	3	0	0	0	0	0	0	0	0	0	0	1	0					1	2	0.5	24	10	2	1	0								1	4.0	2
30404	3	4	304.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	1	2	2	0	4	3	1.0	15	2	2	0.5	24	50	2	1	0								1	1.0	24
30405	3	4	304.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	0	2	1	0	1	2	1.0	21	1	3	1.0	24	300	2	0	0								0		
30406	3	4	304.0	3.0	3.0	14	3	0	0	0	0	0	0	0	1	2	2	1	0	6	3	1.0	22	9	3	1.0	24	600	2	0	1	4.0	15	150		1	2	2	1	1.0	22
30407	3	4	304.0	3.0	3.0	13	3	0	0	0	0	0	0	0	0	0	0	0	0									300	2	1	0								0		
30407	3	4	304.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	0	0	0									700	2	1	0								0		
30408	3	4	304.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	2	1	0	0	1	3	1.0	15	1	3	1.0	23	400	2	0	1	1.0	22		50	1	1	3	1	1.0	24
30409	3	4	304.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	2	1	0	0	4	3	1.0	23	3	3	1.0	25	250	2	0	0								0		
30410	3	4	304.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	1	2	0	4	3	1.0	21	1	3	1.0	25	500	2	0	0								1	1.0	23
30411	3	4	304.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	0	2	1	3	2	1.0	24	2	2	1.0	24	500	2	0	0								0		
30412	3	4	304.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	0	0	0	0									500	2	0	0								0		
30413	3	4	304.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	1	2	1.0	15	4	2	0.5	24	100	2	1	1	2.0	15	75		1	3	2	1	1.0	23
30414	3	4	304.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	2	1	1	0	1	2	1.0	22	1	3	1.0	23	500	2	0	0								1	1.0	24
30415	3	4	304.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1.5	24	1	1	1.0	24	1050	2	0	0								0		
30416	3	4	304.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	1	2	0	0	12	3	1.0	23	8	3	1.0	24	3	1	0	0								0		
30417	3	4	304.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	1	2	0	0	6	3	1.0	23	8	3	3.0	25	300	2	0	0								0		
30419	3	4	304.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	2	1	1	0	1	2	1.0	22	1	3	1.0	23	600	2	0	0								1	1.0	23
30420	3	4	304.0	3.0	3.0	13	3	0	0	0	0	0	0	0	0	0	1	2	0	7	3	1.0	22	12	3	1.0	24	480	2	1	1	1.0	15	150		1	1	2	1	1.0	24
30420	3	4	304.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	0	0	1	0					8	3	1.0	24	320	2	1	0								0		
30501	3	5	305.0	3.0	3.0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1.0	24					100	2	1	0								0		
30501	3	5	305.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	1	2	0	3	2	1.0	23	2	2	1.0	24	100	2	1	0								0		
30504	3	5	305.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	2	0	1	0	3	2	2.0	22	1	3	1.0	22	500	2	0	1	1.0	22		40	1	1	2	1	1.0	23
30505	3	5	305.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	8	3	1.0	16	12	3	1.0	24	450	2	0	1	2.0	25		10	1	1	2	1	1.0	23
30506	3	5	305.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	2	3	2.0	22					300	2	0	0								0		
30507	3	5	305.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	0	2	0	0	14	3	1.0	24					220	2	0	0								0		
30508	3	5	305.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	3	2	1.0	23	2	2	1.0	23	300	2	1	1	1.0	22	30		1	1	1	1	1.0	24
30509	3	5	305.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	0	0	2	0	3	2	1.0	24					120	2	1	0								1	1.0	24
30510	3	5	305.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	0	0	0	0									200	2	0	0								0		
30513	3	5	305.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	2	2	1.0	15					800	2	0	0								1	1.0	22
30515	3	5	305.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	0	0	0									150	2	1	0								0		
30516	3	5	305.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	1	2	0	0	6	3	1.0	21	8	3	1.0	24	200	2	0	0								0		
30517	3	5	305.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	1	2	1.0	23	2	2	0.5	24	50	2	1	0								1	1.0	23
30518	3	5	305.0	3.0	3.0	13	2	0	0	0	0	0	0	0	0	1	1	0	0					2	2	0.5	24	100	2	0	0								1	1.0	24
30519	3	5	305.0	3.0	3.0	13	1	0	0	0	0	0	1	0	0	0	0	0	0					3	2	0.5	24	15	2	1	0								0		
30519	3	5	305.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	1	2	1.0	23	2	2	0.5	24	50	2	1	0								0		
30520	3	5	305.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	0	0	0									300	2	1	0								0		
40101	4	1	401.0	3.0	3.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	3	2	1.0	24	1	2	1.0	24	1000	2	1	0								0		
40101	4	1	401.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	3	2	0.5	24	1	2	1.0	24	1000	2	1	0								0		
40106	4	1	401.0	3.0	3.0	13	3	0	0	0	0	0	0	0	0	1	2	2	0	10	3	1.0	22	8	3	1.0	23	325	2	0	1	2.0	15	100		1	1	3	1	1.0	24
40106	4	1	401.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	8	3	1.0	23	10	3	1.0	24	350	2	0	1	2.0	22	60		1	1	3	1	1.0	24
40108	4	1	401.0	3.0	3.0	13	3	0	0	0	0	0	0	0	0	0	1	2	0	8	3	1.0	24	12	3	1.0	25	175	2	1	0								0		
40108	4	1	401.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	8	3	1.0	24	12	3	1.0	25	175	2	1	0								0		
40110	4	1	401.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	3	2	1.5	24	3	2	0.5	24	500	2	0	0								1	1.0	24
40111	4	1	401.0	3.0	3.0	13	3	0	0	0	0	0	0	0	0	1	1	0	0					2	2	0.5	24	200	2	1	0								1	2.0	24
40111	4	1	401.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	0	0	0	0									10	2	1	0								0		
40112	4	1	401.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1.0	22					350	2	0	0								1	1.0	23
40113	4	1	401.0	3.0	3.0	13	3	0	0	0	0	0	0	1	2	2	2	2	0	1	1	1.0	23	3	2	1.0	23	6000	2	0	0								1	0.5	15
40113	4	1	401.0	3.0	3.0	14	3	0	0	0	0	0	0	0	1	2	2	2	0	3	2	1.0	23	2	2	1.0	23	3000	2	0	0								1	0.5	15
40114	4	1	401.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	2	0	0	0	1	2	3.0	22					300	2	0	0								0		
40115	4	1	401.0	3.0	3.0	13	1	0	0	0	0	0	0	0	0	0	0	0	0									100	2	1	0								0		
40115	4	1	401.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1.0	23					100	2	1	0								0		
40116	4	1	401.0	3.0	3.0	13	3	0	0	0	0	0	0	0	0	0	0	0	0									150	2	0	0								0		
40116	4	1	401.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	2	2	1	0	1	2	1.0	23	3	2	0.5	24	100	2	1	1	2.0	21		60	1	2	3	1	4.0	23
40118	4	1	401.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	2	3	1.0	15					350	2	0	0								1	1.0	21
40119	4	1	401.0	3.0	3.0	14	1	0	0	0	0	0	0	0	0	1	2	1	0	2	2	1.0	23	1	2	1.0	24	300	2	0	0								1	1.0	22
40201	4	2	402.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	1	2	1.0	23	3	2	0.5	24	300	2	1	0								1	1.0	24
40202	4	2	402.0	3.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	1	2	2.0	22					400	2	0	0								1	1.0	22
40203	4	2	402.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	2	2	1.0	24	2	2	0.5	24	50	2	1	0								1	3.0	24
40203	4	2	402.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	1	1	0					1	2	0.5	24	30	2	1	0								1	2.0	24
40204	4	2	402.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	4	2	1.0	24	2	2	5.0	1	80	2	0	0								0		
40204	4	2	402.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	3	2	1.0	24	2	2	5.0	1	250	2	0	0								1	2.0	24
40205	4	2	402.0	3.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	2	3	2.0	15					700	2	0	0								1	2.0	22
40206	4	2	402.0	3.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	3	1	3.0	15					3970	2	0	1	18.0	15		200	1	1	2	1	1.0	15
40207	4	2	402.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	15	3	1.0	22	10	3	1.0	23	300	2	1	0								1	1.0	23
40207	4	2	402.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	10	3	1.0	17	14	3	1.0	23	350	2	1	0								1	1.0	24
40208	4	2	402.0	3.0	1.0	13	2	0	0	0	0	0	0	0	0	0	0	0	0									300	2	0	0								0		
40209	4	2	402.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	2	2	2.0	22					700	2	0	0								1	2.0	21
40210	4	2	402.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1.0	23					50	2	1	1	3.0	23		150	1	2	2	1	1.0	14
40210	4	2	402.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	1	1	0	0					1	2	1.0	24	54	2	1	1	4.0	23		80	1	2	3	1	1.0	23
40212	4	2	402.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	3	2	1.0	23	2	2	1.0	23	750	2	0	0								1	1.0	23
40213	4	2	402.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	0	0	0									180	2	0	0								0		
40214	4	2	402.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	0	0	0	0									375	2	0	0								0		
40216	4	2	402.0	3.0	1.0	14	3	0	0	0	0	0	0	0	1	1	0	0	0					4	2	0.5	24	150	2	0	1	2.0	15		200	1	1	1	1	4.0	24
40217	4	2	402.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	2	2	1.0	24	1	2	0.5	24	200	2	0	0								1	1.0	24
40219	4	2	402.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	2	0	0	0	9	3	1.0	24					450	2	1	0								0		
40219	4	2	402.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	1	2	0	0	8	3	1.0	23	9	3	1.0	24	100	2	1	0								0		
40301	4	3	403.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	0	2	1	0	1	2	1.0	23	2	2	0.5	24	60	2	0	0								1	0.5	24
40302	4	3	403.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	1	2	0	0	11	3	1.0	22	8	3	1.0	23	400	2	1	1	3.0	15	150		1	1	3	1	1.0	15
40302	4	3	403.0	3.0	1.0	14	1	0	0	0	0	0	0	0	0	1	2	0	0	12	3	1.0	22	14	3	1.0	23	600	2	1	0								1	1.0	22
40303	4	3	403.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	0	1	2	0	4	3	1.0	22	8	3	1.0	24	250	2	1	0								0		
40303	4	3	403.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	6	3	1.0	22	9	3	1.0	24	250	2	1	0								0		
40305	4	3	403.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	2	3	2.0	21					350	2	0	0								1	1.0	22
40306	4	3	403.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	1	2	0	0	8	3	1.0	24	12	3	1.0	24	300	2	0	0								1	1.0	23
40307	4	3	403.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	1	2	1.0	23	2	2	0.5	24	60	2	1	0								1	0.5	24
40307	4	3	403.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	1	1	0					2	2	0.5	24	40	2	1	0								1	1.0	24
40308	4	3	403.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	0	0	1	0					2	2	1.0	24	75	2	1	0								1	1.0	24
40308	4	3	403.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	0	0	0									60	2	1	0								0		
40309	4	3	403.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	5	3	1.0	23	6	3	1.0	24	300	2	1	0								0		
40309	4	3	403.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	3	3	1.0	23	4	3	1.0	25	150	2	1	0								0		
40310	4	3	403.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	16	3	1.0	23	12	3	1.0	24	175	2	1	1	12.0	1		35	1	1	6	1	1.0	24
40310	4	3	403.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	16	3	1.0	23	12	3	1.0	24	175	2	1	0								0		
40311	4	3	403.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	2	2	2.0	23					150	2	0	0								1	1.0	23
40312	4	3	403.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1.0	21					300	2	0	0								0		
40313	4	3	403.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1.0	22					150	2	1	1	1.0	15		400	1	1	3	1	1.0	22
40313	4	3	403.0	3.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1.0	22					150	2	1	1	1.0	15		300	1	1	3	0		
40314	4	3	403.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	2	2	1.0	21					250	2	0	0								1	1.0	21
40315	4	3	403.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	0	0	2	0	1	3	1.0	22					400	2	1	0								0		
40316	4	3	403.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1.0	24					170	2	0	0								1	1.0	23
40318	4	3	403.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	0	2	1	0	1	2	1.0	23	2	2	0.5	24	500	2	0	1	16.0	1		45	1	1	6	0		
40319	4	3	403.0	3.0	1.0	13	2	0	0	0	0	0	0	0	0	2	0	0	0	2	3	1.0	23					200	2	1	0								0		
40320	4	3	403.0	3.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	3	2	2.0	23					170	2	0	0								0		
40401	4	4	404.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	1	1	2	0	2	3	1.0	15	2	3	1.0	21	1500	2	0	1	1.0	13		150	1	2	2	1	1.0	15
40401	4	4	404.0	3.0	2.0	14	2	0	0	0	0	0	0	0	0	0	1	1	0					2	3	1.0	21	1500	2	0	0								1	1.0	21
40402	4	4	404.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	0	0									50	2	1	0								0		
40402	4	4	404.0	3.0	2.0	14	2	0	0	0	0	0	0	0	0	0	0	1	0					2	2	1.0	24	40	2	1	0								1	2.0	24
40403	4	4	404.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	5	3	1.0	23	2	2	1.0	23	150	2	0	0								0		
40403	4	4	404.0	3.0	2.0	14	3	0	0	0	0	0	0	0	1	2	1	0	0	5	3	1.0	17	2	2	1.0	23	300	2	0	0								0		
40406	4	4	404.0	3.0	2.0	13	2	0	0	0	0	0	0	0	2	1	0	0	0	3	2	1.0	23	1	2	1.0	23	150	2	1	0								1	1.0	23
40406	4	4	404.0	3.0	2.0	14	2	0	0	0	0	0	0	0	2	1	0	0	0	2	2	1.0	23	1	2	1.0	24	100	2	1	0								1	1.0	24
40408	4	4	404.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	0	0									150	2	0	0								0		
40409	4	4	404.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	0	0	1	0					2	2	1.0	24	100	2	1	0								1	0.5	24
40410	4	4	404.0	3.0	2.0	13	3	0	0	0	0	0	0	0	2	0	0	0	0	1	2	1.0	21					400	2	0	0								1	1.0	24
40411	4	4	404.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	1	0					2	2	1.0	24	200	2	1	0								1	1.0	24
