district	village	villno	strno	group	hhid	i01	i02	i03	i04	i05	i06	i07	i07a	i07b	i08	i10	i11	i12	i13	i14	i15	i16	i17	i18	i19	i20	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30
1	11	111.0	1.0	1.0	11165	1	3	1	5	1	1	1			0	1	9	1	1	1	4	1	1	2	2	1	0	0	0	0	0	1	1	0	0	0
1	11	111.0	1.0	1.0	11166	0		1	9	9	1	1			1	1	9	1	0			1	0	2	1	1	1	0	0	0	0	1	1	0	0	0
1	11	111.0	1.0	1.0	11167	0		1	9	9	1	3			0	0		1	1	1	2	0											1	0	0	0
1	11	111.0	1.0	1.0	11168	0		1	9	9	1	1			1	1	9	1	0			1	0	1	1	1	1	0	0	0	0	1	1	0	0	0
1	11	111.0	1.0	1.0	11169	0		0		8	0				0	1	9	1	1	1	2	0											1	0	0	0
1	12	112.0	1.0	2.0	11250	0		1	8	8	1	3			1	1	8	1	1	0		1	1	3	1	1	1	0	0	0	0	2	1	0	0	0
1	12	112.0	1.0	2.0	11251	1	2	1	1	1	0				0	1	9	1	0			1	1	1	1	1	1	0	1	0	0	1	1	0	0	0
1	12	112.0	1.0	2.0	11252	0		1	9	9	1	1			1	1	9	1	1	1	1	1	1	3	1	1	1	0	1	1	1	1	1	1	0	0
1	12	112.0	1.0	2.0	11260	0		0		2	0				0	0		1	1	0		0											1	1	0	0
1	12	112.0	1.0	2.0	11261	0		1	8	8	0				0	1	8	1	0			1	1	2	2	1	1	0	0	0	1	2	1	0	0	0
1	12	112.0	1.0	2.0	11262	0		0		4	0				0	1	9	1	0			1	0	3	0	1	1	0	1	0	0	1	1	0	0	0
1	12	112.0	1.0	2.0	11263	0		1	2	4	0				0	0		1	0			0											1	0	0	0
1	12	112.0	1.0	2.0	11264	0		0		1	1	1			1	1	8	1	0			1	1	1	0	1	1	0	0	0	0	2	9	0	0	0
1	12	112.0	1.0	2.0	11265	0		1	2	1	0				0	0		1	0			0											1	0	0	0
1	12	112.0	1.0	2.0	11266	0		0		6	0				0	0		1	0			0											9	0	0	0
1	12	112.0	1.0	2.0	11267	0		0		8	1	1			1	0		0				0											9	0	0	0
1	12	112.0	1.0	2.0	11268	1	3	1	1	1	1	1			1	1	9	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	2	0	0	0
1	12	112.0	1.0	2.0	11269	1	4	1	9	9	1	1			1	1	9	1	0			0											2	0	0	0
1	13	113.0	1.0	3.0	11350	0		1	4	4	0				0	0																				
1	13	113.0	1.0	3.0	11351	1	5	1	6	2	1	1			0	0																				
1	13	113.0	1.0	3.0	11352	1	6	1	4	6	1	1			0	0																				
1	14	114.0	1.0	2.0	11450	0		0		2	1	1			0	1	5	1	0			0											2	0	0	0
1	14	114.0	1.0	2.0	11451	0		1	9	9	1	3			0	1	9	1	1	1	1	1	1	1	1	1	0	0	0	1	0	2	2	0	0	0
1	14	114.0	1.0	2.0	11452	0		1	4	4	1	1			1	0		1	0			0											1	0	0	0
1	14	114.0	1.0	2.0	11460	1	3	1	1	1	1	1			1	1	9	1	0			0											1	0	0	0
1	14	114.0	1.0	2.0	11461	1	3	1	1	1	0				0	1	9	1	1	1	1	1	1	4	1	1	0	1	0	1	1	1	1	0	0	0
1	14	114.0	1.0	2.0	11462	0		0		2	0				0	1	6	1	0			0											1	0	0	0
1	14	114.0	1.0	2.0	11463	1	4	1	1	1	0				0	0		1	0			0											3	0	0	0
1	14	114.0	1.0	2.0	11464	0		0		2	0				0	0		1	1	0		0											1	0	0	0
1	14	114.0	1.0	2.0	11465	0		0		1	1	1			1	1	9	1	0			1	1	2	2	1	0	0	0	0	1	1	3	0	0	0
1	14	114.0	1.0	2.0	11466	0		1	1	1	1	1			1	1	9	1	1	1	2	1	1	2	1	0	0	0	1	0	1	1	1	0	0	0
1	14	114.0	1.0	2.0	11467	0		0		2	0				0	0		1	0			0											1	0	0	0
1	14	114.0	1.0	2.0	11468	0		0		1	1	1			1	1	9	1	1	1	1	1	1	3	1	1	1	1	1	0	0	1	1	0	0	0
1	14	114.0	1.0	2.0	11469	0		0		4	1	1			1	1	9	1	0			0											3	0	0	0
1	14	114.0	1.0	2.0	11470	1	4	1	9	8	0				0	1	9	1	1	1	2	0											3	1	0	0
1	15	115.0	1.0	1.0	11550	0		0		8	1	1			0	1	8	1	0			1	1	1	0	1	1	0	0	0	1	2	1	0	0	0
1	15	115.0	1.0	1.0	11551	0		1	8	8	1	1			1	1	8	1	0			0											1	0	0	0
1	15	115.0	1.0	1.0	11552	0		0		1	1	1			0	0		1	0			0											9	0	0	0
1	15	115.0	1.0	1.0	11553	1	4	1	2	4	1	1			0	0		1	1	0		0											1	0	0	0
1	15	115.0	1.0	1.0	11560	0		0		4	1	1			1	0		1	0			0											1	0	0	0
1	15	115.0	1.0	1.0	11561	0		0		99	0				0	0		1	1	1	1	1	1	2	1	1	0	0	0	0	1	2	1	0	0	0
1	15	115.0	1.0	1.0	11562	0		0		8	1	1			0	1	8	1	0			1	1	2	0	1	1	0	0	0	1	2	1	0	0	0
1	15	115.0	1.0	1.0	11563	0		1	8	8	1	1			1	1	8	1	1	0		1	1	1	0	1	1	0	0	0	1	2	1	0	0	0
1	15	115.0	1.0	1.0	11564	0		0		9	0				0	1	3	1	1	0		0											3	0	0	0
1	15	115.0	1.0	1.0	11565	0		1	5	8	1	1			0	1	8	1	0			0											9	0	0	0
1	15	115.0	1.0	1.0	11566	0		0		8	1	1			1	1	8	1	0			0											1	0	0	0
1	15	115.0	1.0	1.0	11567	0		1	3	8	1	2			0	1	8	1	0			1	1	1	0	1	1	1	0	0	1	2	1	0	0	0
1	15	115.0	1.0	1.0	11568	1	3	1	1	1	1	1			1	1	9	1	0			1	1	1	0	0	0	1	1	0	0	1	1	0	0	0
1	15	115.0	1.0	1.0	11569	0		0		1	1	1			0	0		1	0			0											1	0	0	0
1	16	116.0	1.0	1.0	11650	0		0		3	1	3			0	1	9	1	1	0		1	0	1	0	1	0	0	0	0	1	2	1	0	0	0
1	16	116.0	1.0	1.0	11652	0	0	0		2	1	1			0	1	9	1	0			0											3	0	0	0
1	16	116.0	1.0	1.0	11653	0		0		4	1	1			0	1	9	1	0			0											2	0	0	0
1	16	116.0	1.0	1.0	11660	0		0		2	1	1			0	0		0															9	0	0	0
1	16	116.0	1.0	1.0	11661	1	3	1	2	1	1	1			0	1	9	1	0			0											2	0	0	0
1	16	116.0	1.0	1.0	11662	1	3	1	1	1	1	1			0	1	9	1	0			0											2	0	0	0
1	16	116.0	1.0	1.0	11663	0		0		1	1	1			0	1	9	1	0			1	0	1	0	1	1	0	1	0	0	1	2	0	0	0
1	16	116.0	1.0	1.0	11664	0		0		2	1	1			0	1	9	1	1	1	2	1	0	4	1	1	1	0	0	0	1	1	1	0	0	0
1	16	116.0	1.0	1.0	11665	0		1	7	2	0				0	1	8	1	0			1	0	2	1	0	0	1	0	1	0	2	2	0	0	0
1	16	116.0	1.0	1.0	11666	1	3	1	1	1	1	1			0	1	9	1	0			1	1	4	1	0	0	1	0	0	0	2	2	0	0	0
1	16	116.0	1.0	1.0	11667	0		1	4	1	1	1			0	1	9	1	0			0											2	0	0	0
1	16	116.0	1.0	1.0	11668	0		0		4	1	1			0	1	9	1	0			0											2	0	0	0
1	16	116.0	1.0	1.0	11669	0		0		1	1	1			0	0		0															9	0	0	0
1	17	117.0	1.0	2.0	11750	1	4	1	6	1	0				0	1	8	1	0			1	1	1	0	1	0	1	0	0	0	2	3	1	0	0
1	17	117.0	1.0	2.0	11751	0		1	8	4	1	3			0	1	8	1	0			1	1	1	0	1	1	0	1	0	1	2	1	0	0	0
1	17	117.0	1.0	2.0	11752	0		0		99	0				0	0		1	0			0											1	0	0	0
1	17	117.0	1.0	2.0	11753	0		1	4	4	1	1			0	0		1	0			0											9	0	0	0
1	17	117.0	1.0	2.0	11760	1	4	1	9	9	1	1			1	1	9	1	1	0		1	0	3	1	1	0	0	1	0	0	1	1	0	0	0
1	17	117.0	1.0	2.0	11761	0		1	9	9	0				0	1	9	1	1	1	2	1	0	1	1	0	0	1	0	0	1	2	1	1	0	0
1	17	117.0	1.0	2.0	11762	0		0		9	1	1			1	0		0				0											9	0	0	0
1	17	117.0	1.0	2.0	11763	0		0		9	1	1			1	0		1	0			0											9	0	0	0
1	17	117.0	1.0	2.0	11764	0		0		7	1	9			1	0		1	0			0											9	0	0	0
1	17	117.0	1.0	2.0	11766	1	4	1	8	1	0				0	1	9	1	1	0		1	1	5	2	1	1	0	1	0	1	1	1	0	0	0
1	17	117.0	1.0	2.0	11767	1	6	1	4	5	1	1			1	0		0				0											9	0	0	0
1	17	117.0	1.0	2.0	11768	1	5	1	4	1	1	1			1	1	8	1	0			1	1	1	1	1	0	0	0	0	0	2	3	0	0	0
1	17	117.0	1.0	2.0	11769	0		1	8	9	0				0	1	8	1	0			1	1	3	1	1	1	0	1	0	1	1	1	0	0	0
1	18	118.0	1.0	1.0	11851	0		1	1	1	1	1			0	0		0				0											1	0	0	0
1	18	118.0	1.0	1.0	11852	0		0		6	1	1			1	0		1	0			0											9	0	0	0
1	18	118.0	1.0	1.0	11853	0		0		4	0				0	0		1	0			0											9	0	0	0
1	18	118.0	1.0	1.0	11860	0		0		8	1	1			1	0		0				0											9	0	0	0
1	18	118.0	1.0	1.0	11861	0		1	9	9	1	1			1	1	9	1	0			1	1	3	0	1	1	0	0	0	1	2	1	0	0	0
1	18	118.0	1.0	1.0	11862	0		1	9	9	1	1			1	1	9	1	0			1	1	4	0	1	1	0	1	0	0	2	1	0	0	0
1	18	118.0	1.0	1.0	11863	0		0		7	1	1			1	0		1	0			0											9	0	0	0
1	18	118.0	1.0	1.0	11864	1	2	1	9	9	1	1			0	1	9	1	0			1	0	1	1	1	1	0	0	1	1	2	2	1	0	0
1	18	118.0	1.0	1.0	11865	0		0		1	1	1			0	1	9	1	0			0											3	0	0	0
1	18	118.0	1.0	1.0	11866	0		1	9	9	1	1			1	1	9	1	0			1	0	1	1	1	0	0	0	0	0	1	1	0	0	0
1	18	118.0	1.0	1.0	11867	0		0		4	1	1			0	1	9	1	0			1	1	2	1	1	0	0	1	0	0	2	1	0	0	0
1	18	118.0	1.0	1.0	11868	0		1	9	9	1	1			1	1	9	1	0			1	0	1	1	1	1	0	0	0	0	1	3	0	0	0
1	18	118.0	1.0	1.0	11869	0		1	4	2	1	1			1	0		1	1	1	3	1	1	2	1	1	0	0	0	0	1	1	3	1	0	0
1	18	118.0	1.0	1.0	11870	1	2	1	9	5	0				0	1	9	1	1	1	3	1	1	2	1	1	0	1	1	1	1	1	1	1	0	0
1	18	118.0	1.0	1.0	11871	0		0		1	1	1			0	1	9	1	0			1	0	2	0	1	0	0	1	0	0	2	1	0	0	0
1	18	118.0	1.0	1.0	11872	0		1	1	1	1	1			0	1	9	1	1	0		1	1	5	1	1	1	0	0	0	0	2	1	0	0	0
2	1	201.0	2.0	3.0	20150	0		0		2	0				0	0																				
2	1	201.0	2.0	3.0	20151	0		0		99	0				0	0																				
2	1	201.0	2.0	3.0	20153	0		0		4	0				1	0																				
2	2	202.0	2.0	3.0	20250	0		0		7	1	1			1	0																				
2	2	202.0	2.0	3.0	20251	1	4	0		4	1	2			1	1	8																			
2	3	203.0	2.0	2.0	20350	0		0		1	0				1	0		1	0			1	0	3	2	1	1	0	0	0	0	2	1	0	0	0
2	3	203.0	2.0	2.0	20351	0		0		8	1	2			0	1	8	1	1	1	3	1	1	9	3	0	0	0	0	0	1	2	1	1	1	0
2	3	203.0	2.0	2.0	20352	0		1	1	1	0				0	0		0				0											9	0	0	0
2	3	203.0	2.0	2.0	20360	0		1	3	1	0				1	0		1	1	0		1	1	1	0	1	0	0	1	0	0	4	1	0	0	0
2	3	203.0	2.0	2.0	20361	0		1	5	1	0				0	1	9	1	0			1	1	3	0	0	0	0	0	0	1	1	2	1	0	0
2	3	203.0	2.0	2.0	20362	0		0		1	0				0	1	9	1	0			1	1	6	2	1	0	0	0	0	0	1	1	1	1	0
2	3	203.0	2.0	2.0	20363	1	4	1	1	1	0				0	1	8	1	1	0		1	1	10	2	1	0	0	1	0	0	1	1	0	0	0
2	3	203.0	2.0	2.0	20364	0		1	6	6	0				1	1	8	1	1	1	2	1	1	7	2	0	0	0	0	1	1	1	1	1	1	0
2	3	203.0	2.0	2.0	20365	0		1	1	1	0				0	1	9	1	1	1	1	1	0	4	1	0	1	0	1	0	1	1	1	0	0	0
2	3	203.0	2.0	2.0	20366	0		1	9	9	0				0	1	9	1	1	1	1	1	1	4	0	1	0	0	0	0	1	2	2	1	0	0
2	3	203.0	2.0	2.0	20367	0		1	2	2	0				0	0		1	0			0											3	0	0	0
2	3	203.0	2.0	2.0	20368	0		0		1	0				1	1	9	1	0			1	1	4	1	0	1	0	0	0	0	2	1	1	0	0
2	3	203.0	2.0	2.0	20369	0		0		1	0				0	0		1	1	1	1	1	1	3	2	1	1	0	0	0	0	2	9	1	0	0
2	4	204.0	2.0	2.0	20450	1	5	1	1	1	0				0	1	8	1	1	0		1	1	3	1	0	0	0	0	0	1	1	1	0	0	0
2	4	204.0	2.0	2.0	20451	0		0		2	0				1	1	8	1	0			1	1	1	0	0	1	0	0	0	1	1	2	0	0	0
2	4	204.0	2.0	2.0	20452	0		0		1	0				0	0		1	1	0		0											1	0	0	0
2	4	204.0	2.0	2.0	20460	1	6	0		1	0				0	0		0				0											9	0	0	0
2	4	204.0	2.0	2.0	20461	0		1	8	9	1	1			1	1	8	1	1	0		1	1	5	0	1	1	0	0	0	0	2	1	1	0	0
2	4	204.0	2.0	2.0	20462	0		0		1	0				0	0		1	0			1	1	1	1	0	0	0	0	0	0	2	1	0	0	0
2	4	204.0	2.0	2.0	20463	0		0		2	0				0	1	9	1	0			0											9	0	0	0
2	4	204.0	2.0	2.0	20464	0		1	9	1	0				0	0		1	0			0											1	0	0	0
2	4	204.0	2.0	2.0	20465	0		0		1	0				0	1	9	1	1	1	2	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0
2	4	204.0	2.0	2.0	20466	0		1	8	9	0				0	1	8	1	0			1	1	3	1	1	0	1	0	0	0	2	1	0	0	0
2	4	204.0	2.0	2.0	20467	0		1	4	4	0				1	1	9	1	0			0											1	0	0	0
2	4	204.0	2.0	2.0	20468	0		0		1	0				1	1	8	0				1	1	4	1	1	1	1	1	1	1	1	1	1	1	0
2	4	204.0	2.0	2.0	20469	0		0		2	0				0	0		0				0											1	0	0	0
2	5	205.0	2.0	1.0	20550	0		1	1	1	0				0	1	9	0				1	1	3	2	1	0	1	1	0	0	1	1	0	0	0
2	5	205.0	2.0	1.0	20551	0		1	1	1	0				0	1	9	1	0			1	0	3	2	0	1	0	0	0	1	1	1	0	0	0
2	5	205.0	2.0	1.0	20552	0		0		9	0				0	1	1	1	0			0											9	0	0	0
2	5	205.0	2.0	1.0	20560	1	2	1	1	1	0				0	1	9	1	0			1	0	2	1	0	0	0	0	0	1	1	1	0	0	0
2	5	205.0	2.0	1.0	20561	0		1	9	2	0				0	1	9	1	0			0											1	0	0	0
2	5	205.0	2.0	1.0	20562	0		1	1	1	0				0	0		0				0											1	0	0	0
2	5	205.0	2.0	1.0	20563	0		1	1	9	0				1	1	9	1	1	1	3	1	1	2	1	0	0	0	0	0	1	2	1	1	0	0
2	5	205.0	2.0	1.0	20564	0		1	1	1	0				0	1	9	1	1	1	1	1	0	3	2	1	0	0	0	1	0	1	1	0	0	0
2	5	205.0	2.0	1.0	20565	0		1	2	2	0				0	0		1	1	1	2	1	1	2	1	0	0	0	1	0	1	1	1	0	0	0
2	5	205.0	2.0	1.0	20566	0		0		2	0				0	0		1	0			0											1	0	0	0
2	5	205.0	2.0	1.0	20567	0		1	1	1	0				0	1	9	1	0			1	0	2	1	0	0	1	0	0	1	1	1	0	0	0
2	5	205.0	2.0	1.0	20568	1	5	1	4	1	0				0	1	8	1	0			1	1	2	1	1	1	0	0	0	1	1	3	1	0	0
2	5	205.0	2.0	1.0	20569	0		0		2	1	1			1	0		1	0			0											1	1	0	0
2	6	206.0	2.0	1.0	20650	0		0		2	1	1			1	0		1	0			0											1	0	0	0
2	6	206.0	2.0	1.0	20651	0		1	9	1	0				0	1	9	1	0			1	1	5	2	1	1	0	0	0	1	2	2	1	0	0
2	6	206.0	2.0	1.0	20660	0		0		8	0				1	1	9	1	0			1	1	2	0	1	1	0	0	0	1	1	3	1	1	1
2	6	206.0	2.0	1.0	20661	0		0		2	1	1			1	1	9	1	1	0		0											1	0	0	0
2	6	206.0	2.0	1.0	20662	0		0		1	0				0	1	9	1	1	1	2	1	0	3	2	0	0	1	1	1	1	1	1	0	0	0
2	6	206.0	2.0	1.0	20663	0		0		2	0				0	1	9	1	1	0		0											2	0	0	0
2	6	206.0	2.0	1.0	20664	0		0		5	0				1	0		0				0											1	0	0	0
2	6	206.0	2.0	1.0	20665	1	4	1	2	2	0				1	1	5	1	0			0											3	1	0	0
2	6	206.0	2.0	1.0	20666	0		1	9	9	0				0	1	9	1	1	1	3	1	1	1	1	1	1	0	0	0	0	1	3	0	0	0
2	6	206.0	2.0	1.0	20667	0		0		1	0				1	1	9	1	0			0											1	0	0	0
2	6	206.0	2.0	1.0	20668	1	3	0		1	0				1	1	9	1	0			1	0	3	1	0	0	1	1	1	1	1	1	0	0	0
2	6	206.0	2.0	1.0	20669	0		0		1	0				0	1	9	1	0			1	0	1	0	0	1	0	0	0	0	2	2	0	0	0
2	7	207.0	2.0	2.0	20750	0		0		2	0				0	0		1	0			0											1	0	0	0
2	7	207.0	2.0	2.0	20752	0		0		2	1	1			1	1	9	1	0			1	0	2	1	1	1	0	0	0	1	1	1	0	0	0
2	7	207.0	2.0	2.0	20753	0		1	2	1	0				1	1	9	1	1	1	1	0											1	0	0	0
2	7	207.0	2.0	2.0	20760	1	5	1	8	8	1	2			1	1	8					1	1	15	2	1	1	1	0	0	1	2	1	1	0	1
2	7	207.0	2.0	2.0	20761	0		0		2	0				0	0		0				0											1	0	0	0
2	7	207.0	2.0	2.0	20762	0		1	9	9	0				1	1	9	1	1	1	1	0											2	0	0	0
2	7	207.0	2.0	2.0	20763	0		0		9	0				0	1	9	1	0			1	0	2	0	1	0	0	0	0	0	2	2	0	0	0
2	7	207.0	2.0	2.0	20764	0		0		1	0				0	0		1	0			0											1	0	0	0
2	7	207.0	2.0	2.0	20765	0		0		1	0				0	1	9	1	0			1	0	4	2	0	0	0	1	1	1	1	1	0	0	0
2	7	207.0	2.0	2.0	20766	1	4	1	5	1	0				0	1	8	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0
2	7	207.0	2.0	2.0	20767	1	5	1	2	1	0				0	1	8	1	0			1	1	1	0	1	1	0	1	0	1	1	1	0	0	0
2	7	207.0	2.0	2.0	20768	1	5	0		4	0				1	1	8	1	0			1	1	5	1	1	0	0	0	0	0	2	2	0	0	0
2	7	207.0	2.0	2.0	20769	0		0		2	0				1	1	8	1	0			0											1	0	0	0
2	8	208.0	2.0	1.0	20850	0		0		2	0				0	0		1	0			0											2	0	0	0
2	8	208.0	2.0	1.0	20852	0		0		2	0				0	0		1	0			0											9	0	0	0
2	8	208.0	2.0	1.0	20853	0		1	2	1	0				1	0		1	1	0		0											1	0	0	0
2	8	208.0	2.0	1.0	20860	0		0		1	0				1	1	8	1	1	1	1	1	1	2	1	1	0	0	0	1	1	1	1	0	0	0
2	8	208.0	2.0	1.0	20861	0		1	9	9	0				1	1	9	1	1	1	2	0											1	0	0	0
2	8	208.0	2.0	1.0	20862	0		0		1	0				0	0		1	0			0											3	0	0	0
2	8	208.0	2.0	1.0	20863	0		0		9	0				0	1	9	1	0			1	1	2	0	1	0	0	0	0	0	2	2	0	0	0
2	8	208.0	2.0	1.0	20864	0		0		2	0				0	0		1	0			0											9	0	0	0
2	8	208.0	2.0	1.0	20865	0		0		2	0				0	0		1	0			0											1	0	0	0
2	8	208.0	2.0	1.0	20866	0		0		1	0				0	0		0				0											1	0	0	0
2	8	208.0	2.0	1.0	20867	1	3	0		2	1	1			1	0		1	0			0											1	0	0	0
2	8	208.0	2.0	1.0	20868	0		1	1	1	0				0	0		1	1	0		1	1	4	2	0	0	0	0	1	0	1	3	0	0	0
2	8	208.0	2.0	1.0	20869	0		0		2	0				0	1	9	1	0			1	1	2	1	1	1	0	0	0	0	2	1	0	0	0
2	9	209.0	2.0	3.0	20950	0		0		2	1	1			1	0																				
3	1	301.0	3.0	2.0	30150	0		0		5	0				1	1	8	1	1	1	1	1	1	3	1	1	1	0	0	0	1	1	9	0	0	0
3	1	301.0	3.0	2.0	30151	0		0		2	0				0	0		1	0			0											1	0	0	0
3	1	301.0	3.0	2.0	30152	0		1	1	1	0				0	0		0				0											1	0	0	0
3	1	301.0	3.0	2.0	30160	1	6	1	6	4	0				1	1	8	1	1	1	5	1	1	2	1	1	0	0	0	1	0	1	1	1	1	0
3	1	301.0	3.0	2.0	30161	0		0		2	0				0	1	8	1	1	0		1	1	4	0	1	0	0	0	0	1	2	1	0	0	0
3	1	301.0	3.0	2.0	30162	1	3	1	10	8	0				0	1	8	1	1	1	3	1	1	2	0	1	0	1	0	0	1	1	1	0	0	0
3	1	301.0	3.0	2.0	30163	1	4	1	9	9	0				0	1	9	1	1	0		1	0	3	0	1	1	0	0	0	1	1	2	0	0	0
3	1	301.0	3.0	2.0	30164	1	4	0		1	0				1	1	8	1	0			1	1	6	3	1	0	0	1	0	0	1	1	1	0	0
3	1	301.0	3.0	2.0	30165	0		0		2	0				0	1	8	1	0			1	1	1	0	1	1	0	0	0	1	2	3	0	0	0
3	1	301.0	3.0	2.0	30166	0		0		5	0				0	0		1	0			0											2	0	0	0
3	1	301.0	3.0	2.0	30167	0		0		1	0				1	1	9	1	1	0		0											2	0	0	0
3	1	301.0	3.0	2.0	30168	0		0		1	1	1			1	0		1	0			0											1	0	0	0
3	1	103.0	1.0	2.0	30169	0		0		2	0				0	1	9	1	1	1	1	0											1	0	0	0
3	2	302.0	3.0	2.0	30250	0		1	1	1	1	1			1	1	8	1	1	0		1	1	2	1	1	1	0	1	0	0	2	2	0	0	0
3	2	302.0	3.0	2.0	30251	1	5	1	6	1	0				1	1	8	1	0			1	1	4	2	1	0	0	0	0	1	1	1	0	0	0
3	2	302.0	3.0	2.0	30260	0		1	2	2	0				1	1	8	1	1	1	1	1	1	2	1	1	1	0	0	0	0	2	3	1	0	0
3	2	302.0	3.0	2.0	30261	0		1	2	2	0				0	1	9	1	0			1	1	3	1	0	1	0	1	0	1	1	1	0	0	0
3	2	302.0	3.0	2.0	30262	0		0		2	0				0	1	8	1	1	1	2	1	0	2	0	1	1	0	0	0	1	1	1	0	0	0
3	2	302.0	3.0	2.0	30263	0		1	4	8	0				1	1	8	1	1	1	2	1	1	5	1	1	0	0	0	0	0	2	1	1	0	0
3	2	302.0	3.0	2.0	30264	0		0		9	0				0	0		1	0			0											1	0	0	0
3	2	302.0	3.0	2.0	30265	1	5	1	2	2	1	1			1	1	8	1	0			1	1	1	0	1	0	0	0	0	0	2	3	0	0	0
3	2	302.0	3.0	2.0	30266	0		0		4	0				0	1	9	1	0			1	0	1	0	1	0	0	0	0	0	2	3	0	0	0
3	2	302.0	3.0	2.0	30267	0		1	9	1	1	1			1	1	9	1	0			1	1	3	1	1	1	0	0	0	1	2	1	0	0	0
3	2	302.0	3.0	2.0	30268	0		0		1	0				1	1	9	1	0			0											2	0	0	0
3	2	302.0	3.0	2.0	30269	0		0		2	0				0	1	5	1	0			0											3	0	0	0
3	3	303.0	3.0	1.0	30350	0		0		9	0				1	1	9	1	0			1	1	3	0	1	1	0	0	0	0	2	2	0	0	0
3	3	303.0	3.0	1.0	30351	0		1	8	2	1	1			1	1	8	1	1	1	1	1	1	2	1	1	1	0	0	0	0	2	1	1	0	0
3	3	303.0	3.0	1.0	30352	0		1	2	2	0				0	0		1	0			0											9	0	0	0
3	3	303.0	3.0	1.0	30354	1	2	0		1	0				0	1	9	1	1	1	1	1	1	2	1	0	0	1	1	1	1	1	1	0	0	0
3	3	303.0	3.0	1.0	30360	0		0		2	1	1			1	1	8	1	0			1	1	2	1	1	1	0	0	0	1	2	1	1	0	0
3	3	303.0	3.0	1.0	30361	0		0		2	1	1			1	1	8	1	1	1	1	1	1	2	1	1	1	0	0	0	0	2	2	0	0	0
3	3	303.0	3.0	1.0	30362	0		0		2	0				0	1	9	1	0			1	1	1	0	1	1	0	0	0	0	2	2	1	0	0
3	3	303.0	3.0	1.0	30363	0		0		9	0				0	1	9	1	0			1	0	1	0	1	0	0	0	0	0	2	2	1	0	0
3	3	303.0	3.0	1.0	30364	0		0		9	0				0	1	9	1	1	1	1	1	1	4	4	1	1	0	0	0	1	2	2	1	0	0
3	3	303.0	3.0	1.0	30365	0		0		9	0				0	1	8	1	1	0		1	1	3	0	1	1	0	0	0	1	2	1	1	0	0
3	3	303.0	3.0	1.0	30366	1	3	1	6	1	0				0	1	8	1	1	1	4	1	1	5	1	1	1	0	0	0	0	1	3	1	0	0
3	3	303.0	3.0	1.0	30367	0		1	2	2	1	2			1	1	8	1	1	1	2	1	1	4	1	1	0	0	0	0	0	1	2	0	0	0
3	3	303.0	3.0	1.0	30368	0		1	1	1	0				0	1	9	1	1	1	2	0											1	1	1	0
3	3	303.0	3.0	1.0	30369	1	4	0		1	0				0	1	8	1	1	1	1	1	1	4	1	1	0	1	0	0	0	1	1	1	1	0
3	4	304.0	3.0	3.0	30450	0		0		2	0				0	0																				
3	4	304.0	3.0	3.0	30451	0		1	1	1	0				1	0																				
3	4	304.0	3.0	3.0	30452	0		1	1	1	0				1	0																				
3	4	304.0	3.0	3.0	30453	0		0		1	0				0	0																				
3	4	304.0	3.0	3.0	30454	0		1	5	1	0				1	0																				
3	5	305.0	3.0	3.0	30550	0		1	1	1	0				0	0																				
3	5	305.0	3.0	3.0	30551	0		0		2	1	1			1	0																				
3	5	305.0	3.0	3.0	30552	0		1	4	1	0				0	0																				
4	1	401.0	3.0	3.0	40150	0		0		1	0				0	0																				
4	1	401.0	3.0	3.0	40151	1	6	0		1	0				1	0																				
4	1	401.0	3.0	3.0	40152	1	2	0		1	0				1	0																				
4	2	402.0	3.0	1.0	40250	1	5	0		1	0				0	1	8	1	1	1	2	1	1	4	1	1	0	0	1	0	0	2	1	1	0	0
4	2	402.0	3.0	1.0	40251	0		0		2	0				0	1	8	1	0			1	1	2	1	1	1	0	0	0	1	1	1	0	0	0
4	2	402.0	3.0	1.0	40252	0		0		2	1	1			1	1	8	1	1	1	3	1	1	4	1	1	1	1	0	0	0	2	1	1	0	0
4	2	402.0	3.0	1.0	40260	0		0		2	0				0	1	9	1	0			1	1	4	2	1	0	0	0	0	0	1	1	1	1	0
4	2	402.0	3.0	1.0	40261	0		0		2	0				0	1	9	1	0			1	0	1	0	1	1	0	0	0	0	2	1	0	0	0
4	2	402.0	3.0	1.0	40262	0		0		1	0				0	1	9	1	1	1	1	1	1	2	1	1	1	0	0	0	0	1	2	0	0	0
4	2	402.0	3.0	1.0	40263	0		0		5	0				0	1	8	1	1	0		1	1	3	0	1	1	1	0	0	1	1	1	1	0	0
4	2	402.0	3.0	1.0	40264	0		0		2	0				0	1	9	1	0			1	0	4	1	0	0	1	1	1	1	1	1	0	0	0
4	2	402.0	3.0	1.0	40265	0		0		2	0				0	0		1	0			0											1	0	0	0
4	2	402.0	3.0	1.0	40266	0		1	4	4	0				0	1	4	1	0			1	0	2	0	1	0	0	0	0	0	2	2	0	0	0
4	2	402.0	3.0	1.0	40267	1	4	1	4	1	0				1	1	9	1	1	0		0											1	0	0	0
4	2	402.0	3.0	1.0	40268	1	3	1	1	1	0				0	1	9	1	0			0											1	0	0	0
