district	village	villno	strno	group	hhid	plot	f03a	f03b	f03c	f03d	f04	f05	f06	f07	f07a	f08	f09
2	1	201.0	2.0	3.0	20110	3	11	9	2		1	1500	2	1	0	0	1
2	1	201.0	2.0	3.0	20110	4	9	12	3	9	2	12000	2	0		0	2
2	1	201.0	2.0	3.0	20110	5	1	9	4	24		375	2				
2	1	201.0	2.0	3.0	20111	1	1	9			3	5000	2	0		0	1
2	1	201.0	2.0	3.0	20111	2	3				3	600	2	0		0	1
2	1	201.0	2.0	3.0	20111	3	24				3	450	2	0		0	1
2	1	201.0	2.0	3.0	20112	1	1	9	24	40	2	1200	2	0		0	1
2	1	201.0	2.0	3.0	20112	2	3				2	450	2	0		0	1
2	1	201.0	2.0	3.0	20112	3	2				2	200	2	0		0	1
2	1	201.0	2.0	3.0	20113	1	1	9			1	1500	2	0		0	1
2	1	201.0	2.0	3.0	20113	2	3				1	800	2	0		0	1
2	1	201.0	2.0	3.0	20113	3	2				1	450	2	0		0	1
2	1	201.0	2.0	3.0	20114	1	11				1	3	1	0		0	1
2	1	201.0	2.0	3.0	20114	2	1				1	1	1	0		0	1
2	1	201.0	2.0	3.0	20114	3	9	1			1	0.5	1	0		0	1
2	1	201.0	2.0	3.0	20114	4	3	9	24		1	2000	2	0		0	1
2	1	201.0	2.0	3.0	20115	1	1	9			1	1	1	0		0	1
2	1	201.0	2.0	3.0	20115	2	11	24	9		1	2500	2	0		0	1
2	1	201.0	2.0	3.0	20116	1	1	9	24	60	3	1	1	0		0	1
2	1	201.0	2.0	3.0	20116	2	9				3	3500	2	0		0	1
2	1	201.0	2.0	3.0	20117	1	1	3			1	14000	2	1	0	0	1
2	1	201.0	2.0	3.0	20117	2	9				1	10000	2	0		0	1
2	1	201.0	2.0	3.0	20118	1	9	1	24		1	3000	2	0		0	1
2	1	201.0	2.0	3.0	20118	2	9	1			1	1000	2	0		0	1
2	1	201.0	2.0	3.0	20118	3	11				5	600	2	0		0	1
2	1	201.0	2.0	3.0	20118	4	40				1	500	2	1	0	1	1
2	1	201.0	2.0	3.0	20118	5	9	24				450	2				
2	1	201.0	2.0	3.0	20119	1	11	24			2	1	1	0		0	1
2	1	201.0	2.0	3.0	20119	2	1	9	9		2	1	1	0		0	1
2	1	201.0	2.0	3.0	20119	3	2	40			2	2600	2	1	1	0	1
2	1	201.0	2.0	3.0	20119	4	3				2	900	2	0		0	1
2	1	201.0	2.0	3.0	20119	5	4	9				600	2				
2	1	201.0	2.0	3.0	20120	1	1	9			4	9450	2	0		0	1
2	1	201.0	2.0	3.0	20120	2	1	9	24		4	3250	2	0		0	2
2	1	201.0	2.0	3.0	20120	3	3				4	2500	2	1	0	0	1
2	1	201.0	2.0	3.0	20120	4	40				4	1840	2	1	1	1	1
2	2	202.0	2.0	3.0	20201	1	1	9			6	20000	2	0		0	1
2	2	202.0	2.0	3.0	20201	2	3	14			3	6400	2	0		0	1
2	2	202.0	2.0	3.0	20201	3	2				1	640	2	1	1	0	1
2	2	202.0	2.0	3.0	20202	1	1	9	24	9	7	5000	2	0		0	1
2	2	202.0	2.0	3.0	20202	2	11	24			7	2500	2	0		0	1
2	2	202.0	2.0	3.0	20202	3	3				2	900	2	0		0	2
2	2	202.0	2.0	3.0	20202	4	40				7	625	2	1	1	0	1
2	2	202.0	2.0	3.0	20203	1	1	9	24	9	4	1780	2	0		0	1
2	2	202.0	2.0	3.0	20203	2	3				4	1450	2	0		0	1
2	2	202.0	2.0	3.0	20203	3	1				4	700	2	0		0	1
2	2	202.0	2.0	3.0	20203	4	14				4	10	2	0		0	2
2	2	202.0	2.0	3.0	20204	1	9	1	9		3	1	1	0		0	1
2	2	202.0	2.0	3.0	20204	2	9	1			3	2100	2	0		0	1
2	2	202.0	2.0	3.0	20204	3	30				3	1600	2	0		0	1
2	2	202.0	2.0	3.0	20204	4	3				4	750	2	0		0	1
2	2	202.0	2.0	3.0	20204	5	2	12				645	2				
2	2	202.0	2.0	3.0	20205	1	1	9			1	1	1	0		0	1
2	2	202.0	2.0	3.0	20205	2	9	9	24		1	5000	2	0		0	1
2	2	202.0	2.0	3.0	20205	3	2				1	1500	2	1	1	0	1
2	2	202.0	2.0	3.0	20205	4	3				1	1100	2	0		0	1
2	2	202.0	2.0	3.0	20206	1	1	9	9		2	5000	2	0		0	1
2	2	202.0	2.0	3.0	20206	2	11	24			2	4000	2	0		0	1
2	2	202.0	2.0	3.0	20206	3	9	24	12		2	2000	2	0		0	2
2	2	202.0	2.0	3.0	20206	4	40				2	500	2	1	1	0	1
2	2	202.0	2.0	3.0	20206	5	40					500	2				
2	2	202.0	2.0	3.0	20207	1	11	24			4	0.5	1	0		0	1
2	2	202.0	2.0	3.0	20207	2	1	9	9		4	2500	2	0		0	1
2	2	202.0	2.0	3.0	20207	3	9	3			4	1800	2	0		0	1
2	2	202.0	2.0	3.0	20207	4	12	13	14		4	1200	2	0		0	1
2	2	202.0	2.0	3.0	20207	5	2	40				950	2				
2	2	202.0	2.0	3.0	20208	1	1	9			1	1900	2	0		0	1
2	2	202.0	2.0	3.0	20208	2	11				1	1400	2	0		1	3
2	2	202.0	2.0	3.0	20208	3	9	3	14		1	1250	2	0		0	1
2	2	202.0	2.0	3.0	20208	4	40				1	940	2	0		0	1
2	2	202.0	2.0	3.0	20208	5	2					880	2				
2	2	202.0	2.0	3.0	20209	1	9	9	24		4	2500	2	0		0	1
2	2	202.0	2.0	3.0	20209	2	3				4	1200	2	0		0	1
2	2	202.0	2.0	3.0	20209	3	1				4	1150	2	0		0	1
2	2	202.0	2.0	3.0	20209	4	2				4	550	2	1	1	0	1
2	2	202.0	2.0	3.0	20209	5	13	14				450	2				
2	2	202.0	2.0	3.0	20210	1	1	9	9	4	2	7200	2	1	0	0	1
2	2	202.0	2.0	3.0	20210	2	12				2	2500	2	0		0	1
2	2	202.0	2.0	3.0	20210	3	3				5	625	2	0		0	1
2	2	202.0	2.0	3.0	20210	4	2				5	600	2	1	1	0	1
2	2	202.0	2.0	3.0	20210	5	14					150	2				
2	2	202.0	2.0	3.0	20211	1	9	24	1	3	1	18000	2	0		0	1
2	2	202.0	2.0	3.0	20211	2	9				2	1500	2	0		0	1
2	2	202.0	2.0	3.0	20212	1	1	9	9	9	1	4800	2	1	0	0	1
2	2	202.0	2.0	3.0	20212	2	3	9	12		1	600	2	0		0	2
2	2	202.0	2.0	3.0	20212	3	14				1	80	2	0		0	1
2	2	202.0	2.0	3.0	20213	1	1	9	9		2	2800	2	0		0	2
2	2	202.0	2.0	3.0	20213	2	1	9			4	1700	2	0		0	2
2	2	202.0	2.0	3.0	20213	3	3	1	9		2	1200	2	0		0	2
2	2	202.0	2.0	3.0	20214	1	1	9	9	3	4	4200	2	0		0	1
2	2	202.0	2.0	3.0	20214	2	14				4	200	2	0		0	1
2	2	202.0	2.0	3.0	20215	1	1	9			1	1	1	0		0	1
2	2	202.0	2.0	3.0	20215	2	1	40	9		1	1200	2	1	0	0	1
2	2	202.0	2.0	3.0	20215	3	14				1	50	2	0		0	1
2	2	202.0	2.0	3.0	20216	1	1	9			3	19000	2	0		0	1
2	2	202.0	2.0	3.0	20216	2	1	9			1	5000	2	0		0	1
2	2	202.0	2.0	3.0	20216	3	3	24			1	2000	2	0		0	1
2	2	202.0	2.0	3.0	20217	1	3				1	4000	2	0		0	1
2	2	202.0	2.0	3.0	20217	2	1	9	24		3	5000	2	0		0	1
2	2	202.0	2.0	3.0	20217	3	1	9			3	5000	2	0		0	1
2	2	202.0	2.0	3.0	20217	4	2				4	900	2	1	1	0	1
2	2	202.0	2.0	3.0	20217	5	40					50	2				
2	2	202.0	2.0	3.0	20218	1	1	9	9	24	5	1050	2	0		0	1
2	2	202.0	2.0	3.0	20218	2	12				5	850	2	0		0	1
2	2	202.0	2.0	3.0	20218	3	3				5	670	2	0		0	1
2	2	202.0	2.0	3.0	20219	1	1	9	30		2	10000	2	0		0	1
2	2	202.0	2.0	3.0	20219	2	1	9	16		1	7500	2	0		0	1
2	2	202.0	2.0	3.0	20219	3	9	24	1		1	3500	2	0		0	1
2	2	202.0	2.0	3.0	20219	4	9	1	3		1	2500	2	0		0	1
2	2	202.0	2.0	3.0	20219	5	4					36	2				
2	2	202.0	2.0	3.0	20220	1	1	9	9	24	1	2100	2	0		0	1
2	2	202.0	2.0	3.0	20220	2	9	1			1	1800	2	1	0	0	1
2	2	202.0	2.0	3.0	20220	3	12	14	9	3	2	600	2	0		0	1
2	3	203.0	2.0	2.0	20301	1	1	3			1	9000	2	0		0	1
2	3	203.0	2.0	2.0	20301	2	1	9	4		1	1900	2	0		0	1
2	3	203.0	2.0	2.0	20301	3	2				6	400	2	1	1	0	1
2	3	203.0	2.0	2.0	20301	4	9	13			5	100	2	0		0	1
2	3	203.0	2.0	2.0	20302	1	1	9			1	2	1	0		0	1
2	3	203.0	2.0	2.0	20302	2	11	24			1	2450	2	0		0	1
2	3	203.0	2.0	2.0	20302	3	3				1	2150	2	0		0	1
2	3	203.0	2.0	2.0	20302	4	12				1	1970	2	0		0	1
2	3	203.0	2.0	2.0	20302	5	13					100	2				
2	3	203.0	2.0	2.0	20303	1	1				2	3500	2	0		0	1
2	3	203.0	2.0	2.0	20303	2	3				2	1100	2	0		0	1
2	3	203.0	2.0	2.0	20303	3	9				1	600	2	1	0	0	1
2	3	203.0	2.0	2.0	20303	4	13				2	150	2	0		0	1
2	3	203.0	2.0	2.0	20304	1	1				4	4270	2	0		0	1
2	3	203.0	2.0	2.0	20304	2	9				4	3550	2	0		0	1
2	3	203.0	2.0	2.0	20304	3	3				4	3120	2	0		0	1
2	3	203.0	2.0	2.0	20304	4	13				4	350	2	1	1	0	1
2	3	203.0	2.0	2.0	20305	1	9				4	1	1	0		0	1
2	3	203.0	2.0	2.0	20305	2	1	40			4	8800	2	0		0	1
2	3	203.0	2.0	2.0	20305	3	9	1			4	2500	2	0		0	1
2	3	203.0	2.0	2.0	20305	4	3				4	1600	2	0		0	2
2	3	203.0	2.0	2.0	20305	5	11	2				2500	2				
2	3	203.0	2.0	2.0	20306	1	1	9	12		1	1.5	1	1	0	0	1
2	3	203.0	2.0	2.0	20306	2	1	3	9		3	2500	2	0		0	1
2	3	203.0	2.0	2.0	20306	3	1	3	9		3	1200	2	0		0	1
2	3	203.0	2.0	2.0	20306	4	2	1	9	60	3	1100	2	1	1	0	1
2	3	203.0	2.0	2.0	20306	5	1	9	13	24		1000	2				
2	3	203.0	2.0	2.0	20307	1	1	9			1	2800	2	0		0	1
2	3	203.0	2.0	2.0	20308	1	1	9	3	24	1	5000	2	0		0	1
2	3	203.0	2.0	2.0	20308	2	9				1	3500	2	1	1	0	1
2	3	203.0	2.0	2.0	20308	3	9				1	2500	2	1	1	0	1
2	3	203.0	2.0	2.0	20308	4	9				1	1500	2	1	1	0	1
2	3	203.0	2.0	2.0	20308	5	12	13				1000	2				
2	3	203.0	2.0	2.0	20309	1	1	9			2	5600	2	0		0	1
2	3	203.0	2.0	2.0	20309	2	1				2	2400	2	0		0	1
2	3	203.0	2.0	2.0	20309	3	13				2	60	2	0		0	2
2	3	203.0	2.0	2.0	20310	1	1				1	1.5	1	0		0	1
2	3	203.0	2.0	2.0	20310	2	9				5	0.5	1	0		0	1
2	3	203.0	2.0	2.0	20310	3	3				4	4000	2	0		0	2
2	3	203.0	2.0	2.0	20310	4	11				4	2500	2	0		0	1
2	3	203.0	2.0	2.0	20310	5	1	9	13			1350	2				
2	3	203.0	2.0	2.0	20311	1	11	24			1	1	1	0		0	1
2	3	203.0	2.0	2.0	20311	2	1	9			1	0.5	1	0		0	1
2	3	203.0	2.0	2.0	20311	3	12	9			1	1200	2	0		0	1
2	3	203.0	2.0	2.0	20311	4	1	13			3	200	2	0		0	1
2	3	203.0	2.0	2.0	20312	1	1	3	9		1	2500	2	0		0	1
2	3	203.0	2.0	2.0	20312	2	9	24			1	2000	2	0		0	1
2	3	203.0	2.0	2.0	20312	3	12				1	1900	2	0		0	1
2	3	203.0	2.0	2.0	20312	4	2	90	9		1	1500	2	1	1	0	1
2	3	203.0	2.0	2.0	20312	5	13					200	2				
2	3	203.0	2.0	2.0	20313	1	11	24			4	2	1	0		0	1
2	3	203.0	2.0	2.0	20313	2	9				4	1.5	1	0		0	1
2	3	203.0	2.0	2.0	20313	3	1	9			4	0.5	1	0		0	1
2	3	203.0	2.0	2.0	20313	4	12				4	200	2	0		0	1
2	3	203.0	2.0	2.0	20314	1	1	9			5	1	1	0		0	1
2	3	203.0	2.0	2.0	20314	2	3	12	24		2	3800	2	1	0	1	1
2	3	203.0	2.0	2.0	20315	1	1	9			4	0.5	1	0		0	1
2	3	203.0	2.0	2.0	20315	2	3	9			4	2000	2	0		0	1
2	3	203.0	2.0	2.0	20315	3	9	24			4	1200	2	0		0	1
2	3	203.0	2.0	2.0	20315	4	12	9			4	900	2	0		0	1
2	3	203.0	2.0	2.0	20316	1	1	11			1	1.5	1	0		0	1
2	3	203.0	2.0	2.0	20316	2	9	3			1	700	2	0		0	1
2	3	203.0	2.0	2.0	20316	3	9	13			1	200	2	0		0	1
2	3	203.0	2.0	2.0	20316	4	9	12			1	150	2	0		0	1
2	3	203.0	2.0	2.0	20317	1	1	9			4	2.5	1	0		0	1
2	3	203.0	2.0	2.0	20317	2	40	9			4	1	1	1	0	1	1
2	3	203.0	2.0	2.0	20317	3	11				4	2500	2	0		0	1
2	3	203.0	2.0	2.0	20317	4	9				4	2500	2	1	0	0	1
2	3	203.0	2.0	2.0	20317	5	3	13				2500	2				
2	3	203.0	2.0	2.0	20318	1	1	9			1	1650	2	0		0	1
2	3	203.0	2.0	2.0	20318	2	3				1	1410	2	0		0	1
2	3	203.0	2.0	2.0	20318	3	13				1	300	2	0		0	1
2	3	203.0	2.0	2.0	20319	1	1	9			5	1450	2	0		0	1
2	3	203.0	2.0	2.0	20319	2	3	24			5	1370	2	0		0	1
2	3	203.0	2.0	2.0	20319	3	13				5	1050	2	0		0	1
2	3	203.0	2.0	2.0	20320	1	1	9			1	7200	2	0		0	2
2	3	203.0	2.0	2.0	20320	2	1	9			5	6000	2	0		0	2
2	3	203.0	2.0	2.0	20320	3	3				1	3000	2	0		0	1
2	3	203.0	2.0	2.0	20320	4	13				1	24	2	0		0	1
2	4	204.0	2.0	2.0	20401	1	1	9	9	12	3	3600	2	1	0	0	1
2	4	204.0	2.0	2.0	20401	2	11	24			3	3250	2	1	0	0	1
2	4	204.0	2.0	2.0	20401	3	3				3	1600	2	0		0	1
2	4	204.0	2.0	2.0	20401	4	2				5	450	2	1	1	0	1
2	4	204.0	2.0	2.0	20401	5	13					200	2				
2	4	204.0	2.0	2.0	20402	1	1	9	3	4	4	5200	2	0		0	1
2	4	204.0	2.0	2.0	20402	2	11	24			4	1875	2	0		0	1
2	4	204.0	2.0	2.0	20402	3	3	9			4	1350	2	0		0	2
2	4	204.0	2.0	2.0	20402	4	2				4	150	2	1	1	0	2
2	4	204.0	2.0	2.0	20402	5	12	13	14			850	2				
2	4	204.0	2.0	2.0	20403	1	1	9	9	24	4	580	2	0		0	1
2	4	204.0	2.0	2.0	20403	2	3	9			4	280	2	0		0	1
2	4	204.0	2.0	2.0	20403	3	12				4	180	2	0		0	1
2	4	204.0	2.0	2.0	20403	4	13				3	30	2	0		0	1
2	4	204.0	2.0	2.0	20404	1	1	9	9	40	3	2	1	0		0	1
2	4	204.0	2.0	2.0	20404	2	9	3			3	3600	2	0		0	2
2	4	204.0	2.0	2.0	20404	3	13	12			3	60	2	1	0	0	2
2	4	204.0	2.0	2.0	20405	1	9	9	1	24	3	6000	2	0		0	2
2	4	204.0	2.0	2.0	20405	2	9	1	13		2	4000	2	0		0	1
2	4	204.0	2.0	2.0	20405	3	3	1			1	2400	2	0		0	2
2	4	204.0	2.0	2.0	20407	1	1	3	9	24	4	2500	2	0		0	1
2	4	204.0	2.0	2.0	20407	2	11	24			4	1400	2	0		0	2
2	4	204.0	2.0	2.0	20407	3	12				4	1000	2	0		0	1
2	4	204.0	2.0	2.0	20407	4	2				4	900	2	1	0	0	1
2	4	204.0	2.0	2.0	20407	5	13					500	2				
2	4	204.0	2.0	2.0	20408	1	1	9	12	2	1	1	1	1	0	0	1
2	4	204.0	2.0	2.0	20408	2	13	12			1	300	2	0		0	2
2	4	204.0	2.0	2.0	20409	1	1	9	9	4	4	5950	2	0		0	2
2	4	204.0	2.0	2.0	20409	2	11				4	3000	2	0		0	2
2	4	204.0	2.0	2.0	20409	3	3	30	9		4	1350	2	0		0	2
2	4	204.0	2.0	2.0	20409	4	12	13	14		4	1250	2	1	0	0	1
2	4	204.0	2.0	2.0	20409	5	60	90				150	2				
2	4	204.0	2.0	2.0	20410	1	11	24	9	9	5	9375	2	0		0	3
2	4	204.0	2.0	2.0	20410	2	1	9	13	14	1	4000	2	1	0	0	3
2	4	204.0	2.0	2.0	20410	3	12	9	3		2	600	2	0		0	3
2	4	204.0	2.0	2.0	20410	4	9	24	40	4	2	500	2	0		0	2
2	4	204.0	2.0	2.0	20410	5	2					150	2				
2	4	204.0	2.0	2.0	20411	1	11				3	2500	2	0		0	1
2	4	204.0	2.0	2.0	20411	2	1	9	24		4	2000	2	0		0	2
2	4	204.0	2.0	2.0	20411	3	2				4	875	2	1	1	0	1
2	4	204.0	2.0	2.0	20412	1	3	1	9		1	8000	2	0		0	1
2	4	204.0	2.0	2.0	20412	2	1				1	4000	2	0		0	1
2	4	204.0	2.0	2.0	20412	3	1	9	3		1	3500	2	0		0	1
2	4	204.0	2.0	2.0	20412	4	9	1			1	2000	2	0		0	1
2	4	204.0	2.0	2.0	20412	5	1					1500	2				
2	4	204.0	2.0	2.0	20413	1	9	1			1	2	1	0		0	1
2	4	204.0	2.0	2.0	20413	2	12	9	24		3	2500	2	1	0	0	1
2	4	204.0	2.0	2.0	20414	1	1	24			4	1	1	0		0	1
2	4	204.0	2.0	2.0	20414	2	3	9			4	0.5	1	0		0	1
2	4	204.0	2.0	2.0	20414	3	2				4	1400	2	1	1	0	1
2	4	204.0	2.0	2.0	20414	4	14				4	600	2	0		0	1
2	4	204.0	2.0	2.0	20415	1	1	9			1	5600	2	0		0	1
2	4	204.0	2.0	2.0	20415	2	14				1	28	2	0		0	1
2	4	204.0	2.0	2.0	20416	1	1	3	9	9	3	4500	2	1	0	0	1
2	4	204.0	2.0	2.0	20416	2	1	3	9	9	3	3500	2	1	0	0	1
2	4	204.0	2.0	2.0	20416	3	11	24			3	1500	2	0		0	1
2	4	204.0	2.0	2.0	20416	4	2				5	192	2	1	1	0	1
2	4	204.0	2.0	2.0	20416	5	1	3	9			180	2				
2	4	204.0	2.0	2.0	20417	1	1	3	9	9	1	5000	2	0		0	1
2	4	204.0	2.0	2.0	20417	2	1				1	1500	2	0		0	1
2	4	204.0	2.0	2.0	20417	3	11				1	1000	2	0		0	1
2	4	204.0	2.0	2.0	20417	4	13	14	12		1	700	2	0		0	1
2	4	204.0	2.0	2.0	20418	1	1	9	3	9	4	8550	2	0		0	1
2	4	204.0	2.0	2.0	20418	2	11				4	2700	2	0		0	1
2	4	204.0	2.0	2.0	20418	3	12	9	1	24	4	1200	2	0		0	1
2	4	204.0	2.0	2.0	20418	4	13	14			4	250	2	0		0	1
2	4	204.0	2.0	2.0	20418	5	2					160	2				
2	4	204.0	2.0	2.0	20419	1	12	13	9		3	200	2	0		0	1
2	4	204.0	2.0	2.0	20419	2	3				3	110	2	0		0	1
2	4	204.0	2.0	2.0	20419	3	2				3	70	2	1	1	0	1
2	5	205.0	2.0	1.0	20501	1	9	1			1	7000	2	0		0	1
2	5	205.0	2.0	1.0	20501	2	3				1	4000	2	0		0	1
2	5	205.0	2.0	1.0	20501	3	12	13	14		1	300	2	0		0	1
2	5	205.0	2.0	1.0	20502	1	1	12			1	2950	2	0		0	1
2	5	205.0	2.0	1.0	20502	2	3				1	1700	2	0		0	1
2	5	205.0	2.0	1.0	20502	3	2				1	930	2	1	1	0	1
2	5	205.0	2.0	1.0	20502	4	13				1	50	2	0		0	2
2	5	205.0	2.0	1.0	20503	1	1	9			1	5000	2	0		0	2
2	5	205.0	2.0	1.0	20503	2	3				1	3000	2	0		0	1
2	5	205.0	2.0	1.0	20503	3	11				5	2000	2	0		0	1
2	5	205.0	2.0	1.0	20503	4	12	24	9	13	5	1200	2	0		0	1
2	5	205.0	2.0	1.0	20504	1	1				1	1.5	1	0		0	1
2	5	205.0	2.0	1.0	20504	2	3				1	1	1	0		0	1
2	5	205.0	2.0	1.0	20504	3	11	24	13	14	1	0.5	1	0		0	1
2	5	205.0	2.0	1.0	20504	4	2				1	0.5	1	1	1	0	1
2	5	205.0	2.0	1.0	20504	5	12					0.5	1				
2	5	205.0	2.0	1.0	20505	1	1	9			1	1	1	0		0	1
2	5	205.0	2.0	1.0	20505	2	3	9			1	5000	2	0		0	1
2	5	205.0	2.0	1.0	20505	3	24	12	14	13	1	1000	2	0		0	1
2	5	205.0	2.0	1.0	20505	4	2				1	200	2	1	1	0	1
2	5	205.0	2.0	1.0	20506	1	1	9			1	8000	2	0		0	1
2	5	205.0	2.0	1.0	20506	2	1	9			1	7000	2	0		0	1
2	5	205.0	2.0	1.0	20506	3	12				1	6000	2	0		0	1
2	5	205.0	2.0	1.0	20506	4	3				1	200	2	0		0	1
2	5	205.0	2.0	1.0	20506	5	13					50	2				
2	5	205.0	2.0	1.0	20507	1	1	24	9		1	1	1	0		0	1
2	5	205.0	2.0	1.0	20507	2	3	60			3	1600	2	0		0	1
2	5	205.0	2.0	1.0	20507	3	12				3	900	2	0		0	1
2	5	205.0	2.0	1.0	20507	4	1	13	9		1	800	2	0		0	1
2	5	205.0	2.0	1.0	20507	5	90					700	2				
2	5	205.0	2.0	1.0	20509	1	3				4	0.5	1	0		0	1
2	5	205.0	2.0	1.0	20509	2	1	9			4	0.5	1	0		0	1
2	5	205.0	2.0	1.0	20509	3	3	9			4	2500	2	0		0	1
2	5	205.0	2.0	1.0	20509	4	2				4	400	2	1	1	0	1
2	5	205.0	2.0	1.0	20509	5	24	9	14	13		1100	2				
2	5	205.0	2.0	1.0	20510	1	1	13			1	1	1	1	0	0	1
2	5	205.0	2.0	1.0	20510	2	3				1	0.5	1	0		0	1
2	5	205.0	2.0	1.0	20510	3	9				1	0.5	1	1	0	0	1
2	5	205.0	2.0	1.0	20510	4	12				1	2500	2	0		0	1
2	5	205.0	2.0	1.0	20511	1	1				1	1	1	0		0	1
2	5	205.0	2.0	1.0	20511	2	9				1	1800	2	0		0	1
2	5	205.0	2.0	1.0	20511	3	12				1	1000	2	0		0	1
2	5	205.0	2.0	1.0	20511	4	24				1	800	2	0		0	1
2	5	205.0	2.0	1.0	20511	5	13					200	2				
2	5	205.0	2.0	1.0	20512	1	1	3	12	9	1	1800	2	1	0	0	1
2	5	205.0	2.0	1.0	20512	2	2	90			1	400	2	1	1	0	1
2	5	205.0	2.0	1.0	20512	3	12	9	13	24	1	350	2	0		0	1
2	5	205.0	2.0	1.0	20515	1	1	9	60		1	1000	2	0		0	1
2	5	205.0	2.0	1.0	20515	2	3	9	12	24	1	800	2	0		0	1
2	5	205.0	2.0	1.0	20515	3	12	13	24		3	800	2	0		0	1
2	5	205.0	2.0	1.0	20516	1	1				2	1	1	1	0	0	1
2	5	205.0	2.0	1.0	20516	2	9	1			2	5000	2	1	0	0	1
2	5	205.0	2.0	1.0	20516	3	3				1	2800	2	1	0	0	2
2	5	205.0	2.0	1.0	20516	4	12	24	9	13	1	1700	2	0		0	1
2	5	205.0	2.0	1.0	20516	5	2	9				1000	2				
2	5	205.0	2.0	1.0	20517	1	1	9			1	6000	2	0		0	1
2	5	205.0	2.0	1.0	20517	2	3	4	24		1	2000	2	0		0	1
2	5	205.0	2.0	1.0	20517	3	12	13	14		1	1000	2	0		0	1
2	5	205.0	2.0	1.0	20517	4	2				1	500	2	1	1	0	1
2	5	205.0	2.0	1.0	20518	1	1	9	9		4	1	1	0		0	1
2	5	205.0	2.0	1.0	20518	2	3				4	2500	2	0		0	2
2	5	205.0	2.0	1.0	20518	3	11				4	2500	2	0		0	1
2	5	205.0	2.0	1.0	20518	4	12				4	1200	2	0		0	1
2	5	205.0	2.0	1.0	20518	5	14	13	14			2050	2				
2	5	205.0	2.0	1.0	20519	1	1	9			1	1	1	0		0	1
2	5	205.0	2.0	1.0	20519	2	11				1	1	1	0		0	1
2	5	205.0	2.0	1.0	20519	3	12				6	9000	2	0		0	1
2	5	205.0	2.0	1.0	20519	4	2				6	200	2	1	1	0	1
2	5	205.0	2.0	1.0	20519	5	13					40	2				
2	5	205.0	2.0	1.0	20520	1	1				4	3000	2	0		0	2
2	5	205.0	2.0	1.0	20520	2	3				4	2500	2	0		0	2
2	5	205.0	2.0	1.0	20520	3	12	9			4	1050	2	0		0	1
2	5	205.0	2.0	1.0	20520	4	2				4	900	2	1	1	0	1
2	5	205.0	2.0	1.0	20520	5	13	24				300	2				
2	6	206.0	2.0	1.0	20601	1	1	9			3	4000	2	0		0	1
2	6	206.0	2.0	1.0	20601	2	12	24	9		3	3200	2	0		0	1
2	6	206.0	2.0	1.0	20602	1	1	9			1	2	1	0		0	1
2	6	206.0	2.0	1.0	20602	2	3				2	6000	2	0		0	1
2	6	206.0	2.0	1.0	20602	3	12				3	4000	2	0		0	1
2	6	206.0	2.0	1.0	20602	4	9	13			3	4000	2	0		0	1
2	6	206.0	2.0	1.0	20603	1	3	24	9	16	1	3500	2	0		0	1
2	6	206.0	2.0	1.0	20603	2	1				1	1600	2	0		0	1
2	6	206.0	2.0	1.0	20604	1	1	9			2	3600	2	1	0	0	1
2	6	206.0	2.0	1.0	20604	2	24	9	16	13	2	3500	2	0		0	1
2	6	206.0	2.0	1.0	20604	3	12				2	1000	2	0		0	1
2	6	206.0	2.0	1.0	20604	4	3	9	4		2	800	2	0		0	1
2	6	206.0	2.0	1.0	20607	1	1	9			3	1	1	0		0	1
2	6	206.0	2.0	1.0	20607	2	3	9	24		3	0.5	1	0		0	1
2	6	206.0	2.0	1.0	20607	3	12	14			3	2500	2	0		0	1
2	6	206.0	2.0	1.0	20607	4	2				3	600	2	1	1	0	1
2	6	206.0	2.0	1.0	20609	1	1	9			4	18000	2	0		0	1
2	6	206.0	2.0	1.0	20609	2	1				1	7000	2	0		0	1
2	6	206.0	2.0	1.0	20609	3	3				2	3000	2	0		0	1
2	6	206.0	2.0	1.0	20609	4	9	13			1	500	2	0		0	1
2	6	206.0	2.0	1.0	20610	1	1	9			1	3500	2	0		0	1
2	6	206.0	2.0	1.0	20610	2	3	9			1	2000	2	0		0	1
2	6	206.0	2.0	1.0	20610	3	2	9			1	1000	2	1	1	0	1
2	6	206.0	2.0	1.0	20610	4	24	13	14		1	800	2	0		0	1
2	6	206.0	2.0	1.0	20611	1	1	4	24		1	3900	2	0		0	1
2	6	206.0	2.0	1.0	20611	2	3				1	2740	2	0		0	1
2	6	206.0	2.0	1.0	20611	3	9				1	1670	2	1	1	0	1
2	6	206.0	2.0	1.0	20611	4	13				1	300	2	1	1	0	1
2	6	206.0	2.0	1.0	20612	1	1	3	9		3	1	1	0		0	1
2	6	206.0	2.0	1.0	20612	2	12				1	2000	2	0		0	1
2	6	206.0	2.0	1.0	20612	3	2	13			1	1500	2	1	1	0	1
2	6	206.0	2.0	1.0	20615	1	1	9			1	3000	2	0		0	1
2	6	206.0	2.0	1.0	20615	2	24	9			1	1200	2	0		0	1
2	6	206.0	2.0	1.0	20615	3	3				1	900	2	0		0	1
2	6	206.0	2.0	1.0	20615	4	13	12			1	350	2	0		0	1
2	6	206.0	2.0	1.0	20615	5	9					200	2				
2	6	206.0	2.0	1.0	20616	1	1				4	4200	2	0		0	1
2	6	206.0	2.0	1.0	20616	2	9	24			4	3000	2	0		0	1
