district	village	villno	strno	group	hhid	g31a	g31b	g31c	g31d	g31e	g31f	g32a	g32b	g32c	g33a	g33b	g33c	g33d	g33e	g33f	g33g	g33h	g33i	g33j	g33k	g33l	g34	g35	g35u	g36a	g36b	g36u	g37	g38a	g38b	g38c	g38d	g38e	g39a	g39b	g39c	g39d	g39e	g39f	g39g	g39h	g39i	g39j	g39k	g39l
1	10	110.0	1.0	1.0	11072	0.0	0.0	0.0	0.0	10.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	4.0	21	1	1	15	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	11	111.0	1.0	1.0	11150	2.0	2.0	0.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	11	111.0	1.0	1.0	11151	2.0	0.0	4.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1.5	15	1	10	1	0																	
1	11	111.0	1.0	1.0	11152	0.0	3.0	0.0	0.0	0.0	0.0	99	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	11	111.0	1.0	1.0	11153	2.0	2.0	5.0	0.0	0.0	0.0	5	2	9	0	0	0	0	1	0	0	1	0	0	0	0	1	6.0	15	1	2	15	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
1	11	111.0	1.0	1.0	11161	0.0	0.0	0.0	0.0	5.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	11	111.0	1.0	1.0	11162	0.0	0.0	4.0	0.0	0.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	0						0																	
1	11	111.0	1.0	1.0	11163	2.0	0.0	2.0	0.0	0.0	0.0	5	4		0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	21	0			0																	
1	11	111.0	1.0	1.0	11165	0.0	0.0	0.0	0.0	14.0	0.0	5	2		0	0	0	0	0	0	0	1	0	0	0	0	1	6.0	13	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1	11	111.0	1.0	1.0	11166	0.0	2.0	2.0	0.0	0.0	0.0	1	4		0	0	0	0	1	0	0	0	0	0	0	0	1	1.5	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	11	111.0	1.0	1.0	11169	2.0	2.0	0.0	0.0	0.0	0.0	2	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	12	112.0	1.0	2.0	11250	2.0	0.0	0.0	0.0	4.0	0.0	1			0	0	1	0	0	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	12	112.0	1.0	2.0	11252	2.0	2.0	0.0	0.0	10.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	7.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
1	12	112.0	1.0	2.0	11261	2.0	0.0	0.0	0.0	0.0	0.0	5			0	0	0	0	0	1	0	0	0	0	0	0	0						0																	
1	12	112.0	1.0	2.0	11263	2.0	0.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	2.5	15	0			0																	
1	12	112.0	1.0	2.0	11264	2.0	2.0	0.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	0						0																	
1	12	112.0	1.0	2.0	11268	0.0	3.0	0.0	0.0	0.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	15	0			0																	
1	14	114.0	1.0	2.0	11461	0.0	3.0	4.0	0.0	2.0	0.0	9	2		0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	15	0			0																	
1	14	114.0	1.0	2.0	11466	0.0	2.0	0.0	0.0	0.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
1	15	115.0	1.0	1.0	11550	2.0	0.0	2.0	0.0	0.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	6.0	15	1	1	15	0																	
1	15	115.0	1.0	1.0	11561	2.0	2.0	2.0	0.0	4.0	0.0	1			0	0	0	0	0	0	0	0	0	0	1	0	1	3.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
1	15	115.0	1.0	1.0	11562	2.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			0																	
1	15	115.0	1.0	1.0	11563	2.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	0						0																	
1	15	115.0	1.0	1.0	11564	2.0	2.0	0.0	0.0	0.0	5.0	1	5		0	0	0	0	0	1	0	0	0	0	0	0	1	6.0	21	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1	15	115.0	1.0	1.0	11568	0.0	2.0	2.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			0																	
1	16	116.0	1.0	1.0	11650	2.0	2.0	2.0	2.0	0.0	0.0	5			0	0	0	0	0	1	0	0	0	0	0	0	0						0																	
1	16	116.0	1.0	1.0	11652	2.0	2.0	10.0	0.0	0.0	0.0	2	5		0	0	0	1	0	0	0	0	0	0	0	0	0						0																	
1	16	116.0	1.0	1.0	11661	2.0	0.0	1.0	0.0	0.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			0																	
1	16	116.0	1.0	1.0	11663	2.5	2.5	0.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	21	0			1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	16	116.0	1.0	1.0	11664	3.0	3.0	4.0	0.0	0.0	0.0	2	5		0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
1	16	116.0	1.0	1.0	11667	1.5	1.5	0.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	21	0			0																	
1	17	117.0	1.0	2.0	11750	0.0	0.0	2.0	0.0	0.0	0.0	2	5		0	0	0	1	0	0	0	0	0	0	0	0	1	0.5	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1	17	117.0	1.0	2.0	11751	3.0	0.0	3.0	0.0	0.0	0.0	5	4		0	0	0	0	1	0	0	0	0	0	0	0	1	0.5	13	0			0																	
1	17	117.0	1.0	2.0	11760	0.0	0.0	10.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	4.0	15	0			0																	
1	17	117.0	1.0	2.0	11761	0.0	0.0	6.0	0.0	0.0	0.0	5	2		0	0	0	0	1	0	0	0	0	0	0	0	1	2.5	15	0			0																	
1	17	117.0	1.0	2.0	11766	2.0	0.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	21	0			1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
1	17	117.0	1.0	2.0	11769	2.0	2.0	0.0	0.0	0.0	0.0	2	5		0	0	1	0	0	0	0	0	0	0	0	0	1	3.0	13	0			0																	
1	18	118.0	1.0	1.0	11851	2.0	2.0	0.0	0.0	6.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1.5	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	18	118.0	1.0	1.0	11860	2.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	0						0																	
1	18	118.0	1.0	1.0	11861	2.0	2.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1.5	15	0			0																	
1	18	118.0	1.0	1.0	11862	2.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	15	1	20	1	0																	
1	18	118.0	1.0	1.0	11867	2.0	0.0	0.0	0.0	0.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	21	0			0																	
1	18	118.0	1.0	1.0	11870	1.0	1.0	0.0	0.0	0.0	0.0	4			0	0	0	0	0	1	0	0	0	0	0	0	0						0																	
2	2	202.0	2.0	3.0	20250	0.0	0.0	0.0	0.0	8.0	0.0	5	2		0	0	0	0	1	0	0	0	0	0	0	0	1	6.0	13	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	3	203.0	2.0	2.0	20351	3.0	0.0	7.0	0.0	0.0	0.0	5			0	1	0	0	0	0	0	0	0	0	0	0	1	60.0	1	0			1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
2	3	203.0	2.0	2.0	20361	1.0	0.0	0.0	0.0	0.0	0.0	5			0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	23	0			0																	
2	3	203.0	2.0	2.0	20362	0.0	0.0	3.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	3	203.0	2.0	2.0	20363	0.0	12.0	0.0	0.0	0.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			0																	
2	3	203.0	2.0	2.0	20364	3.0	0.0	0.0	0.0	10.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	3	203.0	2.0	2.0	20365	3.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	3	203.0	2.0	2.0	20366	0.0	2.0	0.0	4.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	21	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	3	203.0	2.0	2.0	20367	2.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	23	0			0																	
2	3	203.0	2.0	2.0	20368	0.0	0.0	0.0	0.0	0.0	3.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	16	0			0																	
2	4	204.0	2.0	2.0	20450	0.0	3.0	3.0	0.0	0.0	0.0	1	9		0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
2	4	204.0	2.0	2.0	20451	2.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	22	0			0																	
2	4	204.0	2.0	2.0	20452	0.0	0.0	0.0	0.0	0.0	2.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	0						0																	
2	4	204.0	2.0	2.0	20461	0.0	2.0	0.0	0.0	19.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	6.0	15	1	2	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	4	204.0	2.0	2.0	20463	2.0	2.0	9.0	0.0	0.0	0.0	9			0	0	1	0	0	0	0	0	0	0	0	0	0						0																	
2	4	204.0	2.0	2.0	20465	0.0	0.0	2.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
2	4	204.0	2.0	2.0	20466	0.0	0.0	5.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	21	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	4	204.0	2.0	2.0	20467	0.0	0.0	0.0	4.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	4	204.0	2.0	2.0	20468	2.0	2.0	4.0	0.0	0.0	0.0	1	6		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			0																	
2	4	204.0	2.0	2.0	20469	2.0	0.0	4.0	0.0	0.0	0.0	6			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	0			0																	
2	5	205.0	2.0	1.0	20550	1.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	23	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	5	205.0	2.0	1.0	20551	1.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	21	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	5	205.0	2.0	1.0	20560	1.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	5	205.0	2.0	1.0	20562	2.0	2.0	0.0	0.0	0.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	0						0																	
2	5	205.0	2.0	1.0	20563	0.0	2.0	0.0	0.0	3.0	0.0	2	5		0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	5	205.0	2.0	1.0	20564	3.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	17	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	5	205.0	2.0	1.0	20565	3.0	0.0	0.0	0.0	0.0	0.0	6	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	5	205.0	2.0	1.0	20566	0.0	0.0	0.0	3.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	22	0			0																	
2	5	205.0	2.0	1.0	20567	0.0	0.0	2.0	0.0	0.0	0.0	9			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	23	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	5	205.0	2.0	1.0	20568	1.0	1.0	0.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			0																	
2	5	205.0	2.0	1.0	20569	0.0	0.0	2.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	22	1	1	23	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	6	206.0	2.0	1.0	20651	0.0	1.0	6.0	0.0	6.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	11.0	15	1	9	15	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
2	6	206.0	2.0	1.0	20661	2.0	2.0	6.0	0.0	0.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	6.0	15	1	5	15	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	6	206.0	2.0	1.0	20662	0.0	2.0	0.0	0.0	0.0	0.0	99			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	21	0			0																	
2	6	206.0	2.0	1.0	20663	0.0	0.0	0.0	0.0	0.0	2.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	24	0			1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	6	206.0	2.0	1.0	20664	0.0	0.0	0.0	0.0	0.0	3.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	6.0	22	1	4	22	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	6	206.0	2.0	1.0	20665	0.0	0.0	0.0	0.0	0.0	3.0	1	6		0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	15	1	1.5	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	6	206.0	2.0	1.0	20667	1.0	1.0	0.0	0.0	0.0	0.0	4			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	6	206.0	2.0	1.0	20668	0.0	0.0	0.0	0.0	0.0	4.0	4			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	6	206.0	2.0	1.0	20669	0.0	0.0	0.0	0.0	3.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.5	15	1	1	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	7	207.0	2.0	2.0	20750	1.0	1.0	0.0	0.0	0.0	0.0	2	4		0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	7	207.0	2.0	2.0	20753	2.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	23	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	7	207.0	2.0	2.0	20760	2.0	2.0	150.0	0.0	4.0	0.0	5	2		0	0	0	0	1	0	0	0	0	0	0	0	1	20.0	11	1	13	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	7	207.0	2.0	2.0	20761	0.0	0.0	2.0	0.0	0.0	0.0	2			0	0	1	0	0	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	7	207.0	2.0	2.0	20762	0.0	0.0	2.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	23	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	7	207.0	2.0	2.0	20763	0.0	0.0	1.0	0.0	15.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	5.0	15	1	3	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	7	207.0	2.0	2.0	20764	0.0	0.0	0.0	0.0	0.0	3.0	9	5		0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	7	207.0	2.0	2.0	20765	2.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	7	207.0	2.0	2.0	20766	0.0	2.0	0.0	0.0	0.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
2	7	207.0	2.0	2.0	20769	2.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	8	208.0	2.0	1.0	20853	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	0			0																	
2	8	208.0	2.0	1.0	20860	2.0	2.0	0.0	0.0	20.0	0.0	2	5		0	0	0	1	0	0	0	0	0	0	0	0	1	9.0	15	1	4	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
2	8	208.0	2.0	1.0	20861	0.0	0.0	0.0	0.0	0.0	4.0	6			0	0	0	1	0	0	0	0	0	0	0	0	1	4.0	22	1	2	22	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	8	208.0	2.0	1.0	20863	1.5	0.0	8.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	8	208.0	2.0	1.0	20864	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	0						0																	
2	8	208.0	2.0	1.0	20865	1.0	0.0	1.0	0.0	0.0	0.0	1	4		0	0	1	0	0	0	0	0	0	0	0	0	1	1.0	15	1	1	22	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	8	208.0	2.0	1.0	20866	0.0	2.0	0.0	0.0	0.0	1.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	2.5	15	1	2	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	8	208.0	2.0	1.0	20867	1.5	1.5	0.0	0.0	0.0	0.0	1	2		0	0	1	0	0	0	0	0	0	0	0	0	1	2.5	15	1	1	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	8	208.0	2.0	1.0	20868	2.0	1.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			0																	
2	8	208.0	2.0	1.0	20869	0.0	2.0	0.0	0.0	0.0	4.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	4.0	15	1	3	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3	1	301.0	3.0	2.0	30151	0.0	3.0	3.0	0.0	0.0	0.0	1	9		0	0	0	0	0	0	0	0	0	1	0	0	1	1.0	15	1	1	22	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3	1	301.0	3.0	2.0	30152	0.0	0.0	0.0	4.0	0.0	0.0	2			0	0	0	0	0	0	0	1	0	0	0	0	1	2.0	21	0			1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
3	1	301.0	3.0	2.0	30160	2.0	0.0	0.0	0.0	200.0	0.0	1	5	9	0	0	0	0	0	1	0	0	0	0	0	0	1	2.0	15	1	1	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	1	301.0	3.0	2.0	30161	0.0	0.0	15.0	0.0	20.0	0.0	4	6	1	0	0	0	0	0	0	0	0	1	1	1	0	1	3.0	15	0			1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3	1	301.0	3.0	2.0	30162	0.0	0.0	0.0	0.0	100.0	0.0	1	5	9	0	0	0	1	1	0	0	0	0	0	0	0	1	6.0	15	1	4	15	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
3	1	301.0	3.0	2.0	30163	0.0	0.0	3.0	0.0	5.0	0.0	1			0	1	0	0	0	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3	1	301.0	3.0	2.0	30164	3.0	3.0	0.0	0.0	0.0	0.0	2			0	0	0	0	0	1	0	0	0	0	0	0	1	2.0	21	0			1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3	1	301.0	3.0	2.0	30165	0.0	0.0	0.0	0.0	10.0	0.0	1	4	6	0	0	0	0	0	0	0	0	0	1	0	0	1	2.0	21	0			1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3	1	301.0	3.0	2.0	30166	0.0	0.0	10.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	4.0	15	1	2	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	1	301.0	3.0	2.0	30167	0.0	2.0	1.0	0.0	0.0	0.0	6			0	1	0	0	0	0	0	0	0	0	0	0	1	1.0	23	0			1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3	2	302.0	3.0	2.0	30250	3.0	3.0	0.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	21	0			0																	
3	2	302.0	3.0	2.0	30251	0.0	2.0	4.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	1.5	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	2	302.0	3.0	2.0	30261	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	0	0	0	1	0	0	0	0	0	1	1.0	23	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	2	302.0	3.0	2.0	30262	0.0	2.0	0.0	0.0	0.0	0.0	2	6		0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	23	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	2	302.0	3.0	2.0	30263	2.0	2.0	3.0	0.0	0.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	15	1	1	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	2	302.0	3.0	2.0	30264	0.0	2.0	5.0	0.0	0.0	0.0	2	1		0	0	0	0	0	1	0	0	0	0	0	0	1	4.0	15	1	1	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	2	302.0	3.0	2.0	30266	0.0	2.0	2.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3	2	302.0	3.0	2.0	30267	0.0	1.0	0.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	21	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	2	302.0	3.0	2.0	30269	0.0	0.0	3.0	0.0	7.0	0.0	6	9		0	0	0	0	0	1	0	0	0	0	0	0	1	4.0	15	1	2	15	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
3	3	303.0	3.0	1.0	30350	0.0	1.0	1.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	1	1	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3	3	303.0	3.0	1.0	30351	0.0	3.0	0.0	0.0	0.0	0.0	1	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1.5	15	0			0																	
3	3	303.0	3.0	1.0	30354	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	3	303.0	3.0	1.0	30360	0.0	3.0	2.0	0.0	4.0	0.0	1	4		0	0	0	0	0	1	0	0	0	0	0	0	1	2.0	15	1	1	21	0																	
3	3	303.0	3.0	1.0	30361	0.0	2.0	1.0	0.0	0.0	0.0	1	2		0	0	0	0	0	1	0	0	0	0	0	0	1	5.0	22	1	1	22	0																	
3	3	303.0	3.0	1.0	30362	0.0	2.0	2.0	0.0	0.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	3	303.0	3.0	1.0	30363	0.0	0.0	3.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	22	1	1	22	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	3	303.0	3.0	1.0	30364	0.0	2.0	0.0	0.0	15.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	6.0	22	1	4	22	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	3	303.0	3.0	1.0	30365	0.0	2.0	4.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	5.0	22	1	3	22	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
